"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","runoff","special","candidate","party","writein","mode","candidatevotes","totalvotes","unofficial","version","fusion_ticket"
2016,"NEW JERSEY","NJ",34,22,12,"US HOUSE",9,"GEN",NA,FALSE,"BILL PASCRELL JR","D",FALSE,"TOTAL",162642,233242,FALSE,20230706,FALSE
2016,"NEW JERSEY","NJ",34,22,12,"US HOUSE",10,"GEN",NA,FALSE,"DONALD M PAYNE JR","D",FALSE,"TOTAL",190856,222771,FALSE,20230706,FALSE
2016,"NEW JERSEY","NJ",34,22,12,"US HOUSE",11,"GEN",NA,FALSE,"RODNEY P FRELINGHUYSEN","R",FALSE,"TOTAL",194299,334992,FALSE,20230706,FALSE
2016,"NEW JERSEY","NJ",34,22,12,"US HOUSE",12,"GEN",NA,FALSE,"BONNIE WATSON COLEMAN","D",FALSE,"TOTAL",181430,288634,FALSE,20230706,FALSE
2016,"NEW MEXICO","NM",35,85,66,"US HOUSE",1,"GEN",NA,FALSE,"MICHELLE LUJAN GRISHAM","D",FALSE,"TOTAL",181088,277967,FALSE,20230706,FALSE
2016,"NEW MEXICO","NM",35,85,66,"US HOUSE",2,"GEN",NA,FALSE,"STEVAN PEARCE","R",FALSE,"TOTAL",143515,228817,FALSE,20230706,FALSE
2016,"NEW MEXICO","NM",35,85,66,"US HOUSE",3,"GEN",NA,FALSE,"BEN RAY LUJAN","D",FALSE,"TOTAL",170612,273342,FALSE,20230706,FALSE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",1,"GEN",NA,FALSE,"LEE M ZELDIN","R",FALSE,"TOTAL",158409,341554,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",2,"GEN",NA,FALSE,"PETER T KING","R",FALSE,"TOTAL",157571,317552,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",3,"GEN",NA,FALSE,"THOMAS R SUOZZI","D",FALSE,"TOTAL",171775,350966,FALSE,20230706,FALSE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",4,"GEN",NA,FALSE,"KATHLEEN M RICE","D",FALSE,"TOTAL",181861,343179,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",5,"GEN",NA,FALSE,"GREGORY W MEEKS","D",FALSE,"TOTAL",197852,249236,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",6,"GEN",NA,FALSE,"GRACE MENG","D",FALSE,"TOTAL",131463,210378,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",7,"GEN",NA,FALSE,"NYDIA M VELAZQUEZ","D",FALSE,"TOTAL",165819,206983,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",8,"GEN",NA,FALSE,"HAKEEM S JEFFRIES","D",FALSE,"TOTAL",203235,257602,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",9,"GEN",NA,FALSE,"YVETTE D CLARKE","D",FALSE,"TOTAL",198886,256853,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",10,"GEN",NA,FALSE,"JERROLD NADLER","D",FALSE,"TOTAL",180117,266516,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",11,"GEN",NA,FALSE,"DANIEL M DONOVAN JR","R",FALSE,"TOTAL",122606,251718,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",12,"GEN",NA,FALSE,"CAROLYN B MALONEY","D",FALSE,"TOTAL",230153,312289,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",13,"GEN",NA,FALSE,"ADRIANO ESPAILLAT","D",FALSE,"TOTAL",207194,255239,FALSE,20230706,FALSE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",14,"GEN",NA,FALSE,"JOSEPH CROWLEY","D",FALSE,"TOTAL",138367,197301,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",15,"GEN",NA,FALSE,"JOSE E SERRANO","D",FALSE,"TOTAL",165688,193703,FALSE,20230706,FALSE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",16,"GEN",NA,FALSE,"ELIOT L ENGEL","D",FALSE,"TOTAL",198811,287556,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",17,"GEN",NA,FALSE,"NITA M LOWEY","D",FALSE,"TOTAL",193819,325571,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",18,"GEN",NA,FALSE,"SEAN PATRICK MALONEY","D",FALSE,"TOTAL",140951,319123,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",19,"GEN",NA,FALSE,"JOHN J FASO","R",FALSE,"TOTAL",135905,326588,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",20,"GEN",NA,FALSE,"PAUL TONKO","D",FALSE,"TOTAL",188428,332499,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",21,"GEN",NA,FALSE,"ELISE M STEFANIK","R",FALSE,"TOTAL",152597,288611,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",22,"GEN",NA,FALSE,"CLAUDIA TENNEY","R",FALSE,"TOTAL",113287,296086,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",23,"GEN",NA,FALSE,"TOM REED","R",FALSE,"TOTAL",136964,296198,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",24,"GEN",NA,FALSE,"JOHN KATKO","R",FALSE,"TOTAL",150330,315429,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",25,"GEN",NA,FALSE,"LOUISE MCINTOSH SLAUGHTER","D",FALSE,"TOTAL",168660,336386,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",26,"GEN",NA,FALSE,"BRIAN HIGGINS","D",FALSE,"TOTAL",195322,310819,FALSE,20230706,TRUE
2016,"NEW YORK","NY",36,21,13,"US HOUSE",27,"GEN",NA,FALSE,"CHRIS COLLINS","R",FALSE,"TOTAL",175509,354426,FALSE,20230706,TRUE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",1,"GEN",NA,FALSE,"G K BUTTERFIELD","D",FALSE,"TOTAL",240661,350699,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",2,"GEN",NA,FALSE,"GEORGE HOLDING","R",FALSE,"TOTAL",221485,390567,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",3,"GEN",NA,FALSE,"WALTER B JONES","R",FALSE,"TOTAL",217531,323701,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",4,"GEN",NA,FALSE,"DAVID E PRICE","D",FALSE,"TOTAL",279380,409541,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",5,"GEN",NA,FALSE,"VIRGINIA FOXX","R",FALSE,"TOTAL",207625,355512,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",6,"GEN",NA,FALSE,"MARK WALKER","R",FALSE,"TOTAL",207983,351150,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",7,"GEN",NA,FALSE,"DAVID ROUZER","R",FALSE,"TOTAL",211801,347706,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",8,"GEN",NA,FALSE,"RICHARD HUDSON","R",FALSE,"TOTAL",189863,323045,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",9,"GEN",NA,FALSE,"ROBERT PITTENGER","R",FALSE,"TOTAL",193452,332493,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",10,"GEN",NA,FALSE,"PATRICK T MCHENRY","R",FALSE,"TOTAL",220825,349744,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",11,"GEN",NA,FALSE,"MARK MEADOWS","R",FALSE,"TOTAL",230405,359508,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",12,"GEN",NA,FALSE,"ALMA S ADAMS","D",FALSE,"TOTAL",234115,349300,FALSE,20230706,FALSE
2016,"NORTH CAROLINA","NC",37,56,47,"US HOUSE",13,"GEN",NA,FALSE,"TED BUDD","R",FALSE,"TOTAL",199443,355492,FALSE,20230706,FALSE
2016,"NORTH DAKOTA","ND",38,44,36,"US HOUSE",0,"GEN",NA,FALSE,"KEVIN CRAMER","R",FALSE,"TOTAL",233980,338459,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",1,"GEN",NA,FALSE,"STEVE CHABOT","R",FALSE,"TOTAL",210014,354788,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",2,"GEN",NA,FALSE,"BRAD R WENSTRUP","R",FALSE,"TOTAL",221193,340279,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",3,"GEN",NA,FALSE,"JOYCE BEATTY","D",FALSE,"TOTAL",199791,291351,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",4,"GEN",NA,FALSE,"JIM JORDAN","R",FALSE,"TOTAL",210227,309208,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",5,"GEN",NA,FALSE,"ROBERT E LATTA","R",FALSE,"TOTAL",244599,344991,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",6,"GEN",NA,FALSE,"BILL JOHNSON","R",FALSE,"TOTAL",213975,302755,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",7,"GEN",NA,FALSE,"BOB GIBBS","R",FALSE,"TOTAL",198221,309553,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",8,"GEN",NA,FALSE,"WARREN DAVIDSON","R",FALSE,"TOTAL",223833,325506,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",9,"GEN",NA,FALSE,"MARCY KAPTUR","D",FALSE,"TOTAL",193966,282398,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",10,"GEN",NA,FALSE,"MICHAEL R TURNER","R",FALSE,"TOTAL",215724,336602,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",11,"GEN",NA,FALSE,"MARCIA L FUDGE","D",FALSE,"TOTAL",242917,302686,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",12,"GEN",NA,FALSE,"PATRICK J TIBERI","R",FALSE,"TOTAL",251266,377534,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",13,"GEN",NA,FALSE,"TIM RYAN","D",FALSE,"TOTAL",208610,308004,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",14,"GEN",NA,FALSE,"DAVID P JOYCE","R",FALSE,"TOTAL",219191,350269,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",15,"GEN",NA,FALSE,"STEVE STIVERS","R",FALSE,"TOTAL",222847,336807,FALSE,20230706,FALSE
2016,"OHIO","OH",39,31,24,"US HOUSE",16,"GEN",NA,FALSE,"JAMES B RENACCI","R",FALSE,"TOTAL",225794,345624,FALSE,20230706,FALSE
2016,"OKLAHOMA","OK",40,73,53,"US HOUSE",1,"GEN",NA,FALSE,"JIM BRIDENSTINE","R",FALSE,"TOTAL",1,1,FALSE,20230706,FALSE
2016,"OKLAHOMA","OK",40,73,53,"US HOUSE",2,"GEN",NA,FALSE,"MARKWAYNE MULLIN","R",FALSE,"TOTAL",189839,268870,FALSE,20230706,FALSE
2016,"OKLAHOMA","OK",40,73,53,"US HOUSE",3,"GEN",NA,FALSE,"FRANK D LUCAS","R",FALSE,"TOTAL",227525,290615,FALSE,20230706,FALSE
2016,"OKLAHOMA","OK",40,73,53,"US HOUSE",4,"GEN",NA,FALSE,"TOM COLE","R",FALSE,"TOTAL",204143,293189,FALSE,20230706,FALSE
2016,"OKLAHOMA","OK",40,73,53,"US HOUSE",5,"GEN",NA,FALSE,"STEVE RUSSELL","R",FALSE,"TOTAL",160184,280570,FALSE,20230706,FALSE
2016,"OREGON","OR",41,92,72,"US HOUSE",1,"GEN",NA,FALSE,"SUZANNE BONAMICI","D",FALSE,"TOTAL",225391,378095,FALSE,20230706,FALSE
2016,"OREGON","OR",41,92,72,"US HOUSE",2,"GEN",NA,FALSE,"GREG WALDEN","R",FALSE,"TOTAL",272952,380739,FALSE,20230706,FALSE
2016,"OREGON","OR",41,92,72,"US HOUSE",3,"GEN",NA,FALSE,"EARL BLUMENAUER","D",FALSE,"TOTAL",274687,382355,FALSE,20230706,FALSE
2016,"OREGON","OR",41,92,72,"US HOUSE",4,"GEN",NA,FALSE,"PETER A DEFAZIO","D",FALSE,"TOTAL",220628,397568,FALSE,20230706,FALSE
2016,"OREGON","OR",41,92,72,"US HOUSE",5,"GEN",NA,FALSE,"KURT SCHRADER","D",FALSE,"TOTAL",199505,373108,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",1,"GEN",NA,FALSE,"ROBERT A BRADY","D",FALSE,"TOTAL",245791,299010,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",2,"GEN",NA,FALSE,"DWIGHT EVANS","D",FALSE,"TOTAL",322514,357645,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",3,"GEN",NA,FALSE,"MIKE KELLY","R",FALSE,"TOTAL",244893,244893,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",4,"GEN",NA,FALSE,"SCOTT PERRY","R",FALSE,"TOTAL",220628,334000,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",5,"GEN",NA,FALSE,"GLENN THOMPSON","R",FALSE,"TOTAL",206761,307843,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",6,"GEN",NA,FALSE,"RYAN A COSTELLO","R",FALSE,"TOTAL",207469,362469,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",7,"GEN",NA,FALSE,"PATRICK MEEHAN","R",FALSE,"TOTAL",225678,379502,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",8,"GEN",NA,FALSE,"BRIAN FITZPATRICK","R",FALSE,"TOTAL",207263,380818,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",9,"GEN",NA,FALSE,"BILL SHUSTER","R",FALSE,"TOTAL",186580,294565,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",10,"GEN",NA,FALSE,"TOM MARINO","R",FALSE,"TOTAL",211282,301105,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",11,"GEN",NA,FALSE,"LOU BARLETTA","R",FALSE,"TOTAL",199421,313221,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",12,"GEN",NA,FALSE,"KEITH J ROTHFUS","R",FALSE,"TOTAL",221851,359204,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",13,"GEN",NA,FALSE,"BRENDAN F BOYLE","D",FALSE,"TOTAL",239316,239316,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",14,"GEN",NA,FALSE,"MICHAEL F DOYLE","D",FALSE,"TOTAL",255293,343292,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",15,"GEN",NA,FALSE,"CHARLES W DENT","R",FALSE,"TOTAL",190618,326474,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",16,"GEN",NA,FALSE,"LLOYD K SMUCKER","R",FALSE,"TOTAL",168669,313773,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",17,"GEN",NA,FALSE,"MATT CARTWRIGHT","D",FALSE,"TOTAL",157734,293164,FALSE,20230706,FALSE
2016,"PENNSYLVANIA","PA",42,23,14,"US HOUSE",18,"GEN",NA,FALSE,"TIM MURPHY","R",FALSE,"TOTAL",293684,293684,FALSE,20230706,FALSE
2016,"RHODE ISLAND","RI",44,15,5,"US HOUSE",1,"GEN",NA,FALSE,"DAVID N CICILLINE","D",FALSE,"TOTAL",130534,202371,FALSE,20230706,FALSE
2016,"RHODE ISLAND","RI",44,15,5,"US HOUSE",2,"GEN",NA,FALSE,"JAMES R LANGEVIN","D",FALSE,"TOTAL",133108,229148,FALSE,20230706,FALSE
2016,"SOUTH CAROLINA","SC",45,57,48,"US HOUSE",1,"GEN",NA,FALSE,"MARK SANFORD","R",FALSE,"TOTAL",190410,325170,FALSE,20230706,FALSE
2016,"SOUTH CAROLINA","SC",45,57,48,"US HOUSE",2,"GEN",NA,FALSE,"JOE WILSON","R",FALSE,"TOTAL",183746,304996,FALSE,20230706,FALSE
2016,"SOUTH CAROLINA","SC",45,57,48,"US HOUSE",3,"GEN",NA,FALSE,"JEFF DUNCAN","R",FALSE,"TOTAL",196325,269540,FALSE,20230706,FALSE
2016,"SOUTH CAROLINA","SC",45,57,48,"US HOUSE",4,"GEN",NA,FALSE,"TREY GOWDY","R",FALSE,"TOTAL",198648,295670,FALSE,20230706,FALSE
2016,"SOUTH CAROLINA","SC",45,57,48,"US HOUSE",5,"GEN",NA,FALSE,"MICK MULVANEY","R",FALSE,"TOTAL",161669,273006,FALSE,20230706,FALSE
2016,"SOUTH CAROLINA","SC",45,57,48,"US HOUSE",6,"GEN",NA,FALSE,"JAMES E CLYBURN","D",FALSE,"TOTAL",177947,253901,FALSE,20230706,FALSE
2016,"SOUTH CAROLINA","SC",45,57,48,"US HOUSE",7,"GEN",NA,FALSE,"TOM RICE","R",FALSE,"TOTAL",176468,289463,FALSE,20230706,FALSE
2016,"SOUTH DAKOTA","SD",46,45,37,"US HOUSE",0,"GEN",NA,FALSE,"KRISTI L NOEM","R",FALSE,"TOTAL",237163,369973,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",1,"GEN",NA,FALSE,"DAVID P ROE","R",FALSE,"TOTAL",198293,253025,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",2,"GEN",NA,FALSE,"JOHN J DUNCAN JR","R",FALSE,"TOTAL",212455,280856,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",3,"GEN",NA,FALSE,"CHARLES J ""CHUCK"" FLEISCHMANN","R",FALSE,"TOTAL",176613,266006,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",4,"GEN",NA,FALSE,"SCOTT DESJARLAIS","R",FALSE,"TOTAL",165796,254937,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",5,"GEN",NA,FALSE,"JIM COOPER","D",FALSE,"TOTAL",171111,273544,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",6,"GEN",NA,FALSE,"DIANE BLACK","R",FALSE,"TOTAL",202234,284490,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",7,"GEN",NA,FALSE,"MARSHA BLACKBURN","R",FALSE,"TOTAL",200407,277513,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",8,"GEN",NA,FALSE,"DAVID KUSTOFF","R",FALSE,"TOTAL",194386,282733,FALSE,20230706,FALSE
2016,"TENNESSEE","TN",47,62,54,"US HOUSE",9,"GEN",NA,FALSE,"STEVE COHEN","D",FALSE,"TOTAL",171631,217957,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",1,"GEN",NA,FALSE,"LOUIE GOHMERT","R",FALSE,"TOTAL",192434,260409,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",2,"GEN",NA,FALSE,"TED POE","R",FALSE,"TOTAL",168692,278236,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",3,"GEN",NA,FALSE,"SAM JOHNSON","R",FALSE,"TOTAL",193684,316467,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",4,"GEN",NA,FALSE,"JOHN RATCLIFFE","R",FALSE,"TOTAL",216643,246220,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",5,"GEN",NA,FALSE,"JEB HENSARLING","R",FALSE,"TOTAL",155469,192875,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",6,"GEN",NA,FALSE,"JOE BARTON","R",FALSE,"TOTAL",159444,273296,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",7,"GEN",NA,FALSE,"JOHN ABNEY CULBERSON","R",FALSE,"TOTAL",143542,255533,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",8,"GEN",NA,FALSE,"KEVIN BRADY","R",FALSE,"TOTAL",236379,236379,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",9,"GEN",NA,FALSE,"AL GREEN","D",FALSE,"TOTAL",152032,188523,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",10,"GEN",NA,FALSE,"MICHAEL T MCCAUL","R",FALSE,"TOTAL",179221,312600,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",11,"GEN",NA,FALSE,"K MICHAEL CONAWAY","R",FALSE,"TOTAL",201871,225548,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",12,"GEN",NA,FALSE,"KAY GRANGER","R",FALSE,"TOTAL",196482,283115,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",13,"GEN",NA,FALSE,"MAC THORNBERRY","R",FALSE,"TOTAL",199050,221242,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",14,"GEN",NA,FALSE,"RANDY K WEBER SR","R",FALSE,"TOTAL",160631,259685,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",15,"GEN",NA,FALSE,"VICENTE GONZALEZ","D",FALSE,"TOTAL",101712,177479,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",16,"GEN",NA,FALSE,"BETO O'ROURKE","D",FALSE,"TOTAL",150228,175229,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",17,"GEN",NA,FALSE,"BILL FLORES","R",FALSE,"TOTAL",149417,245728,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",18,"GEN",NA,FALSE,"SHEILA JACKSON LEE","D",FALSE,"TOTAL",150157,204308,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",19,"GEN",NA,FALSE,"JODEY ARRINGTON","R",FALSE,"TOTAL",176314,203475,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",20,"GEN",NA,FALSE,"JOAQUIN CASTRO","D",FALSE,"TOTAL",149640,187669,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",21,"GEN",NA,FALSE,"LAMAR SMITH","R",FALSE,"TOTAL",202967,356031,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",22,"GEN",NA,FALSE,"PETE OLSON","R",FALSE,"TOTAL",181864,305543,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",23,"GEN",NA,FALSE,"WILL HURD","R",FALSE,"TOTAL",110577,228965,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",24,"GEN",NA,FALSE,"KENNY MARCHANT","R",FALSE,"TOTAL",154845,275635,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",25,"GEN",NA,FALSE,"ROGER WILLIAMS","R",FALSE,"TOTAL",180988,310196,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",26,"GEN",NA,FALSE,"MICHAEL C BURGESS","R",FALSE,"TOTAL",211730,319080,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",27,"GEN",NA,FALSE,"BLAKE FARENTHOLD","R",FALSE,"TOTAL",142251,230580,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",28,"GEN",NA,FALSE,"HENRY CUELLAR","D",FALSE,"TOTAL",122086,184442,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",29,"GEN",NA,FALSE,"GENE GREEN","D",FALSE,"TOTAL",95649,131982,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",30,"GEN",NA,FALSE,"EDDIE BERNICE JOHNSON","D",FALSE,"TOTAL",170502,218826,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",31,"GEN",NA,FALSE,"JOHN R CARTER","R",FALSE,"TOTAL",166060,284588,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",32,"GEN",NA,FALSE,"PETE SESSIONS","R",FALSE,"TOTAL",162868,229171,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",33,"GEN",NA,FALSE,"MARC A VEASEY","D",FALSE,"TOTAL",93147,126369,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",34,"GEN",NA,FALSE,"FILEMON VELA","D",FALSE,"TOTAL",104638,166961,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",35,"GEN",NA,FALSE,"LLOYD DOGGETT","D",FALSE,"TOTAL",124612,197576,FALSE,20230706,FALSE
2016,"TEXAS","TX",48,74,49,"US HOUSE",36,"GEN",NA,FALSE,"BRIAN BABIN","R",FALSE,"TOTAL",193675,218565,FALSE,20230706,FALSE
2016,"UTAH","UT",49,87,67,"US HOUSE",1,"GEN",NA,FALSE,"ROB BISHOP","R",FALSE,"TOTAL",182925,277451,FALSE,20230706,FALSE
2016,"UTAH","UT",49,87,67,"US HOUSE",2,"GEN",NA,FALSE,"CHRIS STEWART","R",FALSE,"TOTAL",170524,276819,FALSE,20230706,FALSE
2016,"UTAH","UT",49,87,67,"US HOUSE",3,"GEN",NA,FALSE,"JASON CHAFFETZ","R",FALSE,"TOTAL",209589,285305,FALSE,20230706,FALSE
2016,"UTAH","UT",49,87,67,"US HOUSE",4,"GEN",NA,FALSE,"MIA B LOVE","R",FALSE,"TOTAL",147597,274569,FALSE,20230706,FALSE
2016,"VERMONT","VT",50,13,6,"US HOUSE",0,"GEN",NA,FALSE,"PETER WELCH","D",FALSE,"TOTAL",264414,320467,FALSE,20230706,FALSE
2016,"VIRGINIA","VA",51,54,40,"US HOUSE",1,"GEN",NA,FALSE,"ROBERT J WITTMAN","R",FALSE,"TOTAL",230213,384601,FALSE,20230706,FALSE
2016,"VIRGINIA","VA",51,54,40,"US HOUSE",2,"GEN",NA,FALSE,"SCOTT W TAYLOR","R",FALSE,"TOTAL",190475,310567,FALSE,20230706,FALSE
