SRPREC,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,Winner,Winner Votes
71405,0,0,0,0,0,0,G20PREDBID,259852
71407,0,0,0,0,0,0,G20PREDBID,259852
70096,0,0,0,0,0,0,G20PREDBID,259852
71408,0,0,0,0,0,0,G20PREDBID,259852
71404,0,0,0,0,0,0,G20PREDBID,259852
71401,0,0,0,0,0,0,G20PREDBID,259852
63213,2,3,1,0,0,0,G20PREDBID,259852
38320,0,0,0,0,0,0,G20PREDBID,259852
71406,0,0,0,0,0,0,G20PREDBID,259852
65107,0,0,0,0,0,0,G20PREDBID,259852
63152,0,0,0,0,0,0,G20PREDBID,259852
63238,0,0,0,0,0,0,G20PREDBID,259852
71271,0,0,0,0,0,0,G20PREDBID,259852
63201,0,0,0,0,0,0,G20PREDBID,259852
38318,0,0,0,0,0,0,G20PREDBID,259852
71402,0,0,0,0,0,0,G20PREDBID,259852
63235,0,3,0,0,0,0,G20PREDBID,259852
63204,0,4,0,0,0,0,G20PREDBID,259852
71272,13,4,0,0,0,0,G20PREDBID,259852
70134,0,0,0,0,0,0,G20PREDBID,259852
63175,0,0,0,0,0,0,G20PREDBID,259852
63083,0,0,0,0,0,0,G20PREDBID,259852
63205,1,2,0,0,0,0,G20PREDBID,259852
38319,0,0,0,0,0,0,G20PREDBID,259852
71403,0,0,0,0,0,0,G20PREDBID,259852
75120,0,2,0,0,0,0,G20PREDBID,259852
63203,0,0,0,0,0,0,G20PREDBID,259852
63212,1,2,0,0,0,0,G20PREDBID,259852
71229,0,0,0,0,0,0,G20PREDBID,259852
75115,0,7,0,0,0,0,G20PREDBID,259852
63222,3,0,0,0,0,0,G20PREDBID,259852
54186,0,0,0,0,0,0,G20PREDBID,259852
2129,0,0,0,0,0,0,G20PREDBID,259852
50118,0,0,0,0,0,0,G20PREDBID,259852
56304,0,0,0,0,0,0,G20PREDBID,259852
45373,0,0,0,0,0,0,G20PREDBID,259852
75112,0,0,0,0,0,0,G20PREDBID,259852
63098,0,0,0,0,0,0,G20PREDBID,259852
63155,0,0,0,0,0,0,G20PREDBID,259852
63153,0,0,0,0,0,0,G20PREDBID,259852
70114,0,0,0,0,0,0,G20PREDBID,259852
50108,0,2,0,0,0,0,G20PREDBID,259852
63099,0,0,0,0,0,0,G20PREDBID,259852
65069,0,0,0,0,0,0,G20PREDBID,259852
63261,0,0,0,0,0,0,G20PREDBID,259852
63121,0,0,0,0,0,0,G20PREDBID,259852
65051,0,0,0,0,0,0,G20PREDBID,259852
2103,8,13,0,0,0,0,G20PREDBID,259852
50117,0,0,0,0,0,0,G20PREDBID,259852
50116,0,0,0,0,0,0,G20PREDBID,259852
59179,0,0,0,0,0,0,G20PREDBID,259852
71259,0,0,0,0,0,0,G20PREDBID,259852
25371,31,19,0,0,0,0,G20PREDBID,259852
70079,0,0,0,0,0,0,G20PREDBID,259852
38378,9,16,0,1,0,0,G20PREDBID,259852
63237,0,0,0,0,0,0,G20PREDBID,259852
58335,0,0,0,0,0,0,G20PREDBID,259852
71362,9,5,0,0,0,0,G20PREDBID,259852
38380,22,27,0,0,0,0,G20PREDBID,259852
63044,0,0,0,0,0,0,G20PREDBID,259852
63227,5,13,0,0,0,0,G20PREDBID,259852
63023,48,22,0,0,1,0,G20PREDBID,259852
63353,20,25,0,1,0,0,G20PREDBID,259852
56306,0,0,0,0,0,0,G20PREDBID,259852
72199,16,17,0,0,1,0,G20PREDBID,259852
47339,1,0,0,0,0,0,G20PREDBID,259852
59178,40,43,1,0,0,0,G20PREDBID,259852
63207,3,5,0,1,0,0,G20PREDBID,259852
65065,0,0,0,0,0,0,G20PREDBID,259852
63154,0,0,0,0,0,0,G20PREDBID,259852
63251,86,43,4,0,0,3,G20PREDBID,259852
63386,6,4,0,0,0,0,G20PREDBID,259852
56081,37,19,0,0,0,1,G20PREDBID,259852
63102,0,0,0,0,0,0,G20PREDBID,259852
47322,0,0,0,0,0,0,G20PREDBID,259852
63219,43,37,0,2,0,1,G20PREDBID,259852
70133,0,0,0,0,0,0,G20PREDBID,259852
25237,139,77,1,0,1,0,G20PREDBID,259852
63052,14,6,2,0,0,0,G20PREDBID,259852
56108,134,129,0,2,0,0,G20PREDBID,259852
63171,20,46,0,0,0,0,G20PREDBID,259852
50114,0,0,0,0,0,0,G20PREDBID,259852
63361,30,31,2,0,0,0,G20PREDBID,259852
63206,0,14,0,0,0,0,G20PREDBID,259852
63172,6,21,1,0,0,0,G20PREDBID,259852
68311,33,16,0,1,0,0,G20PREDBID,259852
50109,0,0,0,0,0,0,G20PREDBID,259852
59217,0,0,0,0,0,0,G20PREDBID,259852
71378,0,0,0,0,0,0,G20PREDBID,259852
63101,0,0,0,0,0,0,G20PREDBID,259852
63010,24,38,1,0,0,1,G20PREDBID,259852
63223,0,9,0,0,0,0,G20PREDBID,259852
63220,23,15,1,1,0,0,G20PREDBID,259852
59084,0,0,0,0,0,0,G20PREDBID,259852
63252,64,57,2,3,2,2,G20PREDBID,259852
56316,0,0,0,0,0,0,G20PREDBID,259852
2238,0,0,0,0,0,0,G20PREDBID,259852
56105,0,0,0,0,0,0,G20PREDBID,259852
59177,0,0,0,0,0,0,G20PREDBID,259852
63173,38,36,1,0,2,0,G20PREDBID,259852
63256,0,0,0,0,0,0,G20PREDBID,259852
56093,139,101,2,1,0,0,G20PREDBID,259852
63224,0,2,0,0,0,0,G20PREDBID,259852
71247,38,29,1,0,0,0,G20PREDBID,259852
56082,0,1,0,0,0,0,G20PREDBID,259852
71380,61,67,1,2,0,0,G20PREDBID,259852
63259,0,0,0,0,0,0,G20PREDBID,259852
59134,0,0,0,0,0,0,G20PREDBID,259852
50096,0,3,0,0,0,0,G20PREDBID,259852
63225,0,0,0,0,0,0,G20PREDBID,259852
63226,2,0,0,0,0,0,G20PREDBID,259852
72087,0,0,0,0,0,0,G20PREDBID,259852
63202,6,10,0,0,0,0,G20PREDBID,259852
72110,0,0,0,0,0,0,G20PREDBID,259852
63018,37,56,1,2,0,0,G20PREDBID,259852
25377,64,58,0,0,0,0,G20PREDBID,259852
75117,42,55,0,0,0,0,G20PREDBID,259852
63229,0,0,0,0,0,0,G20PREDBID,259852
72080,0,0,0,0,0,0,G20PREDBID,259852
58336,0,0,0,0,0,0,G20PREDBID,259852
72120,11,22,0,0,0,1,G20PREDBID,259852
50110,0,6,0,0,0,0,G20PREDBID,259852
56107,0,0,0,0,0,0,G20PREDBID,259852
71253,0,0,0,0,0,0,G20PREDBID,259852
75121,19,39,4,1,0,0,G20PREDBID,259852
58334,0,0,0,0,0,0,G20PREDBID,259852
56381,118,79,4,0,2,3,G20PREDBID,259852
68007,75,39,3,0,0,1,G20PREDBID,259852
56303,126,111,4,0,3,0,G20PREDBID,259852
56084,80,98,10,0,0,1,G20PREDBID,259852
71356,0,0,0,0,0,0,G20PREDBID,259852
71349,0,0,0,0,0,0,G20PREDBID,259852
56302,0,0,0,0,0,0,G20PREDBID,259852
65091,142,86,2,0,1,2,G20PREDBID,259852
47351,184,144,4,2,1,0,G20PREDBID,259852
63221,259,132,12,2,2,3,G20PREDBID,259852
68215,214,39,3,1,1,2,G20PREDBID,259852
56064,0,0,0,0,0,0,G20PREDBID,259852
63056,120,48,3,0,1,2,G20PREDBID,259852
70125,0,0,0,0,0,0,G20PREDBID,259852
63214,10,23,2,0,0,0,G20PREDBID,259852
69126,0,0,0,0,0,0,G20PREDBID,259852
2111,0,1,0,0,0,0,G20PREDBID,259852
65068,0,0,0,0,0,0,G20PREDBID,259852
47247,81,57,5,0,0,0,G20PREDBID,259852
65057,0,0,0,0,0,0,G20PREDBID,259852
72312,123,165,6,4,2,0,G20PREDBID,259852
56104,0,0,0,0,0,0,G20PREDBID,259852
69127,0,0,0,0,0,0,G20PREDBID,259852
63208,12,21,1,1,0,0,G20PREDBID,259852
63097,151,180,5,1,1,3,G20PREDBID,259852
50072,0,0,0,0,0,0,G20PREDBID,259852
63351,59,82,0,0,1,0,G20PREDBID,259852
63391,80,117,1,1,0,0,G20PREDBID,259852
63389,0,0,0,0,0,0,G20PREDBID,259852
56307,216,219,5,1,1,3,G20PREDBID,259852
63358,22,52,0,0,0,0,G20PREDBID,259852
63066,63,122,2,0,0,1,G20PREDBID,259852
56296,268,151,5,3,2,0,G20PREDBID,259852
63079,151,193,6,2,0,0,G20PREDBID,259852
56102,245,167,6,3,0,0,G20PREDBID,259852
56090,331,366,11,3,0,0,G20PREDBID,259852
59212,0,0,0,0,0,0,G20PREDBID,259852
70135,0,0,0,0,0,0,G20PREDBID,259852
59130,245,163,7,1,2,0,G20PREDBID,259852
2096,0,0,0,0,0,0,G20PREDBID,259852
52236,0,0,0,0,0,0,G20PREDBID,259852
56295,300,197,7,2,2,2,G20PREDBID,259852
71232,525,157,9,5,1,4,G20PREDBID,259852
63124,0,0,0,0,0,0,G20PREDBID,259852
65067,0,0,0,0,0,0,G20PREDBID,259852
71121,471,246,5,3,1,1,G20PREDBID,259852
59037,340,199,5,0,2,0,G20PREDBID,259852
63037,0,0,0,0,0,0,G20PREDBID,259852
54103,468,469,5,2,1,1,G20PREDBID,259852
59210,0,0,0,0,0,0,G20PREDBID,259852
65097,0,0,0,0,0,0,G20PREDBID,259852
51073,0,0,0,0,0,0,G20PREDBID,259852
72100,158,197,5,2,3,1,G20PREDBID,259852
63211,6,5,0,0,0,0,G20PREDBID,259852
72098,0,0,0,0,0,0,G20PREDBID,259852
47308,0,1,0,0,0,0,G20PREDBID,259852
72122,193,206,6,0,0,2,G20PREDBID,259852
45371,518,222,9,2,2,2,G20PREDBID,259852
54108,466,421,16,4,4,6,G20PREDBID,259852
54101,523,490,12,2,6,1,G20PREDBID,259852
2036,308,381,8,1,5,0,G20PREDBID,259852
50093,171,246,4,1,0,0,G20PREDBID,259852
63104,0,0,0,0,0,0,G20PREDBID,259852
56277,695,521,20,1,10,1,G20PREDBID,259852
59054,671,373,14,4,6,3,G20PREDBID,259852
59209,0,0,0,0,0,0,G20PREDBID,259852
59133,1269,63,25,16,2,23,G20PREDBID,259852
56072,410,282,11,9,2,0,G20PREDBID,259852
70121,0,0,0,0,0,0,G20PREDBID,259852
63174,0,0,0,0,0,0,G20PREDBID,259852
59002,0,0,0,0,0,0,G20PREDBID,259852
56293,357,348,7,2,4,2,G20PREDBID,259852
70119,0,0,0,0,0,0,G20PREDBID,259852
59170,1,1,0,0,0,0,G20PREDBID,259852
38377,224,315,6,0,4,0,G20PREDBID,259852
72321,256,283,10,3,1,1,G20PREDBID,259852
47246,0,0,0,0,0,0,G20PREDBID,259852
47352,93,62,2,0,0,1,G20PREDBID,259852
59075,308,189,6,0,0,0,G20PREDBID,259852
75122,130,172,4,0,3,0,G20PREDBID,259852
63255,2,0,0,0,0,0,G20PREDBID,259852
65062,0,0,0,0,0,0,G20PREDBID,259852
38083,239,196,3,0,2,0,G20PREDBID,259852
71283,930,345,11,6,5,3,G20PREDBID,259852
65066,0,0,0,0,0,0,G20PREDBID,259852
2081,535,532,16,4,3,0,G20PREDBID,259852
63053,202,163,5,2,2,1,G20PREDBID,259852
70123,0,0,0,0,0,0,G20PREDBID,259852
59206,255,143,3,0,0,0,G20PREDBID,259852
45370,0,0,0,0,0,0,G20PREDBID,259852
63170,212,140,1,5,0,1,G20PREDBID,259852
54181,534,481,22,2,3,1,G20PREDBID,259852
45240,644,484,10,3,4,2,G20PREDBID,259852
72318,555,474,16,3,1,4,G20PREDBID,259852
56069,504,452,12,1,6,1,G20PREDBID,259852
54121,654,575,27,5,5,2,G20PREDBID,259852
71237,0,0,0,0,0,0,G20PREDBID,259852
2345,252,355,5,3,2,0,G20PREDBID,259852
2024,495,440,5,4,2,1,G20PREDBID,259852
71347,0,0,0,0,0,0,G20PREDBID,259852
47201,584,495,16,3,7,0,G20PREDBID,259852
63217,0,0,0,0,0,0,G20PREDBID,259852
56078,525,300,7,6,5,0,G20PREDBID,259852
