SRPREC,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,Winner,Winner Votes
3605,2297,705,36,13,10,10,G20PREDBID,274029
3604,2018,636,24,29,10,8,G20PREDBID,274029
3609,2892,855,33,13,13,11,G20PREDBID,274029
9262,155,61,2,3,0,2,G20PREDBID,274029
3608,2036,654,19,18,10,10,G20PREDBID,274029
6455,1958,633,16,14,8,3,G20PREDBID,274029
9258,1172,391,12,6,7,5,G20PREDBID,274029
7801,504,226,1,2,4,2,G20PREDBID,274029
7805,1101,680,11,8,1,4,G20PREDBID,274029
3603,939,304,12,7,8,1,G20PREDBID,274029
7803,678,283,10,2,2,2,G20PREDBID,274029
3602,1723,547,26,12,6,7,G20PREDBID,274029
7802,268,97,2,2,1,0,G20PREDBID,274029
9252,1367,411,14,8,3,6,G20PREDBID,274029
9251,885,295,11,4,6,2,G20PREDBID,274029
9220,1855,448,27,12,9,5,G20PREDBID,274029
6423,26,27,0,0,0,0,G20PREDBID,274029
9101,2041,669,33,15,4,6,G20PREDBID,274029
9001,1942,607,19,15,6,5,G20PREDBID,274029
9005,3033,852,43,10,6,10,G20PREDBID,274029
6678,42,12,0,1,0,0,G20PREDBID,274029
9104,1866,591,23,9,13,7,G20PREDBID,274029
9103,600,204,5,4,2,2,G20PREDBID,274029
9109,1224,358,15,8,2,1,G20PREDBID,274029
2351,1682,410,38,11,5,2,G20PREDBID,274029
2353,24,11,0,0,0,0,G20PREDBID,274029
6410,60,30,1,0,2,0,G20PREDBID,274029
9210,1403,444,25,9,1,2,G20PREDBID,274029
6413,7,2,0,0,0,0,G20PREDBID,274029
6419,21,36,1,0,0,0,G20PREDBID,274029
6418,501,238,9,4,3,1,G20PREDBID,274029
9219,143,33,6,2,1,1,G20PREDBID,274029
8030,659,249,9,7,4,1,G20PREDBID,274029
9201,521,215,3,2,4,5,G20PREDBID,274029
6404,1725,715,26,9,12,5,G20PREDBID,274029
6402,49,43,0,0,0,0,G20PREDBID,274029
6401,0,0,0,0,0,0,G20PREDBID,274029
9203,1145,321,11,13,6,2,G20PREDBID,274029
9208,953,273,13,4,4,5,G20PREDBID,274029
6405,4,6,0,0,0,0,G20PREDBID,274029
2330,3077,680,45,11,7,4,G20PREDBID,274029
2338,119,26,1,0,0,1,G20PREDBID,274029
8002,302,63,4,2,1,1,G20PREDBID,274029
8001,184,41,2,2,0,1,G20PREDBID,274029
8005,2746,663,53,19,16,4,G20PREDBID,274029
8003,1872,550,36,20,20,6,G20PREDBID,274029
2317,1912,461,36,6,7,1,G20PREDBID,274029
6510,28,6,0,0,0,0,G20PREDBID,274029
6511,77,48,1,0,2,0,G20PREDBID,274029
6515,65,41,0,0,0,0,G20PREDBID,274029
6509,6,9,0,0,0,0,G20PREDBID,274029
6624,6,0,1,0,0,0,G20PREDBID,274029
6502,211,68,3,0,1,0,G20PREDBID,274029
2825,14,1,0,0,0,0,G20PREDBID,274029
2812,196,64,2,3,1,0,G20PREDBID,274029
2951,183,79,3,4,0,2,G20PREDBID,274029
2811,24,10,0,1,0,0,G20PREDBID,274029
3095,2,0,0,0,0,0,G20PREDBID,274029
3089,0,0,0,0,0,0,G20PREDBID,274029
3087,868,312,12,12,8,2,G20PREDBID,274029
3086,2328,656,43,10,12,3,G20PREDBID,274029
4699,1166,330,13,10,1,0,G20PREDBID,274029
4698,807,225,7,3,4,2,G20PREDBID,274029
4696,875,296,7,3,4,5,G20PREDBID,274029
7059,318,117,6,5,1,1,G20PREDBID,274029
3080,788,158,13,6,3,1,G20PREDBID,274029
3079,412,142,6,0,0,3,G20PREDBID,274029
7051,0,0,0,0,0,0,G20PREDBID,274029
3061,71,11,0,1,0,0,G20PREDBID,274029
4674,1028,359,21,2,6,2,G20PREDBID,274029
7032,2429,983,28,26,14,8,G20PREDBID,274029
7038,216,69,1,1,1,0,G20PREDBID,274029
7036,2314,846,21,20,9,7,G20PREDBID,274029
3051,1715,458,41,9,9,6,G20PREDBID,274029
3053,1975,611,40,17,6,5,G20PREDBID,274029
7028,1840,729,30,12,11,6,G20PREDBID,274029
3040,0,0,0,0,0,0,G20PREDBID,274029
3045,2554,682,49,18,7,4,G20PREDBID,274029
3043,2012,574,40,9,5,2,G20PREDBID,274029
3042,1153,316,19,6,0,5,G20PREDBID,274029
3048,2309,614,42,10,10,11,G20PREDBID,274029
7011,272,35,5,3,0,4,G20PREDBID,274029
4412,2372,1165,29,13,6,10,G20PREDBID,274029
4411,1523,661,24,12,4,5,G20PREDBID,274029
3034,2298,667,35,10,6,11,G20PREDBID,274029
3156,101,31,1,1,0,0,G20PREDBID,274029
4417,2151,1063,35,14,10,9,G20PREDBID,274029
3031,0,0,0,0,0,0,G20PREDBID,274029
4414,2777,1158,18,19,11,12,G20PREDBID,274029
4409,2704,1203,24,15,13,9,G20PREDBID,274029
3035,1696,414,31,15,1,4,G20PREDBID,274029
4407,2099,961,16,8,8,11,G20PREDBID,274029
3039,1222,268,18,10,2,1,G20PREDBID,274029
7001,1266,427,12,8,8,5,G20PREDBID,274029
4402,2353,911,20,8,14,8,G20PREDBID,274029
4401,1964,920,23,14,15,6,G20PREDBID,274029
3023,1826,538,40,24,5,9,G20PREDBID,274029
5505,193,111,6,1,4,0,G20PREDBID,274029
3021,210,52,1,3,0,0,G20PREDBID,274029
4405,2432,1119,18,14,2,5,G20PREDBID,274029
4403,194,59,1,0,1,1,G20PREDBID,274029
3026,1277,425,32,11,6,5,G20PREDBID,274029
3029,0,0,0,0,0,0,G20PREDBID,274029
7690,699,297,5,1,6,3,G20PREDBID,274029
3012,89,24,0,2,2,0,G20PREDBID,274029
7680,1403,615,14,4,6,3,G20PREDBID,274029
3011,1639,384,31,16,7,6,G20PREDBID,274029
3010,1754,488,22,12,3,7,G20PREDBID,274029
3016,703,135,12,4,4,0,G20PREDBID,274029
3013,2237,534,31,17,11,9,G20PREDBID,274029
7689,10,3,0,0,0,0,G20PREDBID,274029
3019,2356,528,40,15,7,7,G20PREDBID,274029
3018,261,72,0,3,1,1,G20PREDBID,274029
3017,490,127,5,5,1,2,G20PREDBID,274029
7441,1022,795,7,5,5,8,G20PREDBID,274029
7440,23,25,0,0,0,0,G20PREDBID,274029
7442,193,58,0,4,0,1,G20PREDBID,274029
3122,1764,431,26,8,8,9,G20PREDBID,274029
3120,413,94,6,2,1,0,G20PREDBID,274029
7670,68,33,0,0,0,2,G20PREDBID,274029
3001,1866,761,35,15,10,9,G20PREDBID,274029
7674,0,0,0,0,0,0,G20PREDBID,274029
3005,40,12,0,0,0,1,G20PREDBID,274029
7673,0,0,0,0,0,0,G20PREDBID,274029
7677,2373,1040,20,10,9,15,G20PREDBID,274029
3008,21,9,0,1,0,0,G20PREDBID,274029
7438,241,90,0,2,1,1,G20PREDBID,274029
7660,2036,1036,23,14,6,8,G20PREDBID,274029
3117,652,179,9,0,1,0,G20PREDBID,274029
3116,609,190,5,2,1,1,G20PREDBID,274029
7666,2203,1039,22,16,10,8,G20PREDBID,274029
3103,956,231,17,5,4,3,G20PREDBID,274029
3102,392,115,11,1,1,1,G20PREDBID,274029
3101,108,32,3,1,0,0,G20PREDBID,274029
7654,2510,1316,18,10,14,8,G20PREDBID,274029
4733,29,17,1,0,0,0,G20PREDBID,274029
7411,22,5,0,0,0,0,G20PREDBID,274029
7410,4,1,0,0,0,0,G20PREDBID,274029
7415,39,7,0,0,0,0,G20PREDBID,274029
7414,261,60,8,0,0,0,G20PREDBID,274029
7418,1314,326,15,6,5,11,G20PREDBID,274029
4715,347,138,7,4,2,0,G20PREDBID,274029
7648,2140,762,18,15,9,10,G20PREDBID,274029
7403,824,564,8,6,3,3,G20PREDBID,274029
7402,427,72,4,4,2,3,G20PREDBID,274029
7409,231,114,0,1,2,0,G20PREDBID,274029
7632,1940,1070,24,10,10,8,G20PREDBID,274029
7634,1144,559,16,15,1,3,G20PREDBID,274029
3445,2848,561,33,16,4,13,G20PREDBID,274029
7621,2266,1280,28,14,7,6,G20PREDBID,274029
7620,2092,955,24,6,8,6,G20PREDBID,274029
7624,1646,892,25,8,8,6,G20PREDBID,274029
3670,101,19,2,3,0,0,G20PREDBID,274029
7619,1477,477,20,19,8,7,G20PREDBID,274029
7615,725,326,3,3,1,6,G20PREDBID,274029
7609,645,144,11,4,2,4,G20PREDBID,274029
3669,2,0,0,0,0,0,G20PREDBID,274029
7601,2474,609,24,13,12,7,G20PREDBID,274029
7606,2637,758,42,20,15,5,G20PREDBID,274029
3652,903,328,16,11,3,2,G20PREDBID,274029
3655,131,54,0,2,2,1,G20PREDBID,274029
3410,2986,549,43,20,8,8,G20PREDBID,274029
7005,1648,501,24,8,7,3,G20PREDBID,274029
3032,1108,300,29,11,2,2,G20PREDBID,274029
3047,870,212,12,7,2,3,G20PREDBID,274029
3002,1896,508,35,12,6,11,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
9000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
2000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
4600,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
9000,0,0,0,0,0,0,G20PREDBID,274029
9000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3300,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3300,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
4400,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
4400,0,0,0,0,0,0,G20PREDBID,274029
4400,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
9000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
9000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
3300,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
5000,0,0,0,0,0,0,G20PREDBID,274029
7000,0,0,0,0,0,0,G20PREDBID,274029
3500,0,0,0,0,0,0,G20PREDBID,274029
3601,1045,246,12,4,1,4,G20PREDBID,274029
