SRPREC,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,Winner,Winner Votes
ANTI908,0,0,0,0,0,0,G20PREDBID,340497
ANTI909,0,0,0,0,0,0,G20PREDBID,340497
ANTI912,0,0,0,0,0,0,G20PREDBID,340497
AYER801,58,58,2,1,2,0,G20PREDBID,340497
AYER802,166,144,3,0,2,0,G20PREDBID,340497
AYER803,67,29,0,0,0,0,G20PREDBID,340497
BAPO101,801,234,11,10,9,7,G20PREDBID,340497
BAPO102,286,70,2,3,1,5,G20PREDBID,340497
BAPO103,742,208,8,7,3,6,G20PREDBID,340497
BAPO104,580,132,4,7,4,3,G20PREDBID,340497
BAPO105,649,153,11,2,7,6,G20PREDBID,340497
BAPO106,522,169,5,6,4,3,G20PREDBID,340497
BAPO107,665,259,5,6,6,1,G20PREDBID,340497
BAPO108,409,109,6,3,1,3,G20PREDBID,340497
BAPO109,562,193,3,5,4,4,G20PREDBID,340497
BAPO801,4,0,0,0,0,0,G20PREDBID,340497
BAPO802,3,2,0,0,0,0,G20PREDBID,340497
BAPO901,0,0,0,0,0,0,G20PREDBID,340497
BAPO902,0,0,0,0,0,0,G20PREDBID,340497
BAPO903,0,0,0,0,0,0,G20PREDBID,340497
BAPO904,0,0,0,0,0,0,G20PREDBID,340497
BKDI801,3,9,0,0,0,0,G20PREDBID,340497
BKDI802,165,130,8,3,1,0,G20PREDBID,340497
BKDI804,2,2,0,0,0,0,G20PREDBID,340497
BKDI805,3,0,0,0,0,0,G20PREDBID,340497
BKDI901,0,0,0,0,0,0,G20PREDBID,340497
BKDI902,0,0,0,0,0,0,G20PREDBID,340497
BKDI903,0,0,0,0,0,0,G20PREDBID,340497
BKDI904,0,0,0,0,0,0,G20PREDBID,340497
BKDI905,0,0,0,0,0,0,G20PREDBID,340497
BKDI906,0,0,0,0,0,0,G20PREDBID,340497
BKDI907,0,0,0,0,0,0,G20PREDBID,340497
BKDI908,0,0,0,0,0,0,G20PREDBID,340497
BKDI909,0,0,0,0,0,0,G20PREDBID,340497
BKHW101,676,613,17,2,0,0,G20PREDBID,340497
BKHW102,322,195,4,1,0,0,G20PREDBID,340497
BKHW103,450,362,4,1,2,0,G20PREDBID,340497
BKHW104,874,345,11,6,5,2,G20PREDBID,340497
BKHW105,401,392,7,0,1,1,G20PREDBID,340497
BKHW106,490,217,7,6,2,0,G20PREDBID,340497
BKHW107,760,381,9,0,2,1,G20PREDBID,340497
BKHW108,753,382,11,4,5,0,G20PREDBID,340497
BKHW109,359,263,6,2,0,0,G20PREDBID,340497
BKHW801,18,11,0,0,0,0,G20PREDBID,340497
BKHW802,219,132,2,0,1,0,G20PREDBID,340497
BKHW901,0,0,0,0,0,0,G20PREDBID,340497
BREN126,689,391,11,4,5,1,G20PREDBID,340497
BREN128,1136,606,19,2,7,1,G20PREDBID,340497
BREN132,415,305,10,3,4,0,G20PREDBID,340497
BRHL102,517,169,7,4,1,1,G20PREDBID,340497
BRHL801,2,0,0,0,0,0,G20PREDBID,340497
BRHL802,365,191,3,3,1,0,G20PREDBID,340497
BRHL803,635,223,7,2,2,1,G20PREDBID,340497
BRHL804,49,30,0,0,0,0,G20PREDBID,340497
BRHL805,69,23,3,1,2,1,G20PREDBID,340497
BRHL901,0,0,0,0,0,0,G20PREDBID,340497
BRVL801,101,92,1,0,0,0,G20PREDBID,340497
BRVL802,0,2,0,0,0,0,G20PREDBID,340497
BRVL805,64,60,1,1,1,0,G20PREDBID,340497
BYRN101,181,297,2,2,1,0,G20PREDBID,340497
BYRN802,20,32,0,1,0,0,G20PREDBID,340497
BYRN803,0,2,0,0,0,0,G20PREDBID,340497
CALD801,9,1,0,0,0,0,G20PREDBID,340497
CALD901,0,0,0,0,0,0,G20PREDBID,340497
CALD902,0,0,0,0,0,0,G20PREDBID,340497
CANY801,151,6,0,3,0,1,G20PREDBID,340497
CASR801,294,171,10,4,2,1,G20PREDBID,340497
CLAY101,727,364,13,5,3,1,G20PREDBID,340497
CLAY102,710,485,21,7,11,2,G20PREDBID,340497
CLAY103,443,278,13,3,2,2,G20PREDBID,340497
CLAY104,545,392,13,3,3,1,G20PREDBID,340497
CLAY105,885,490,13,3,2,2,G20PREDBID,340497
CLAY106,486,392,9,4,1,1,G20PREDBID,340497
CLAY107,809,481,8,12,5,1,G20PREDBID,340497
CLYD801,203,96,4,1,1,0,G20PREDBID,340497
CLYD802,94,42,4,1,0,0,G20PREDBID,340497
CONC101,460,161,8,5,2,8,G20PREDBID,340497
CONC102,672,208,14,4,4,4,G20PREDBID,340497
CONC103,720,266,11,7,4,6,G20PREDBID,340497
CONC104,606,242,11,1,1,6,G20PREDBID,340497
CONC105,630,289,12,5,8,6,G20PREDBID,340497
CONC106,724,200,12,6,1,2,G20PREDBID,340497
CONC107,749,276,20,8,9,9,G20PREDBID,340497
CONC108,685,194,10,7,2,1,G20PREDBID,340497
CONC109,755,314,10,4,4,0,G20PREDBID,340497
CONC112,622,298,13,4,7,3,G20PREDBID,340497
CONC113,609,243,6,4,3,4,G20PREDBID,340497
CONC114,503,287,10,3,4,1,G20PREDBID,340497
CONC115,847,446,20,10,9,1,G20PREDBID,340497
CONC116,340,95,4,4,1,2,G20PREDBID,340497
CONC117,775,272,12,10,8,7,G20PREDBID,340497
CONC118,846,183,8,4,2,5,G20PREDBID,340497
CONC119,685,248,10,6,3,4,G20PREDBID,340497
CONC120,763,270,14,6,5,0,G20PREDBID,340497
CONC121,619,293,10,6,5,0,G20PREDBID,340497
CONC122,550,233,6,3,3,3,G20PREDBID,340497
CONC123,759,286,17,9,0,2,G20PREDBID,340497
CONC124,714,355,15,2,3,2,G20PREDBID,340497
CONC125,733,364,19,2,4,4,G20PREDBID,340497
CONC126,825,332,16,3,2,3,G20PREDBID,340497
CONC127,388,230,10,3,1,0,G20PREDBID,340497
CONC128,738,323,21,4,6,2,G20PREDBID,340497
CONC129,500,282,12,1,5,4,G20PREDBID,340497
CONC130,394,169,8,2,3,1,G20PREDBID,340497
CONC131,596,197,8,8,5,6,G20PREDBID,340497
CONC132,467,186,6,4,5,1,G20PREDBID,340497
CONC133,572,293,17,4,6,0,G20PREDBID,340497
CONC134,607,284,12,6,0,1,G20PREDBID,340497
CONC135,631,356,10,1,6,0,G20PREDBID,340497
CONC136,346,226,5,3,3,3,G20PREDBID,340497
CONC137,563,187,8,6,0,2,G20PREDBID,340497
CONC138,697,295,13,5,2,2,G20PREDBID,340497
CONC139,661,208,15,4,2,2,G20PREDBID,340497
CONC140,451,216,3,1,2,1,G20PREDBID,340497
CONC141,547,228,7,6,3,1,G20PREDBID,340497
CONC144,824,280,14,6,1,0,G20PREDBID,340497
CONC145,763,228,6,3,3,2,G20PREDBID,340497
CONC146,650,212,12,9,2,9,G20PREDBID,340497
CONC147,594,266,9,2,7,1,G20PREDBID,340497
CONC149,668,269,15,4,2,0,G20PREDBID,340497
CONC150,673,271,7,1,8,1,G20PREDBID,340497
CONC152,697,263,10,6,10,2,G20PREDBID,340497
CONC154,432,200,10,2,1,0,G20PREDBID,340497
CONC156,586,300,16,3,3,2,G20PREDBID,340497
CONC157,545,257,20,1,2,2,G20PREDBID,340497
CONC158,677,256,12,3,8,1,G20PREDBID,340497
CONC159,766,336,10,2,4,0,G20PREDBID,340497
CONC160,454,304,15,1,3,1,G20PREDBID,340497
CONC161,647,282,8,5,3,1,G20PREDBID,340497
CONC163,515,168,6,1,3,0,G20PREDBID,340497
CONC164,657,280,6,4,5,2,G20PREDBID,340497
CONC165,567,132,8,2,8,4,G20PREDBID,340497
CONC166,981,193,17,6,4,6,G20PREDBID,340497
CONC167,616,240,7,4,1,4,G20PREDBID,340497
CONC168,644,219,9,6,1,1,G20PREDBID,340497
CONC801,22,14,0,0,0,0,G20PREDBID,340497
CONC802,7,3,0,0,0,0,G20PREDBID,340497
CONC803,0,0,0,0,0,0,G20PREDBID,340497
CONC804,17,3,0,0,0,0,G20PREDBID,340497
CONC805,300,89,5,3,0,0,G20PREDBID,340497
CONC806,310,106,6,4,1,0,G20PREDBID,340497
CONC807,158,77,7,0,0,3,G20PREDBID,340497
CONC808,439,211,12,8,2,4,G20PREDBID,340497
CONC809,126,66,4,1,2,0,G20PREDBID,340497
CONC810,2,0,0,0,0,0,G20PREDBID,340497
CONC811,356,134,11,1,2,1,G20PREDBID,340497
CONC812,235,115,4,1,3,0,G20PREDBID,340497
CONC813,30,27,1,1,0,0,G20PREDBID,340497
CONC814,397,170,7,4,1,0,G20PREDBID,340497
CONC815,490,165,6,8,6,1,G20PREDBID,340497
CONC816,4,1,0,0,0,0,G20PREDBID,340497
CONC817,335,151,5,2,1,2,G20PREDBID,340497
CONC818,57,30,0,0,0,0,G20PREDBID,340497
CONC819,524,225,11,3,1,1,G20PREDBID,340497
CONC820,50,30,2,0,1,1,G20PREDBID,340497
CONC821,470,171,16,8,1,1,G20PREDBID,340497
CONC822,0,0,0,0,0,0,G20PREDBID,340497
CONC823,151,97,2,0,1,0,G20PREDBID,340497
CONC824,0,1,0,0,0,0,G20PREDBID,340497
CONC825,1,0,0,0,0,0,G20PREDBID,340497
CONC901,0,0,0,0,0,0,G20PREDBID,340497
CONC902,0,0,0,0,0,0,G20PREDBID,340497
CONC903,0,0,0,0,0,0,G20PREDBID,340497
CONC904,0,0,0,0,0,0,G20PREDBID,340497
CONC905,0,0,0,0,0,0,G20PREDBID,340497
CONC906,0,0,0,0,0,0,G20PREDBID,340497
DANV101,425,316,17,1,1,0,G20PREDBID,340497
DANV103,659,353,11,3,4,0,G20PREDBID,340497
DANV104,801,473,19,4,2,2,G20PREDBID,340497
DANV105,767,548,22,2,9,1,G20PREDBID,340497
DANV106,702,464,10,1,2,1,G20PREDBID,340497
DANV107,870,393,22,6,3,0,G20PREDBID,340497
DANV108,778,445,30,5,3,4,G20PREDBID,340497
DANV109,474,246,13,1,2,0,G20PREDBID,340497
DANV110,354,156,5,0,2,0,G20PREDBID,340497
DANV111,499,195,11,5,1,0,G20PREDBID,340497
DANV112,761,426,17,3,1,0,G20PREDBID,340497
DANV113,601,239,10,1,1,0,G20PREDBID,340497
DANV114,730,355,11,3,3,2,G20PREDBID,340497
DANV115,542,390,7,2,4,0,G20PREDBID,340497
DANV116,338,155,9,2,4,0,G20PREDBID,340497
DANV117,713,374,17,4,4,2,G20PREDBID,340497
DANV118,648,273,11,3,3,1,G20PREDBID,340497
DANV119,950,486,15,4,2,1,G20PREDBID,340497
DANV120,795,464,16,3,2,1,G20PREDBID,340497
DANV121,425,213,16,0,2,0,G20PREDBID,340497
DANV122,529,317,13,1,1,0,G20PREDBID,340497
DANV123,566,364,16,2,2,1,G20PREDBID,340497
DANV124,448,208,10,1,1,0,G20PREDBID,340497
DANV125,328,130,14,2,4,0,G20PREDBID,340497
DANV126,962,413,19,5,3,1,G20PREDBID,340497
DANV129,476,300,4,2,3,1,G20PREDBID,340497
DANV130,469,294,16,2,0,1,G20PREDBID,340497
DANV801,212,175,5,0,1,1,G20PREDBID,340497
DANV802,91,73,0,0,1,0,G20PREDBID,340497
DANV803,101,52,1,1,0,0,G20PREDBID,340497
DANV804,24,11,0,0,0,0,G20PREDBID,340497
DANV805,220,132,4,1,1,0,G20PREDBID,340497
DANV806,221,102,4,0,0,0,G20PREDBID,340497
DANV807,201,181,4,0,1,0,G20PREDBID,340497
DANV901,0,0,0,0,0,0,G20PREDBID,340497
DANV902,0,0,0,0,0,0,G20PREDBID,340497
DANV903,0,0,0,0,0,0,G20PREDBID,340497
DANV904,0,0,0,0,0,0,G20PREDBID,340497
DIAB101,395,399,12,2,4,1,G20PREDBID,340497
ELCR101,1167,82,6,10,1,1,G20PREDBID,340497
ELCR102,1102,146,8,7,2,0,G20PREDBID,340497
ELCR103,852,121,6,13,4,7,G20PREDBID,340497
ELCR104,1185,148,6,16,1,3,G20PREDBID,340497
ELCR105,856,112,15,5,0,2,G20PREDBID,340497
ELCR106,701,66,7,4,2,1,G20PREDBID,340497
ELCR107,701,99,7,6,3,0,G20PREDBID,340497
ELCR108,839,79,11,3,3,1,G20PREDBID,340497
ELCR109,1072,87,3,6,1,2,G20PREDBID,340497
ELCR110,1061,91,5,9,1,4,G20PREDBID,340497
ELCR111,859,67,4,6,1,2,G20PREDBID,340497
ELCR112,826,86,5,13,3,4,G20PREDBID,340497
ELCR113,1190,104,5,8,1,3,G20PREDBID,340497
ELCR114,662,66,3,3,3,2,G20PREDBID,340497
ELCR115,639,89,7,5,3,4,G20PREDBID,340497
ELSO101,808,207,8,3,5,3,G20PREDBID,340497
ELSO102,930,237,13,8,1,6,G20PREDBID,340497
ELSO104,699,182,7,7,5,2,G20PREDBID,340497
ELSO105,838,259,10,9,2,4,G20PREDBID,340497
ELSO106,679,141,3,4,6,3,G20PREDBID,340497
ELSO107,433,84,8,5,1,1,G20PREDBID,340497
ELSO801,2,0,0,0,0,0,G20PREDBID,340497
ELSO802,137,54,0,0,0,2,G20PREDBID,340497
ELSO803,18,3,0,0,0,0,G20PREDBID,340497
ELSO804,483,148,7,1,1,2,G20PREDBID,340497
ELSO805,78,21,3,1,0,2,G20PREDBID,340497
ELSO806,85,24,0,0,0,0,G20PREDBID,340497
ELSO807,4,2,0,0,0,0,G20PREDBID,340497
ELSO808,4,2,0,0,0,0,G20PREDBID,340497
ELSO809,7,1,0,0,0,0,G20PREDBID,340497
ELSO810,70,16,1,1,2,0,G20PREDBID,340497
ELSO901,0,0,0,0,0,0,G20PREDBID,340497
ELSO902,0,0,0,0,0,0,G20PREDBID,340497
ELSO903,0,0,0,0,0,0,G20PREDBID,340497
ELSO904,0,0,0,0,0,0,G20PREDBID,340497
ERIC101,1000,120,9,3,2,4,G20PREDBID,340497
ERIC102,1087,86,12,4,1,1,G20PREDBID,340497
ERIC103,421,50,5,4,0,3,G20PREDBID,340497
ERIC801,15,2,0,0,0,0,G20PREDBID,340497
ERIC802,21,1,0,0,0,0,G20PREDBID,340497
ERIC803,0,0,0,0,0,0,G20PREDBID,340497
FAIR801,0,1,0,0,0,0,G20PREDBID,340497
GIAN801,279,56,1,0,5,2,G20PREDBID,340497
GIAN802,206,42,5,1,1,3,G20PREDBID,340497
GIAN803,251,40,0,3,1,3,G20PREDBID,340497
GIAN811,221,78,1,1,0,1,G20PREDBID,340497
GIAN812,171,63,1,3,1,0,G20PREDBID,340497
GIAN813,107,40,2,1,0,1,G20PREDBID,340497
GIAN814,279,55,0,1,4,3,G20PREDBID,340497
HERC107,971,194,6,2,6,0,G20PREDBID,340497
KENS101,631,62,3,4,1,0,G20PREDBID,340497
KENS102,741,55,12,1,0,3,G20PREDBID,340497
KENS103,1223,76,5,12,0,0,G20PREDBID,340497
KENS104,1043,67,8,1,2,2,G20PREDBID,340497
KENS801,2,1,0,0,0,0,G20PREDBID,340497
KENS802,0,1,0,0,0,0,G20PREDBID,340497
KENS803,0,0,0,0,0,0,G20PREDBID,340497
KENS901,0,0,0,0,0,0,G20PREDBID,340497
KENS902,0,0,0,0,0,0,G20PREDBID,340497
KENS903,0,0,0,0,0,0,G20PREDBID,340497
LAST801,30,30,1,0,0,0,G20PREDBID,340497
LAST901,0,0,0,0,0,0,G20PREDBID,340497
LFET101,886,264,15,4,0,1,G20PREDBID,340497
LFET102,674,234,18,2,4,2,G20PREDBID,340497
LFET103,698,203,16,1,2,2,G20PREDBID,340497
LFET104,779,198,13,3,7,0,G20PREDBID,340497
LFET105,608,207,8,2,2,2,G20PREDBID,340497
LFET106,677,153,21,2,2,1,G20PREDBID,340497
LFET107,975,221,14,1,8,2,G20PREDBID,340497
LFET108,1077,259,20,7,3,1,G20PREDBID,340497
LFET109,1121,269,15,5,4,3,G20PREDBID,340497
LFET110,619,169,15,4,6,1,G20PREDBID,340497
LFET111,701,195,22,3,0,0,G20PREDBID,340497
LFET112,313,90,8,0,0,1,G20PREDBID,340497
LFET113,750,176,14,5,2,2,G20PREDBID,340497
LFET114,693,185,15,2,4,2,G20PREDBID,340497
LFET115,571,178,7,1,1,0,G20PREDBID,340497
LFET116,846,339,16,2,9,2,G20PREDBID,340497
LFET117,1007,238,19,7,0,1,G20PREDBID,340497
LFET901,0,0,0,0,0,0,G20PREDBID,340497
LFET902,0,0,0,0,0,0,G20PREDBID,340497
MARC801,76,129,3,1,3,6,G20PREDBID,340497
MARC802,11,15,0,0,0,0,G20PREDBID,340497
MARC803,13,16,3,0,0,0,G20PREDBID,340497
MART103,299,125,7,1,0,1,G20PREDBID,340497
MART106,357,128,4,3,1,2,G20PREDBID,340497
MART110,448,174,15,4,1,0,G20PREDBID,340497
MART111,766,298,15,7,2,1,G20PREDBID,340497
MART114,430,190,13,4,0,1,G20PREDBID,340497
MART115,505,243,15,7,0,6,G20PREDBID,340497
MART116,389,145,10,3,3,1,G20PREDBID,340497
MART117,378,208,13,2,4,1,G20PREDBID,340497
MART118,521,239,12,5,5,0,G20PREDBID,340497
MART120,736,227,15,6,4,1,G20PREDBID,340497
MART126,316,142,5,3,2,1,G20PREDBID,340497
MART802,97,99,2,0,0,0,G20PREDBID,340497
MART804,161,34,0,0,0,0,G20PREDBID,340497
MART805,110,31,1,1,3,1,G20PREDBID,340497
MART821,101,69,2,3,1,0,G20PREDBID,340497
MART822,144,55,1,0,1,0,G20PREDBID,340497
MART824,17,4,0,0,0,0,G20PREDBID,340497
MART825,12,9,0,0,0,0,G20PREDBID,340497
MART826,98,76,6,0,1,0,G20PREDBID,340497
MART827,0,1,0,0,0,0,G20PREDBID,340497
MART829,1,3,0,0,0,0,G20PREDBID,340497
MART835,217,89,3,3,0,1,G20PREDBID,340497
MART836,213,79,3,2,0,0,G20PREDBID,340497
MART837,180,60,1,0,2,1,G20PREDBID,340497
MART839,168,87,1,0,0,0,G20PREDBID,340497
MART840,191,56,3,0,0,0,G20PREDBID,340497
MART841,262,67,3,2,1,1,G20PREDBID,340497
MART842,222,89,8,3,1,0,G20PREDBID,340497
MART843,147,90,2,0,0,0,G20PREDBID,340497
MART844,199,82,7,3,1,0,G20PREDBID,340497
MART845,11,2,0,0,0,0,G20PREDBID,340497
MART846,299,116,5,1,2,0,G20PREDBID,340497
MART847,279,96,4,3,1,0,G20PREDBID,340497
MART848,133,33,1,0,1,0,G20PREDBID,340497
MART849,167,73,3,0,0,0,G20PREDBID,340497
MART850,276,107,3,4,2,1,G20PREDBID,340497
MART852,45,14,0,1,0,0,G20PREDBID,340497
MART853,538,208,12,6,2,1,G20PREDBID,340497
MART901,0,0,0,0,0,0,G20PREDBID,340497
MART905,0,0,0,0,0,0,G20PREDBID,340497
MART906,0,0,0,0,0,0,G20PREDBID,340497
MART907,0,0,0,0,0,0,G20PREDBID,340497
MART908,0,0,0,0,0,0,G20PREDBID,340497
MDIA101,260,138,13,0,3,1,G20PREDBID,340497
MDIA801,3,4,0,0,0,0,G20PREDBID,340497
MDIA802,2,0,1,0,0,0,G20PREDBID,340497
MDIA901,0,0,0,0,0,0,G20PREDBID,340497
MDIA902,0,0,0,0,0,0,G20PREDBID,340497
MORG101,1129,289,28,8,6,2,G20PREDBID,340497
MORG102,781,247,11,7,3,0,G20PREDBID,340497
MORG103,964,261,10,8,4,1,G20PREDBID,340497
MORG104,1068,308,18,2,4,3,G20PREDBID,340497
MORG105,1003,276,17,4,2,1,G20PREDBID,340497
MORG106,972,335,19,5,5,0,G20PREDBID,340497
MORG107,1084,336,29,7,5,0,G20PREDBID,340497
MORG108,759,234,10,3,5,4,G20PREDBID,340497
NICH801,1,4,0,0,0,0,G20PREDBID,340497
NRIC102,373,46,5,4,2,0,G20PREDBID,340497
NRIC801,101,10,1,3,2,2,G20PREDBID,340497
NRIC802,4,2,0,0,0,0,G20PREDBID,340497
NRIC803,338,59,5,1,0,1,G20PREDBID,340497
NRIC901,0,0,0,0,0,0,G20PREDBID,340497
NRTV801,2,5,0,0,0,0,G20PREDBID,340497
NRTV803,2,9,1,0,0,0,G20PREDBID,340497
NRTV901,0,0,0,0,0,0,G20PREDBID,340497
NRTV902,0,0,0,0,0,0,G20PREDBID,340497
NRTV903,0,0,0,0,0,0,G20PREDBID,340497
NRTV904,0,0,0,0,0,0,G20PREDBID,340497
ORDA101,1430,249,19,5,2,6,G20PREDBID,340497
ORDA102,567,137,10,3,7,0,G20PREDBID,340497
ORDA103,742,254,5,4,2,1,G20PREDBID,340497
ORDA104,483,120,13,5,3,0,G20PREDBID,340497
ORDA105,924,241,13,3,4,0,G20PREDBID,340497
ORDA106,1052,222,12,1,4,2,G20PREDBID,340497
ORDA107,1031,238,6,2,2,4,G20PREDBID,340497
ORDA108,1012,284,14,0,5,1,G20PREDBID,340497
ORDA109,647,172,17,3,4,0,G20PREDBID,340497
ORDA110,356,95,8,0,2,0,G20PREDBID,340497
ORDA111,1052,223,17,4,4,2,G20PREDBID,340497
ORDA112,750,236,13,3,5,2,G20PREDBID,340497
ORDA113,388,89,6,4,0,0,G20PREDBID,340497
ORDA801,1,1,0,0,0,0,G20PREDBID,340497
ORDA902,0,0,0,0,0,0,G20PREDBID,340497
ORDA903,0,0,0,0,0,0,G20PREDBID,340497
PACH101,562,255,12,4,5,3,G20PREDBID,340497
PACH102,494,235,1,1,4,7,G20PREDBID,340497
PACH801,0,4,0,0,0,0,G20PREDBID,340497
PACH802,81,29,2,1,0,1,G20PREDBID,340497
PACH803,0,1,1,0,0,0,G20PREDBID,340497
PACH804,125,94,3,0,2,1,G20PREDBID,340497
PACH805,176,61,3,3,1,1,G20PREDBID,340497
PCHI901,0,0,0,0,0,0,G20PREDBID,340497
PINL106,612,170,8,1,1,9,G20PREDBID,340497
PINL112,701,269,9,8,3,0,G20PREDBID,340497
PINL801,6,8,0,0,0,0,G20PREDBID,340497
PINL803,60,18,1,2,0,0,G20PREDBID,340497
PLHL103,549,204,12,5,3,1,G20PREDBID,340497
PLHL104,1038,356,14,9,3,3,G20PREDBID,340497
PLHL105,612,244,12,6,0,2,G20PREDBID,340497
PLHL106,908,300,20,7,2,3,G20PREDBID,340497
PLHL107,851,323,13,4,3,4,G20PREDBID,340497
PLHL108,853,333,13,6,3,1,G20PREDBID,340497
PLHL109,798,236,20,11,6,3,G20PREDBID,340497
PLHL110,743,263,13,3,2,2,G20PREDBID,340497
PLHL111,734,277,18,5,3,3,G20PREDBID,340497
PLHL112,601,162,9,3,0,1,G20PREDBID,340497
PLHL113,813,257,10,9,4,4,G20PREDBID,340497
PLHL114,890,267,12,1,2,0,G20PREDBID,340497
PLHL115,977,287,17,10,0,1,G20PREDBID,340497
PLHL116,721,218,11,5,1,2,G20PREDBID,340497
PLHL119,759,276,23,14,3,0,G20PREDBID,340497
PLHL801,126,52,2,3,0,0,G20PREDBID,340497
PLHL802,655,210,9,4,5,0,G20PREDBID,340497
PLHL803,429,154,6,8,4,3,G20PREDBID,340497
PLHL804,209,99,3,4,1,2,G20PREDBID,340497
PLHL805,373,140,9,2,1,4,G20PREDBID,340497
PLHL806,376,84,5,0,1,1,G20PREDBID,340497
PLHL807,198,93,4,3,0,2,G20PREDBID,340497
PLHL808,529,142,10,5,3,2,G20PREDBID,340497
PTTS101,1087,364,10,6,7,9,G20PREDBID,340497
PTTS102,691,275,7,4,4,1,G20PREDBID,340497
PTTS103,622,201,3,0,2,2,G20PREDBID,340497
PTTS104,842,226,9,2,1,0,G20PREDBID,340497
