PRECINCT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,Winner,Winner Votes
4171207601,718,392,11,4,4,0,4,G20PRERTRU,323301
4171207600,785,484,24,1,4,6,2,G20PRERTRU,323301
4171207657,736,419,15,3,3,1,1,G20PRERTRU,323301
4171107617,1218,402,30,6,1,3,10,G20PRERTRU,323301
4171107618,1005,364,14,4,0,1,4,G20PRERTRU,323301
4171107655,887,272,15,0,2,3,6,G20PRERTRU,323301
4171207610,874,355,25,1,1,4,8,G20PRERTRU,323301
4171207656,722,157,10,2,1,7,3,G20PRERTRU,323301
2173307414,752,363,19,2,4,2,3,G20PRERTRU,323301
2234935803,461,588,18,0,1,0,7,G20PRERTRU,323301
2234935815,417,571,10,0,1,1,10,G20PRERTRU,323301
2154935422,409,659,15,3,5,3,3,G20PRERTRU,323301
2154935443,239,390,10,1,0,1,5,G20PRERTRU,323301
5021921554,37,118,0,1,2,0,0,G20PRERTRU,323301
5021921560,193,944,28,1,6,3,6,G20PRERTRU,323301
5091921310,559,1110,36,6,2,3,5,G20PRERTRU,323301
5092021302,757,1036,38,6,3,3,12,G20PRERTRU,323301
5091921311,600,1176,25,1,0,2,4,G20PRERTRU,323301
5021921524,265,1213,34,2,4,3,2,G20PRERTRU,323301
2162530060,252,294,12,1,0,0,1,G20PRERTRU,323301
2162530062,675,667,19,1,2,2,3,G20PRERTRU,323301
1162230008,750,710,28,4,1,1,4,G20PRERTRU,323301
2162530068,427,492,13,2,2,2,2,G20PRERTRU,323301
4016544001,166,773,16,0,2,4,2,G20PRERTRU,323301
4016544018,168,735,18,2,1,1,4,G20PRERTRU,323301
4016544004,170,687,11,0,0,1,3,G20PRERTRU,323301
4016362312,85,423,7,1,1,0,2,G20PRERTRU,323301
