PREC,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREOWRI,Winner,Winner Votes
0459,2077,1014,38,6,0,G20PRERTRU,65341
0446,55,96,1,1,0,G20PRERTRU,65341
0612,1760,830,40,7,0,G20PRERTRU,65341
0043,518,787,8,4,0,G20PRERTRU,65341
0802,3,11,0,0,0,G20PRERTRU,65341
0040,145,296,4,1,0,G20PRERTRU,65341
0464,986,815,22,11,1,G20PRERTRU,65341
0477,2008,1306,43,12,0,G20PRERTRU,65341
0853,1532,815,37,3,0,G20PRERTRU,65341
0942,89,57,1,0,0,G20PRERTRU,65341
0967,34,89,0,0,0,G20PRERTRU,65341
0759,1064,1040,19,11,0,G20PRERTRU,65341
0244,984,1294,20,7,0,G20PRERTRU,65341
0597,884,1499,24,11,0,G20PRERTRU,65341
0670,1867,772,41,4,0,G20PRERTRU,65341
0513,1447,925,21,5,0,G20PRERTRU,65341
0424,435,541,11,1,0,G20PRERTRU,65341
0179,614,832,23,3,0,G20PRERTRU,65341
0098,1942,456,20,1,0,G20PRERTRU,65341
0351,2727,1188,51,10,0,G20PRERTRU,65341
0760,1201,473,16,1,0,G20PRERTRU,65341
0658,1117,873,37,7,0,G20PRERTRU,65341
0155,1864,1532,36,5,0,G20PRERTRU,65341
0165,963,861,18,8,0,G20PRERTRU,65341
0516,932,1064,14,8,0,G20PRERTRU,65341
0451,1567,652,14,3,0,G20PRERTRU,65341
0669,1574,1175,28,9,0,G20PRERTRU,65341
0515,1735,788,31,5,0,G20PRERTRU,65341
0112,1373,1009,41,6,0,G20PRERTRU,65341
0469,1796,742,28,2,0,G20PRERTRU,65341
0299,301,638,11,3,0,G20PRERTRU,65341
0809,33,20,0,0,0,G20PRERTRU,65341
0823,1128,1084,17,11,0,G20PRERTRU,65341
0590,1162,552,21,4,0,G20PRERTRU,65341
0563,1685,851,22,2,0,G20PRERTRU,65341
0674,2289,1260,29,2,0,G20PRERTRU,65341
0478,1703,1556,33,22,0,G20PRERTRU,65341
0388,1971,2711,53,14,0,G20PRERTRU,65341
0659,2566,1443,33,7,0,G20PRERTRU,65341
0764,2014,1811,37,10,0,G20PRERTRU,65341
0601,2087,1155,44,6,0,G20PRERTRU,65341
0082,1658,961,33,5,0,G20PRERTRU,65341
0648,1631,1106,30,11,0,G20PRERTRU,65341
0885,1256,1225,27,3,0,G20PRERTRU,65341
0911,212,142,5,2,0,G20PRERTRU,65341
0776,1095,1095,31,8,0,G20PRERTRU,65341
0964,2062,2257,50,8,0,G20PRERTRU,65341
0447,2531,2241,50,10,0,G20PRERTRU,65341
0546,1512,524,21,1,0,G20PRERTRU,65341
0666,0,0,0,0,0,G20PRERTRU,65341
0694,659,1129,19,12,0,G20PRERTRU,65341
0979,0,0,0,0,0,G20PRERTRU,65341
0888,493,1157,12,8,0,G20PRERTRU,65341
