PREC,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREOWRI,Winner,Winner Votes
2462,376,807,12,8,0,G20PRERTRU,120200
2557,282,718,11,3,0,G20PRERTRU,120200
2229,774,770,20,6,0,G20PRERTRU,120200
2174,955,1007,25,5,2,G20PRERTRU,120200
2520,716,757,23,2,0,G20PRERTRU,120200
2268,404,525,12,1,1,G20PRERTRU,120200
2318,754,560,13,5,0,G20PRERTRU,120200
2448,675,1356,26,8,2,G20PRERTRU,120200
2315,342,875,16,5,1,G20PRERTRU,120200
2600,0,0,0,0,0,G20PRERTRU,120200
2645,1030,650,18,4,2,G20PRERTRU,120200
2536,555,821,13,6,0,G20PRERTRU,120200
0123,76,372,2,4,1,G20PRERTRU,120200
0126,469,252,8,6,1,G20PRERTRU,120200
0106,269,76,3,0,0,G20PRERTRU,120200
2219,989,899,19,3,0,G20PRERTRU,120200
2601,0,0,0,0,0,G20PRERTRU,120200
2267,413,938,11,9,0,G20PRERTRU,120200
2553,358,641,10,8,0,G20PRERTRU,120200
0103,2688,1101,61,14,12,G20PRERTRU,120200
0106,2066,514,24,2,5,G20PRERTRU,120200
0104,2141,736,32,5,8,G20PRERTRU,120200
0117,1176,533,34,8,10,G20PRERTRU,120200
0118,1244,648,23,6,8,G20PRERTRU,120200
0116,997,433,21,6,3,G20PRERTRU,120200
0134,471,100,5,2,1,G20PRERTRU,120200
0133,331,101,1,1,0,G20PRERTRU,120200
0120,312,107,1,0,0,G20PRERTRU,120200
2304,1045,724,21,0,1,G20PRERTRU,120200
2030,529,1702,19,12,0,G20PRERTRU,120200
2581,647,1062,8,11,1,G20PRERTRU,120200
2353,295,555,9,2,0,G20PRERTRU,120200
2147,454,428,17,2,0,G20PRERTRU,120200
2181,1013,972,23,7,3,G20PRERTRU,120200
2205,1026,768,34,8,6,G20PRERTRU,120200
2310,691,630,18,5,0,G20PRERTRU,120200
2401,110,94,1,0,2,G20PRERTRU,120200
2171,1064,915,38,8,3,G20PRERTRU,120200
2451,25,73,0,0,0,G20PRERTRU,120200
2224,394,893,13,7,1,G20PRERTRU,120200
2419,0,0,0,0,0,G20PRERTRU,120200
2521,550,419,19,2,0,G20PRERTRU,120200
2306,896,592,21,5,1,G20PRERTRU,120200
2313,1039,703,21,3,0,G20PRERTRU,120200
2055,734,789,22,4,1,G20PRERTRU,120200
1463,276,859,11,10,0,G20PRERTRU,120200
2217,685,1236,22,8,1,G20PRERTRU,120200
2003,369,340,9,2,1,G20PRERTRU,120200
2466,266,582,10,3,0,G20PRERTRU,120200
2524,1378,524,15,5,1,G20PRERTRU,120200
2112,1017,517,18,0,2,G20PRERTRU,120200
2223,966,487,17,5,1,G20PRERTRU,120200
2464,197,165,5,0,0,G20PRERTRU,120200
2319,1070,703,25,2,2,G20PRERTRU,120200
2556,819,600,18,5,0,G20PRERTRU,120200
2314,1424,1030,34,8,2,G20PRERTRU,120200
2266,1281,963,26,6,0,G20PRERTRU,120200
2357,1447,1004,29,5,2,G20PRERTRU,120200
2468,948,874,21,7,2,G20PRERTRU,120200
2355,672,519,14,5,2,G20PRERTRU,120200
2356,1085,1178,24,9,2,G20PRERTRU,120200
2354,541,953,20,5,0,G20PRERTRU,120200
2258,324,154,3,2,0,G20PRERTRU,120200
2519,252,541,6,4,0,G20PRERTRU,120200
2007,999,709,20,6,2,G20PRERTRU,120200
2349,486,814,10,0,0,G20PRERTRU,120200
2561,0,0,0,0,0,G20PRERTRU,120200
1311,289,1030,9,7,1,G20PRERTRU,120200
1514,0,0,0,0,0,G20PRERTRU,120200
1717,713,665,18,6,0,G20PRERTRU,120200
1501,136,231,5,1,0,G20PRERTRU,120200
1436,311,588,11,1,0,G20PRERTRU,120200
2467,549,1257,11,7,1,G20PRERTRU,120200
2317,529,450,17,5,1,G20PRERTRU,120200
2281,525,583,9,3,2,G20PRERTRU,120200
2571,0,0,0,0,0,G20PRERTRU,120200
2616,22,40,0,0,0,G20PRERTRU,120200
2274,2,0,0,0,0,G20PRERTRU,120200
2537,253,728,12,4,0,G20PRERTRU,120200
2523,372,747,10,3,1,G20PRERTRU,120200
2438,525,1282,16,6,2,G20PRERTRU,120200
2727,244,234,5,0,0,G20PRERTRU,120200
2358,1043,790,16,6,1,G20PRERTRU,120200
2535,1089,711,22,4,0,G20PRERTRU,120200
2307,1428,1390,38,8,3,G20PRERTRU,120200
2505,699,474,11,2,0,G20PRERTRU,120200
2712,1018,1212,23,6,0,G20PRERTRU,120200
2525,564,1595,23,8,1,G20PRERTRU,120200
2435,1115,1153,19,5,0,G20PRERTRU,120200
2221,644,696,15,5,0,G20PRERTRU,120200
2426,1097,711,16,5,0,G20PRERTRU,120200
2636,1017,752,26,9,1,G20PRERTRU,120200
2548,842,436,18,1,0,G20PRERTRU,120200
2612,0,0,0,0,0,G20PRERTRU,120200
2453,532,1326,15,4,0,G20PRERTRU,120200
2360,1730,903,27,8,1,G20PRERTRU,120200
2643,1047,1801,37,3,2,G20PRERTRU,120200
2614,88,169,1,0,0,G20PRERTRU,120200
2618,7,27,1,0,0,G20PRERTRU,120200
2697,856,1330,16,3,0,G20PRERTRU,120200
2708,502,857,14,2,0,G20PRERTRU,120200
2721,1028,685,17,3,0,G20PRERTRU,120200
2474,244,127,5,0,0,G20PRERTRU,120200
2305,717,659,15,11,1,G20PRERTRU,120200
2522,1764,1498,35,5,3,G20PRERTRU,120200
2029,1025,721,19,3,1,G20PRERTRU,120200
2262,526,212,10,2,0,G20PRERTRU,120200
2383,560,1046,23,5,0,G20PRERTRU,120200
2405,912,2175,27,6,0,G20PRERTRU,120200
2541,513,1128,11,9,0,G20PRERTRU,120200
2726,593,1079,6,4,0,G20PRERTRU,120200
2449,513,1004,16,5,0,G20PRERTRU,120200
2450,624,1141,8,5,1,G20PRERTRU,120200
2488,618,1165,9,6,0,G20PRERTRU,120200
2635,364,891,9,4,0,G20PRERTRU,120200
2031,1084,2576,27,9,0,G20PRERTRU,120200
2613,381,1124,11,4,0,G20PRERTRU,120200
2379,765,1863,15,11,1,G20PRERTRU,120200
