PREC,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREOWRI,Winner,Winner Votes
0080,2850,1241,65,5,6,G20PRERTRU,186726
0024,1616,678,27,3,0,G20PRERTRU,186726
0033,1622,898,33,9,0,G20PRERTRU,186726
0203,402,71,3,2,2,G20PRERTRU,186726
0007,1152,287,16,0,0,G20PRERTRU,186726
0064,952,281,18,4,0,G20PRERTRU,186726
0042,467,72,5,2,0,G20PRERTRU,186726
0017,2293,441,28,2,1,G20PRERTRU,186726
0008,1911,298,20,4,3,G20PRERTRU,186726
0083,896,165,7,3,1,G20PRERTRU,186726
0082,3075,1248,50,8,1,G20PRERTRU,186726
0067,1245,847,31,3,2,G20PRERTRU,186726
0032,1154,909,31,6,1,G20PRERTRU,186726
0084,1461,1416,42,10,2,G20PRERTRU,186726
0045,1464,697,17,6,2,G20PRERTRU,186726
0085,2043,448,32,4,0,G20PRERTRU,186726
0023,1874,787,34,6,1,G20PRERTRU,186726
0035,2455,1110,45,9,0,G20PRERTRU,186726
0036,1675,450,28,5,1,G20PRERTRU,186726
0026,1114,403,19,2,0,G20PRERTRU,186726
0404,2280,513,17,4,2,G20PRERTRU,186726
0096,2544,1609,73,14,1,G20PRERTRU,186726
0093,2073,719,39,7,0,G20PRERTRU,186726
0099,2502,508,34,4,0,G20PRERTRU,186726
0039,3360,525,17,6,0,G20PRERTRU,186726
0086,1474,351,28,2,0,G20PRERTRU,186726
0014,2109,871,37,5,1,G20PRERTRU,186726
0087,2003,1051,31,6,1,G20PRERTRU,186726
0088,1985,1259,38,9,0,G20PRERTRU,186726
0092,2064,1523,61,7,2,G20PRERTRU,186726
0030,1844,350,29,2,0,G20PRERTRU,186726
0098,2333,1449,47,5,2,G20PRERTRU,186726
0015,2931,893,54,9,1,G20PRERTRU,186726
0056,1519,808,31,7,1,G20PRERTRU,186726
0075,2035,1123,22,6,4,G20PRERTRU,186726
0034,1550,496,23,3,1,G20PRERTRU,186726
0069,1980,1313,44,6,0,G20PRERTRU,186726
0089,2886,702,44,6,3,G20PRERTRU,186726
0076,3306,854,42,8,1,G20PRERTRU,186726
0081,2163,1105,34,5,2,G20PRERTRU,186726
0074,1348,436,14,3,0,G20PRERTRU,186726
0071,2251,1290,46,10,0,G20PRERTRU,186726
0006,1850,1145,30,2,1,G20PRERTRU,186726
0090,4208,894,67,7,1,G20PRERTRU,186726
0097,2213,491,24,3,1,G20PRERTRU,186726
