SRPREC,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,Winner,Winner Votes
5000013C,0,0,0,0,0,0,G20PREDBID,219496
1150001A,490,319,5,4,2,2,G20PREDBID,219496
5000049A,1454,466,18,8,5,10,G20PREDBID,219496
5200014A,0,2,0,0,0,0,G20PREDBID,219496
9000017A,1207,637,9,7,2,2,G20PREDBID,219496
3550104A,867,831,24,8,1,6,G20PREDBID,219496
5000075A,1323,604,12,5,10,12,G20PREDBID,219496
6300460E,0,0,0,0,0,0,G20PREDBID,219496
5000020A,809,594,23,5,3,1,G20PREDBID,219496
7900002A,0,0,0,0,0,0,G20PREDBID,219496
6300002C,15,51,1,0,0,0,G20PREDBID,219496
5000060A,1100,709,27,3,4,8,G20PREDBID,219496
6220028B,1116,931,21,10,1,3,G20PREDBID,219496
3550058A,461,611,12,2,2,4,G20PREDBID,219496
5000067B,1337,836,26,13,12,4,G20PREDBID,219496
6220106A,995,1071,25,7,5,6,G20PREDBID,219496
9002539A,0,0,0,0,0,0,G20PREDBID,219496
5000050A,1404,621,20,12,9,11,G20PREDBID,219496
5000016A,1287,466,24,7,5,11,G20PREDBID,219496
1040002A,712,359,15,6,5,3,G20PREDBID,219496
6220164D,666,431,10,2,7,1,G20PREDBID,219496
6220024A,1272,952,32,9,5,5,G20PREDBID,219496
1040004A,747,954,16,10,4,5,G20PREDBID,219496
5000043A,2,1,0,0,0,0,G20PREDBID,219496
6220208A,728,501,11,3,7,4,G20PREDBID,219496
5000005B,2,0,0,0,0,0,G20PREDBID,219496
1040017B,911,871,17,9,5,6,G20PREDBID,219496
5000004A,1308,526,14,9,9,12,G20PREDBID,219496
1020022A,0,0,0,0,0,0,G20PREDBID,219496
0300003A,17,42,1,0,0,0,G20PREDBID,219496
5200013A,2,0,0,0,0,0,G20PREDBID,219496
5000007A,1259,392,19,8,16,20,G20PREDBID,219496
1020005F,0,0,0,0,0,0,G20PREDBID,219496
3700043A,933,405,15,12,6,10,G20PREDBID,219496
6220016A,1,0,0,0,0,0,G20PREDBID,219496
1020244A,211,294,11,4,4,0,G20PREDBID,219496
3550124B,0,0,0,0,0,0,G20PREDBID,219496
0300013A,106,209,5,0,1,1,G20PREDBID,219496
4700005A,36,37,0,0,0,0,G20PREDBID,219496
5400011A,63,149,0,0,2,2,G20PREDBID,219496
5000011D,0,0,0,0,0,0,G20PREDBID,219496
4700006D,0,0,0,0,0,0,G20PREDBID,219496
1040012A,61,39,4,0,1,1,G20PREDBID,219496
9003055A,1368,741,16,11,5,4,G20PREDBID,219496
6220065A,674,480,13,9,1,5,G20PREDBID,219496
6220069A,800,631,18,11,5,4,G20PREDBID,219496
3680001A,555,1373,27,5,2,6,G20PREDBID,219496
3550095A,1219,567,22,6,12,10,G20PREDBID,219496
6220034A,616,304,6,4,5,4,G20PREDBID,219496
5400005F,67,139,1,0,1,0,G20PREDBID,219496
1040044A,0,0,0,0,0,0,G20PREDBID,219496
6220160A,1528,1026,23,8,5,6,G20PREDBID,219496
5000118A,619,485,19,1,4,1,G20PREDBID,219496
6220182A,331,405,4,7,2,0,G20PREDBID,219496
6220167A,341,380,10,0,1,2,G20PREDBID,219496
3550054A,1298,580,34,15,10,20,G20PREDBID,219496
6300006A,133,111,6,1,1,1,G20PREDBID,219496
1020012A,266,166,6,4,3,2,G20PREDBID,219496
4700001C,0,0,0,0,0,0,G20PREDBID,219496
6220071A,1236,816,24,6,5,12,G20PREDBID,219496
4700004A,0,0,0,0,0,0,G20PREDBID,219496
5000015B,0,0,0,0,0,0,G20PREDBID,219496
6300025A,13,21,0,0,0,0,G20PREDBID,219496
6300003A,13,59,2,0,1,0,G20PREDBID,219496
5000136A,3,1,0,0,0,0,G20PREDBID,219496
7900002B,0,0,0,0,0,0,G20PREDBID,219496
6220086A,1125,944,19,16,5,9,G20PREDBID,219496
6220085B,1186,983,20,4,12,5,G20PREDBID,219496
6220167C,982,1228,25,5,5,3,G20PREDBID,219496
3550036A,1153,492,18,9,10,14,G20PREDBID,219496
9004123A,1187,797,17,11,13,7,G20PREDBID,219496
7900008A,1004,644,18,20,5,16,G20PREDBID,219496
5000048A,1188,538,17,15,9,5,G20PREDBID,219496
5200003A,25,27,0,0,0,0,G20PREDBID,219496
6220009A,1095,1118,37,6,8,5,G20PREDBID,219496
0300013B,0,0,0,0,0,0,G20PREDBID,219496
5000081B,1355,530,16,10,17,15,G20PREDBID,219496
6220102B,0,0,0,0,0,0,G20PREDBID,219496
5000078A,1329,542,12,6,6,9,G20PREDBID,219496
9007785A,734,562,11,7,2,4,G20PREDBID,219496
7360001A,1451,1235,22,0,9,3,G20PREDBID,219496
5400004A,840,1149,27,11,14,14,G20PREDBID,219496
1020192A,12,11,0,0,0,0,G20PREDBID,219496
6850030A,2,4,0,0,0,0,G20PREDBID,219496
5000001C,1,0,0,0,0,0,G20PREDBID,219496
9007833A,1299,759,19,9,9,3,G20PREDBID,219496
9006232A,1107,670,14,10,9,2,G20PREDBID,219496
6220191A,6,25,0,0,0,0,G20PREDBID,219496
6220080A,1169,1066,23,5,5,4,G20PREDBID,219496
6220038A,612,514,9,3,3,1,G20PREDBID,219496
3550011B,689,348,13,14,6,8,G20PREDBID,219496
5000044A,1465,571,11,5,6,12,G20PREDBID,219496
6220154A,0,0,0,0,0,0,G20PREDBID,219496
3550022A,1025,616,15,9,10,8,G20PREDBID,219496
6220215A,1030,541,12,6,4,6,G20PREDBID,219496
6300099D,23,42,0,0,0,0,G20PREDBID,219496
3550017A,1355,566,18,9,12,15,G20PREDBID,219496
1770003A,0,0,0,0,0,0,G20PREDBID,219496
6220033A,1011,1357,30,11,9,1,G20PREDBID,219496
5000094C,0,0,0,0,0,0,G20PREDBID,219496
6220170A,251,239,5,1,2,1,G20PREDBID,219496
6820005A,1408,964,23,3,9,2,G20PREDBID,219496
4700001F,0,0,0,0,0,0,G20PREDBID,219496
9006251A,1027,797,16,8,6,3,G20PREDBID,219496
0300002D,0,2,0,0,0,0,G20PREDBID,219496
6220103A,1274,1180,27,7,6,3,G20PREDBID,219496
3550098A,1572,745,26,9,11,7,G20PREDBID,219496
6220140A,963,1097,32,15,3,6,G20PREDBID,219496
0090003A,674,1398,17,3,6,4,G20PREDBID,219496
3550031A,907,544,16,14,9,9,G20PREDBID,219496
6220136A,1184,1118,22,12,4,2,G20PREDBID,219496
0050025A,2,3,0,0,0,0,G20PREDBID,219496
3550094A,1177,1096,38,8,9,11,G20PREDBID,219496
7900011A,789,576,25,8,12,10,G20PREDBID,219496
5000040A,1359,581,16,14,16,4,G20PREDBID,219496
6220032A,1083,960,19,8,6,0,G20PREDBID,219496
3550019A,1042,670,27,8,9,13,G20PREDBID,219496
1020023B,0,0,0,0,0,0,G20PREDBID,219496
1020007A,17,22,0,0,0,0,G20PREDBID,219496
5000072D,60,25,0,0,1,2,G20PREDBID,219496
1750001A,454,836,23,10,4,3,G20PREDBID,219496
6220049A,969,1009,36,14,5,1,G20PREDBID,219496
6220074A,820,401,18,5,4,4,G20PREDBID,219496
5000057A,1312,679,17,7,6,7,G20PREDBID,219496
3550087D,0,0,0,0,0,0,G20PREDBID,219496
6220211A,1428,998,30,4,10,2,G20PREDBID,219496
4700006T,0,0,0,0,0,0,G20PREDBID,219496
6220180A,1253,1217,30,9,2,3,G20PREDBID,219496
4650001B,172,402,8,2,1,2,G20PREDBID,219496
6220075A,713,848,21,4,3,0,G20PREDBID,219496
0090009A,0,0,0,0,0,0,G20PREDBID,219496
1040005A,44,84,2,2,0,0,G20PREDBID,219496
2610009A,14,29,1,0,0,0,G20PREDBID,219496
6220128B,610,462,13,3,3,4,G20PREDBID,219496
6220043A,1113,1280,34,8,5,3,G20PREDBID,219496
1770007A,79,29,0,1,0,0,G20PREDBID,219496
6220087A,1134,1043,17,14,4,2,G20PREDBID,219496
6220168A,272,318,7,0,1,1,G20PREDBID,219496
1770015A,388,506,7,2,4,4,G20PREDBID,219496
1750052A,80,199,1,2,0,0,G20PREDBID,219496
6220153A,1,0,0,0,0,0,G20PREDBID,219496
6220184A,961,768,21,4,6,4,G20PREDBID,219496
1750055A,360,972,13,8,6,3,G20PREDBID,219496
5000015A,949,468,12,15,4,7,G20PREDBID,219496
UNI1912,13,26,1,0,0,0,G20PREDBID,219496
UNI1911,159,440,12,1,0,4,G20PREDBID,219496
UNI0648,219,529,16,1,4,1,G20PREDBID,219496
UNI0650,390,1025,18,4,6,4,G20PREDBID,219496
UNI0408,106,203,7,0,1,2,G20PREDBID,219496
UNI0114,0,0,0,0,0,0,G20PREDBID,219496
UNI0112,4,0,0,0,0,1,G20PREDBID,219496
UNI0399,83,121,4,2,0,0,G20PREDBID,219496
84018,717,547,25,11,3,3,G20PREDBID,219496
84134,747,714,8,5,5,3,G20PREDBID,219496
44010,0,1,0,0,0,0,G20PREDBID,219496
84014,70,28,1,0,0,0,G20PREDBID,219496
84016,391,361,10,2,1,1,G20PREDBID,219496
92100,1339,735,18,7,6,2,G20PREDBID,219496
84136,4,3,0,0,0,0,G20PREDBID,219496
84044,975,802,21,4,7,4,G20PREDBID,219496
84040,359,348,10,6,2,1,G20PREDBID,219496
84042,290,318,6,5,0,0,G20PREDBID,219496
84048,832,988,26,9,3,1,G20PREDBID,219496
84160,476,347,8,4,4,3,G20PREDBID,219496
84032,611,857,16,7,4,0,G20PREDBID,219496
84034,223,156,4,1,1,0,G20PREDBID,219496
84030,546,495,20,5,6,4,G20PREDBID,219496
84156,408,320,16,3,1,1,G20PREDBID,219496
84150,516,509,7,2,6,1,G20PREDBID,219496
84152,1012,1001,36,8,7,0,G20PREDBID,219496
84036,731,693,21,9,2,3,G20PREDBID,219496
84038,267,155,6,0,1,0,G20PREDBID,219496
84158,170,193,3,0,1,2,G20PREDBID,219496
85000,121,240,5,2,2,0,G20PREDBID,219496
85002,1,10,0,0,0,0,G20PREDBID,219496
85006,7,15,0,0,0,0,G20PREDBID,219496
44200,0,0,0,0,0,0,G20PREDBID,219496
90016,197,231,5,2,1,0,G20PREDBID,219496
90010,0,0,0,0,0,0,G20PREDBID,219496
92072,1179,813,21,6,5,3,G20PREDBID,219496
90036,0,0,0,0,0,0,G20PREDBID,219496
31000,40,108,0,3,0,0,G20PREDBID,219496
92122,245,236,5,4,1,1,G20PREDBID,219496
84060,918,886,15,5,8,3,G20PREDBID,219496
84068,652,1128,17,8,3,2,G20PREDBID,219496
84064,1388,1245,38,9,14,7,G20PREDBID,219496
84054,857,807,26,7,6,9,G20PREDBID,219496
84056,779,934,18,6,4,2,G20PREDBID,219496
84050,95,137,1,2,0,0,G20PREDBID,219496
92148,63,35,0,0,0,1,G20PREDBID,219496
84058,595,563,20,5,2,2,G20PREDBID,219496
84088,303,282,4,1,2,0,G20PREDBID,219496
84086,735,851,29,4,5,3,G20PREDBID,219496
84078,1750,1816,39,15,13,5,G20PREDBID,219496
84072,1174,1271,27,4,4,2,G20PREDBID,219496
24000,628,463,24,5,3,2,G20PREDBID,219496
24002,4,5,0,0,0,0,G20PREDBID,219496
84090,1139,956,30,11,6,5,G20PREDBID,219496
84094,900,762,15,7,0,2,G20PREDBID,219496
84096,841,720,22,6,6,3,G20PREDBID,219496
84100,776,725,34,6,6,4,G20PREDBID,219496
84106,779,857,21,7,4,5,G20PREDBID,219496
84108,890,973,32,13,8,2,G20PREDBID,219496
84102,866,793,28,7,9,3,G20PREDBID,219496
84104,611,700,21,4,6,3,G20PREDBID,219496
74200,24,52,1,0,0,1,G20PREDBID,219496
84002,1053,819,24,17,6,6,G20PREDBID,219496
84008,323,322,8,1,3,1,G20PREDBID,219496
84120,100,132,2,0,1,1,G20PREDBID,219496
84122,0,0,0,0,0,0,G20PREDBID,219496
84004,313,275,10,0,4,1,G20PREDBID,219496
84006,950,675,17,10,0,2,G20PREDBID,219496
84126,754,737,24,5,4,3,G20PREDBID,219496
84112,188,180,4,0,0,1,G20PREDBID,219496
84114,438,435,9,4,3,1,G20PREDBID,219496
84116,1092,990,23,6,11,1,G20PREDBID,219496
84022,831,821,32,7,8,2,G20PREDBID,219496
84024,954,1081,31,7,10,1,G20PREDBID,219496
84020,164,136,4,4,0,1,G20PREDBID,219496
84142,0,0,0,0,0,0,G20PREDBID,219496
84144,286,459,14,0,2,2,G20PREDBID,219496
84140,624,463,15,5,3,3,G20PREDBID,219496
84148,167,242,1,0,0,0,G20PREDBID,219496
84010,671,727,10,3,1,4,G20PREDBID,219496
84012,866,809,24,5,7,4,G20PREDBID,219496
90000,19,40,0,0,0,0,G20PREDBID,219496
