PRECINCT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,Winner,Winner Votes
6294203521,445,192,6,4,0,5,3,G20PREDBID,327060
6294203520,523,263,13,0,1,1,0,G20PREDBID,327060
6294203522,540,273,14,5,0,1,4,G20PREDBID,327060
6294203515,575,220,13,3,2,2,5,G20PREDBID,327060
6293603542,412,102,19,3,0,2,2,G20PREDBID,327060
6293603541,431,149,2,4,0,1,4,G20PREDBID,327060
6293603543,578,219,8,2,2,6,6,G20PREDBID,327060
6293603552,543,173,13,2,1,2,1,G20PREDBID,327060
6293603553,811,311,20,4,1,4,6,G20PREDBID,327060
6294203518,408,139,11,3,0,2,4,G20PREDBID,327060
6294203519,443,133,11,3,0,1,2,G20PREDBID,327060
6294203536,434,113,4,5,0,2,5,G20PREDBID,327060
6293603540,354,199,5,3,0,1,2,G20PREDBID,327060
6293603555,509,202,13,1,1,1,2,G20PREDBID,327060
6293603554,629,290,14,3,0,1,3,G20PREDBID,327060
6293603539,652,259,15,2,1,1,5,G20PREDBID,327060
6293603538,613,305,21,5,2,5,2,G20PREDBID,327060
6293603537,665,230,16,6,4,3,8,G20PREDBID,327060
6284203435,746,316,10,2,1,6,4,G20PREDBID,327060
6284203434,674,257,19,3,2,1,5,G20PREDBID,327060
6284103433,516,223,14,1,1,2,3,G20PREDBID,327060
6284103432,743,224,12,4,0,0,7,G20PREDBID,327060
6293603559,430,277,9,1,1,1,3,G20PREDBID,327060
6293603558,562,268,17,3,3,2,7,G20PREDBID,327060
6264103417,668,247,14,2,2,1,9,G20PREDBID,327060
6283603341,920,614,25,2,4,7,1,G20PREDBID,327060
6284203436,885,196,13,7,2,5,5,G20PREDBID,327060
6284103431,360,162,11,1,3,1,3,G20PREDBID,327060
6264103418,547,251,9,3,3,2,1,G20PREDBID,327060
6264103412,1004,238,19,6,0,4,5,G20PREDBID,327060
6293603560,263,113,9,3,0,0,1,G20PREDBID,327060
6293603474,416,150,5,2,2,5,5,G20PREDBID,327060
6284103437,785,371,17,4,1,3,0,G20PREDBID,327060
6284003473,831,418,23,2,3,4,11,G20PREDBID,327060
6284003472,653,335,26,6,1,2,4,G20PREDBID,327060
6284103471,540,299,12,0,1,1,8,G20PREDBID,327060
6284103470,632,296,24,2,3,4,2,G20PREDBID,327060
6284103438,773,323,23,3,3,4,6,G20PREDBID,327060
6284103430,658,277,11,6,2,3,5,G20PREDBID,327060
6284103429,527,204,5,4,1,9,3,G20PREDBID,327060
6284103420,1031,359,22,3,7,4,10,G20PREDBID,327060
6284103427,877,418,14,3,4,1,5,G20PREDBID,327060
6284103469,398,168,10,2,2,4,6,G20PREDBID,327060
6284103428,609,292,15,2,1,1,7,G20PREDBID,327060
6284103439,460,332,20,1,2,2,5,G20PREDBID,327060
6284103422,409,175,4,1,1,0,2,G20PREDBID,327060
6284103421,314,169,9,0,0,1,4,G20PREDBID,327060
6284003302,657,383,9,3,6,1,9,G20PREDBID,327060
6284103301,369,186,13,2,0,2,3,G20PREDBID,327060
6284103444,325,239,4,0,1,1,1,G20PREDBID,327060
6284003315,815,496,20,2,0,4,6,G20PREDBID,327060
6284003304,476,276,17,2,1,1,5,G20PREDBID,327060
6284003303,485,279,16,3,0,2,2,G20PREDBID,327060
6284103468,428,289,16,1,2,2,3,G20PREDBID,327060
6284103467,494,293,14,2,1,2,3,G20PREDBID,327060
6284103440,432,353,2,4,1,1,3,G20PREDBID,327060
6264103442,399,278,1,1,1,1,1,G20PREDBID,327060
6264103426,435,211,9,0,0,1,3,G20PREDBID,327060
6284003313,541,351,20,4,2,5,2,G20PREDBID,327060
6284003314,465,265,12,2,2,1,3,G20PREDBID,327060
6284103441,445,340,0,0,2,0,2,G20PREDBID,327060
6264103443,298,212,2,0,3,0,2,G20PREDBID,327060
6284103465,324,243,6,3,2,1,4,G20PREDBID,327060
6284103445,329,249,15,6,1,1,3,G20PREDBID,327060
6284103466,446,302,9,1,2,4,6,G20PREDBID,327060
6284003306,391,310,4,0,0,2,4,G20PREDBID,327060
6284003316,404,239,11,6,2,1,4,G20PREDBID,327060
6284003267,532,383,14,0,1,0,2,G20PREDBID,327060
6284003309,637,399,14,4,4,3,2,G20PREDBID,327060
6284003308,649,369,13,7,0,4,2,G20PREDBID,327060
6284003464,474,272,12,3,1,2,3,G20PREDBID,327060
6284003462,610,404,19,5,3,4,4,G20PREDBID,327060
6284003447,595,222,9,1,2,1,8,G20PREDBID,327060
6284003446,378,328,10,1,2,1,2,G20PREDBID,327060
6284003317,529,324,13,3,2,2,6,G20PREDBID,327060
6284003463,719,513,19,2,4,6,5,G20PREDBID,327060
6284003266,579,347,23,0,0,2,2,G20PREDBID,327060
6284003265,552,314,16,4,0,1,5,G20PREDBID,327060
6284003448,967,474,35,4,2,5,5,G20PREDBID,327060
6284003319,910,542,28,4,2,4,10,G20PREDBID,327060
6284003461,696,377,19,3,0,0,6,G20PREDBID,327060
6284003449,446,211,9,2,1,0,4,G20PREDBID,327060
6284003268,473,300,7,3,1,1,3,G20PREDBID,327060
6284003269,540,305,18,3,0,4,10,G20PREDBID,327060
6284003459,438,302,11,4,0,3,4,G20PREDBID,327060
6284003460,612,336,18,0,2,0,7,G20PREDBID,327060
6284003451,612,401,21,7,2,2,4,G20PREDBID,327060
1260303131,483,471,5,1,2,2,2,G20PREDBID,327060
6284003452,455,277,20,3,2,2,1,G20PREDBID,327060
6284003450,699,326,15,6,4,4,4,G20PREDBID,327060
6284003456,588,403,16,4,2,3,7,G20PREDBID,327060
6284003272,437,284,12,0,0,0,6,G20PREDBID,327060
1260303124,625,316,20,1,4,2,9,G20PREDBID,327060
6284003273,430,317,20,2,1,3,1,G20PREDBID,327060
6284003271,380,256,14,0,0,2,1,G20PREDBID,327060
6273703320,850,610,33,2,2,6,9,G20PREDBID,327060
6284003305,714,392,13,5,0,2,5,G20PREDBID,327060
6284003307,395,132,13,2,0,1,2,G20PREDBID,327060
6284003454,573,345,25,6,1,3,3,G20PREDBID,327060
6284003270,468,254,18,5,1,3,3,G20PREDBID,327060
1260303129,335,250,9,1,1,2,2,G20PREDBID,327060
6263803151,544,286,25,1,2,5,5,G20PREDBID,327060
6273703277,425,337,19,4,0,0,5,G20PREDBID,327060
6273703264,709,385,15,0,1,0,4,G20PREDBID,327060
6273703321,667,495,14,3,0,4,3,G20PREDBID,327060
6273703274,585,474,16,3,2,0,1,G20PREDBID,327060
6273703275,322,246,13,1,0,3,1,G20PREDBID,327060
6264003455,499,260,12,0,0,2,5,G20PREDBID,327060
6260303203,324,362,13,1,1,3,1,G20PREDBID,327060
6260303201,179,168,2,1,1,0,4,G20PREDBID,327060
6260303128,258,143,5,1,2,2,1,G20PREDBID,327060
1260303125,382,125,15,6,0,2,5,G20PREDBID,327060
6260303162,468,242,15,3,1,1,5,G20PREDBID,327060
6260303143,425,251,21,2,0,1,2,G20PREDBID,327060
6273703276,146,120,4,0,0,0,3,G20PREDBID,327060
6273703262,685,425,30,5,1,4,5,G20PREDBID,327060
6260303126,389,192,11,3,2,0,7,G20PREDBID,327060
6273703279,458,368,14,3,2,4,1,G20PREDBID,327060
6273703263,558,392,18,1,0,1,4,G20PREDBID,327060
6260303161,421,260,10,2,0,1,2,G20PREDBID,327060
6273703280,613,432,21,1,1,4,3,G20PREDBID,327060
6273703278,248,194,7,1,1,0,2,G20PREDBID,327060
6260303249,519,258,7,1,1,1,2,G20PREDBID,327060
6260303202,178,166,4,0,0,1,0,G20PREDBID,327060
6263803163,438,261,6,2,0,1,9,G20PREDBID,327060
6263803145,349,255,14,3,3,3,3,G20PREDBID,327060
6273703322,582,463,9,2,2,1,2,G20PREDBID,327060
6273703281,609,443,17,2,2,5,1,G20PREDBID,327060
6263803154,647,357,21,1,3,4,8,G20PREDBID,327060
6273703333,413,317,13,1,4,1,6,G20PREDBID,327060
6273803164,402,276,10,3,1,1,3,G20PREDBID,327060
6263803160,465,317,18,1,1,1,3,G20PREDBID,327060
6263803159,380,268,4,2,1,0,4,G20PREDBID,327060
6263803158,491,321,14,2,2,3,3,G20PREDBID,327060
6273703261,786,530,15,2,0,1,5,G20PREDBID,327060
6270303245,317,138,5,3,0,1,0,G20PREDBID,327060
6273703228,453,302,9,0,1,4,3,G20PREDBID,327060
6273703227,394,244,11,0,1,1,3,G20PREDBID,327060
6273803209,576,355,6,1,0,0,3,G20PREDBID,327060
6273803205,367,252,11,1,0,0,3,G20PREDBID,327060
6273803208,585,432,13,3,3,3,2,G20PREDBID,327060
6273803206,432,278,13,1,2,2,4,G20PREDBID,327060
6273803181,375,277,9,3,2,0,6,G20PREDBID,327060
6273803180,417,279,9,3,0,0,5,G20PREDBID,327060
6273703244,661,450,12,6,0,1,4,G20PREDBID,327060
6270303248,373,192,10,0,1,2,3,G20PREDBID,327060
6260303234,757,456,17,3,0,3,3,G20PREDBID,327060
6273803210,793,559,24,9,4,3,3,G20PREDBID,327060
6273703325,676,886,20,1,3,5,4,G20PREDBID,327060
6263803166,259,156,5,0,0,0,1,G20PREDBID,327060
6273703233,496,203,10,6,0,0,1,G20PREDBID,327060
6273703226,439,216,10,0,1,1,0,G20PREDBID,327060
6273703225,565,306,19,2,1,2,3,G20PREDBID,327060
6273803207,617,428,23,6,2,1,4,G20PREDBID,327060
6263803165,528,378,18,1,1,1,8,G20PREDBID,327060
6273803179,341,272,18,0,4,1,3,G20PREDBID,327060
6263803155,614,492,18,3,2,1,10,G20PREDBID,327060
6273803182,533,340,15,5,2,0,3,G20PREDBID,327060
6263803157,426,244,6,1,1,1,2,G20PREDBID,327060
6263803167,464,344,18,3,3,3,6,G20PREDBID,327060
6273703324,219,301,8,3,1,0,5,G20PREDBID,327060
6263803168,544,325,13,1,1,2,4,G20PREDBID,327060
6273703236,365,235,18,2,1,2,0,G20PREDBID,327060
6273703235,389,239,17,6,1,1,2,G20PREDBID,327060
6273703224,468,303,6,3,0,1,1,G20PREDBID,327060
6273803197,457,215,17,0,2,2,3,G20PREDBID,327060
6273703223,543,330,18,3,0,5,2,G20PREDBID,327060
6273803211,424,365,15,2,4,3,4,G20PREDBID,327060
6273803212,633,460,18,1,0,3,8,G20PREDBID,327060
6273803183,697,530,24,3,2,7,9,G20PREDBID,327060
6273803196,378,208,4,0,0,2,2,G20PREDBID,327060
6273803178,428,308,31,4,2,3,3,G20PREDBID,327060
6263803156,240,189,5,1,3,3,3,G20PREDBID,327060
6273803194,620,432,22,1,1,5,4,G20PREDBID,327060
6263803169,551,413,17,0,0,2,5,G20PREDBID,327060
6273703222,499,341,5,1,0,2,1,G20PREDBID,327060
6273703221,435,306,5,1,1,1,3,G20PREDBID,327060
6273803185,482,324,18,6,1,0,5,G20PREDBID,327060
6273803195,555,381,6,1,3,2,3,G20PREDBID,327060
6273803184,327,322,13,1,5,1,1,G20PREDBID,327060
6273803177,444,448,13,4,1,2,1,G20PREDBID,327060
6273803214,421,353,13,1,0,1,2,G20PREDBID,327060
6273703238,464,300,11,1,0,2,3,G20PREDBID,327060
6273803213,506,396,13,3,3,2,5,G20PREDBID,327060
6273703237,634,447,15,2,0,2,2,G20PREDBID,327060
6273703220,547,257,17,1,1,1,1,G20PREDBID,327060
6273803219,569,466,18,0,0,1,8,G20PREDBID,327060
6263803171,796,552,19,3,1,1,0,G20PREDBID,327060
6273803216,457,402,10,2,0,0,4,G20PREDBID,327060
6273803187,484,356,14,0,0,3,3,G20PREDBID,327060
6273803193,471,313,7,1,1,2,4,G20PREDBID,327060
6273803192,500,454,19,1,2,2,2,G20PREDBID,327060
6273803186,499,367,15,0,5,0,7,G20PREDBID,327060
6263803172,407,339,11,2,0,1,1,G20PREDBID,327060
6263803174,393,254,10,3,1,1,1,G20PREDBID,327060
6273703332,520,423,15,2,1,1,9,G20PREDBID,327060
6273703339,663,442,24,4,2,3,2,G20PREDBID,327060
6273703338,492,344,14,4,1,1,2,G20PREDBID,327060
6273703283,499,316,9,0,0,4,3,G20PREDBID,327060
6294203508,376,137,7,1,0,0,5,G20PREDBID,327060
1260303133,415,478,13,0,0,1,1,G20PREDBID,327060
6260303204,664,793,16,2,0,1,2,G20PREDBID,327060
6263803149,480,672,6,0,1,2,3,G20PREDBID,327060
6273703328,110,152,6,0,0,0,0,G20PREDBID,327060
6295603329,659,452,17,4,3,7,4,G20PREDBID,327060
6295603380,466,394,22,2,0,4,4,G20PREDBID,327060
6273703239,531,270,11,0,3,1,0,G20PREDBID,327060
6295603327,579,471,16,3,0,1,3,G20PREDBID,327060
6273603337,658,509,35,5,3,4,5,G20PREDBID,327060
6274003457,0,0,0,0,0,0,0,G20PREDBID,327060
6264003258,263,122,8,1,1,2,3,G20PREDBID,327060
6264003323,11,29,1,0,0,0,0,G20PREDBID,327060
6270303246,687,301,15,1,1,5,4,G20PREDBID,327060
6260303256,0,0,0,0,0,0,0,G20PREDBID,327060
6264003453,287,217,2,1,1,0,0,G20PREDBID,327060
6273703458,0,0,0,0,0,0,0,G20PREDBID,327060
6260303127,70,35,3,1,0,0,0,G20PREDBID,327060
6283603349,0,0,0,0,0,0,0,G20PREDBID,327060
6263803173,665,383,14,4,2,3,3,G20PREDBID,327060
6270303252,830,470,13,1,0,1,3,G20PREDBID,327060
6270303251,894,478,28,1,0,0,3,G20PREDBID,327060
6273703282,733,549,18,5,1,6,7,G20PREDBID,327060
6270303250,627,325,5,0,1,1,3,G20PREDBID,327060
6270303247,971,399,26,6,2,3,6,G20PREDBID,327060
6273703367,653,539,18,2,1,3,2,G20PREDBID,327060
6273703259,1011,531,43,8,2,2,9,G20PREDBID,327060
6295603354,783,727,21,1,0,4,4,G20PREDBID,327060
6285603352,715,444,23,0,0,1,6,G20PREDBID,327060
6273703257,660,442,6,1,0,3,5,G20PREDBID,327060
6283603370,860,511,15,5,0,2,7,G20PREDBID,327060
6283603371,486,339,12,1,2,0,2,G20PREDBID,327060
6285603373,671,612,19,1,1,3,2,G20PREDBID,327060
6273703284,361,260,6,0,1,0,0,G20PREDBID,327060
6273703285,379,330,11,2,1,1,6,G20PREDBID,327060
6273703331,320,301,13,2,0,2,2,G20PREDBID,327060
6283603369,690,452,13,6,0,3,3,G20PREDBID,327060
6293603374,883,605,23,3,2,7,3,G20PREDBID,327060
6295603375,662,571,14,4,3,0,5,G20PREDBID,327060
6273703334,859,726,40,5,2,5,7,G20PREDBID,327060
6295603330,869,682,17,2,2,1,5,G20PREDBID,327060
6273603335,793,607,18,4,4,4,5,G20PREDBID,327060
6273603336,747,565,30,5,3,2,1,G20PREDBID,327060
6273603368,362,174,18,1,2,0,3,G20PREDBID,327060
6283603351,854,782,40,1,2,3,5,G20PREDBID,327060
6283603342,895,658,27,4,2,7,4,G20PREDBID,327060
6283603340,1421,923,31,4,3,3,9,G20PREDBID,327060
4283603350,0,0,0,0,0,0,0,G20PREDBID,327060
4293603358,2,10,0,0,0,0,0,G20PREDBID,327060
6293603345,265,178,3,0,0,1,1,G20PREDBID,327060
6284003311,1017,548,24,4,7,7,4,G20PREDBID,327060
6283603344,827,592,19,4,0,6,5,G20PREDBID,327060
6293603551,413,164,12,0,2,3,7,G20PREDBID,327060
6283603561,0,0,0,0,0,0,0,G20PREDBID,327060
6293603557,881,491,24,10,0,3,10,G20PREDBID,327060
6293603556,613,378,21,2,5,3,5,G20PREDBID,327060
6284003310,1062,466,10,9,0,3,5,G20PREDBID,327060
6284003312,1008,438,23,6,1,1,12,G20PREDBID,327060
4283603348,0,0,0,0,0,0,0,G20PREDBID,327060
6285603378,775,572,15,1,2,1,5,G20PREDBID,327060
6295603379,436,422,10,2,1,3,0,G20PREDBID,327060
6283603343,660,456,23,2,2,6,4,G20PREDBID,327060
6283603318,531,334,19,3,0,1,3,G20PREDBID,327060
6295603353,557,438,16,3,1,2,5,G20PREDBID,327060
6293603381,881,637,24,2,3,4,7,G20PREDBID,327060
6295603355,1711,1317,40,3,1,12,7,G20PREDBID,327060
6283603372,883,676,26,3,2,4,5,G20PREDBID,327060
6260303229,578,471,20,0,0,0,2,G20PREDBID,327060
6260303231,715,375,12,3,1,8,3,G20PREDBID,327060
1260303135,204,152,10,0,0,1,0,G20PREDBID,327060
6293603548,244,63,2,1,1,1,4,G20PREDBID,327060
6293603549,257,107,4,1,0,5,2,G20PREDBID,327060
6294203530,546,159,6,4,3,1,5,G20PREDBID,327060
6294203531,442,192,2,1,0,0,4,G20PREDBID,327060
6294203529,328,81,4,3,2,4,1,G20PREDBID,327060
6294203527,611,204,13,1,0,3,5,G20PREDBID,327060
6294203506,803,239,9,1,2,8,3,G20PREDBID,327060
6294203528,249,88,1,0,1,2,2,G20PREDBID,327060
6294203517,449,174,7,2,3,4,3,G20PREDBID,327060
6294203503,1040,219,11,4,0,3,3,G20PREDBID,327060
6294203514,456,131,10,3,1,2,2,G20PREDBID,327060
6294203516,420,187,11,3,0,2,3,G20PREDBID,327060
6294203505,534,141,14,0,3,1,6,G20PREDBID,327060
6294203511,580,130,12,7,0,2,7,G20PREDBID,327060
6264103416,901,417,18,3,4,5,8,G20PREDBID,327060
6294203504,578,173,9,2,3,3,5,G20PREDBID,327060
6264103411,986,242,17,1,0,5,7,G20PREDBID,327060
6264103401,841,247,12,5,1,1,7,G20PREDBID,327060
6264103404,558,123,10,3,0,4,2,G20PREDBID,327060
6264103407,847,350,15,1,1,4,5,G20PREDBID,327060
6264103405,586,164,9,5,0,0,10,G20PREDBID,327060
6264003255,714,342,15,3,0,3,2,G20PREDBID,327060
6264103406,311,96,7,0,2,1,0,G20PREDBID,327060
6264103419,629,310,8,2,0,4,1,G20PREDBID,327060
6264103423,933,326,15,2,3,7,8,G20PREDBID,327060
6264103410,830,271,10,0,2,4,3,G20PREDBID,327060
6264103414,515,241,10,6,1,2,4,G20PREDBID,327060
6260303254,250,150,5,0,0,1,1,G20PREDBID,327060
6264003424,0,0,0,0,0,0,0,G20PREDBID,327060
6263803175,534,343,19,1,0,3,1,G20PREDBID,327060
6263803176,756,509,19,0,1,0,11,G20PREDBID,327060
6273803189,572,425,20,5,1,5,5,G20PREDBID,327060
6273803188,330,252,13,0,0,0,6,G20PREDBID,327060
6273803191,558,490,10,1,1,1,3,G20PREDBID,327060
6273803190,670,438,18,2,1,1,5,G20PREDBID,327060
6273803217,498,294,12,0,1,1,0,G20PREDBID,327060
6273803215,343,284,4,1,0,2,0,G20PREDBID,327060
6273703241,636,325,8,2,3,3,4,G20PREDBID,327060
6273703218,545,292,16,2,1,2,2,G20PREDBID,327060
6273703240,942,527,18,2,2,5,1,G20PREDBID,327060
6273703242,439,224,15,2,0,4,1,G20PREDBID,327060
6273703243,684,414,16,5,1,2,5,G20PREDBID,327060
6273703286,1033,600,36,4,2,5,0,G20PREDBID,327060
6295603326,520,770,9,2,1,2,2,G20PREDBID,327060
6273703260,825,556,32,5,2,5,4,G20PREDBID,327060
4295603357,0,0,0,0,0,0,0,G20PREDBID,327060
6295603376,606,659,8,1,2,1,0,G20PREDBID,327060
6295603356,719,624,23,5,1,4,5,G20PREDBID,327060
6295603377,934,1054,25,8,2,5,9,G20PREDBID,327060
4293603361,0,0,0,0,0,0,0,G20PREDBID,327060
6293603360,435,277,13,2,2,2,7,G20PREDBID,327060
6293603347,684,503,8,1,1,1,5,G20PREDBID,327060
6293603550,30,31,0,0,0,0,0,G20PREDBID,327060
6293603346,663,611,29,4,2,10,8,G20PREDBID,327060
6264103425,886,325,14,3,2,3,9,G20PREDBID,327060
6263803150,620,506,38,3,3,3,6,G20PREDBID,327060
6263803170,657,493,22,6,1,2,1,G20PREDBID,327060
6263803147,401,411,7,1,0,0,1,G20PREDBID,327060
6263803148,273,280,7,0,0,0,2,G20PREDBID,327060
6263803144,385,313,23,0,2,6,6,G20PREDBID,327060
6263803146,410,362,12,1,0,2,0,G20PREDBID,327060
6263803142,488,358,10,1,3,1,5,G20PREDBID,327060
1263803141,249,203,3,1,2,2,1,G20PREDBID,327060
1260303122,399,262,10,2,1,3,7,G20PREDBID,327060
1260303140,244,186,8,1,1,1,1,G20PREDBID,327060
6260303232,901,519,22,0,1,8,2,G20PREDBID,327060
6260303253,825,639,16,1,1,2,1,G20PREDBID,327060
6260303153,822,429,35,4,1,3,9,G20PREDBID,327060
6264103403,564,128,18,6,1,4,3,G20PREDBID,327060
6264103413,755,195,11,2,3,5,4,G20PREDBID,327060
6264103408,554,164,9,3,0,2,2,G20PREDBID,327060
6264103409,1045,246,25,5,0,7,6,G20PREDBID,327060
1330716714,765,100,2,3,1,3,3,G20PREDBID,327060
1330716744,1474,317,19,1,0,4,6,G20PREDBID,327060
1330716734,740,198,5,0,0,5,9,G20PREDBID,327060
1330716726,771,92,4,0,1,7,4,G20PREDBID,327060
1330716725,722,113,4,1,1,0,6,G20PREDBID,327060
1330716737,631,152,6,2,3,5,4,G20PREDBID,327060
