PRECINCT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,Winner,Winner Votes
1330716741,698,144,9,5,1,3,2,G20PREDBID,327060
1330716739,722,179,3,2,0,5,1,G20PREDBID,327060
1330716738,712,160,7,0,0,1,6,G20PREDBID,327060
1330716731,1104,260,12,3,2,4,3,G20PREDBID,327060
1330716732,667,123,4,4,0,3,5,G20PREDBID,327060
1330716740,669,160,2,0,1,1,6,G20PREDBID,327060
1330716742,759,179,20,2,1,6,4,G20PREDBID,327060
1310616650,731,246,7,5,0,2,2,G20PREDBID,327060
1310616649,1155,325,12,2,1,6,10,G20PREDBID,327060
1310916906,839,266,12,0,2,0,2,G20PREDBID,327060
1310616631,1335,253,20,2,0,2,7,G20PREDBID,327060
1310616646,965,254,12,1,4,2,10,G20PREDBID,327060
1310616651,975,266,28,5,0,3,7,G20PREDBID,327060
1330816840,487,78,6,0,0,0,1,G20PREDBID,327060
1330816838,810,157,12,7,0,5,4,G20PREDBID,327060
1330616604,1021,186,17,7,1,5,4,G20PREDBID,327060
1310616615,761,161,8,0,0,2,3,G20PREDBID,327060
1330716708,1265,185,17,0,0,1,5,G20PREDBID,327060
1330716707,722,124,2,0,1,1,3,G20PREDBID,327060
1160116131,668,405,21,5,3,3,8,G20PREDBID,327060
1310916938,831,429,15,5,0,3,4,G20PREDBID,327060
1310916940,632,311,20,3,0,0,0,G20PREDBID,327060
1310916924,797,173,21,9,0,4,7,G20PREDBID,327060
1310916923,892,340,20,3,0,5,5,G20PREDBID,327060
1310916930,627,231,16,2,0,2,8,G20PREDBID,327060
1310916934,639,208,18,5,3,3,4,G20PREDBID,327060
1310916918,906,303,13,5,0,2,6,G20PREDBID,327060
1310916919,898,344,10,0,2,1,4,G20PREDBID,327060
1310916920,825,342,12,5,1,3,1,G20PREDBID,327060
1310916921,1071,293,8,7,1,5,8,G20PREDBID,327060
1310916910,1131,289,27,4,1,0,8,G20PREDBID,327060
1310916909,932,266,14,0,0,3,6,G20PREDBID,327060
1310916904,930,215,12,2,0,1,4,G20PREDBID,327060
1310916912,816,314,7,4,3,7,9,G20PREDBID,327060
1310916937,733,369,9,0,0,2,3,G20PREDBID,327060
1330716733,1688,518,40,9,3,6,4,G20PREDBID,327060
6304318236,963,855,29,2,3,1,8,G20PREDBID,327060
6304318226,586,548,16,1,1,4,3,G20PREDBID,327060
6304318240,639,528,23,1,4,7,9,G20PREDBID,327060
6304318209,718,674,22,2,3,3,6,G20PREDBID,327060
6303918255,510,509,15,3,0,5,3,G20PREDBID,327060
6304318227,934,866,20,1,0,5,5,G20PREDBID,327060
6304318235,841,773,20,4,0,1,7,G20PREDBID,327060
4303918104,188,374,3,1,0,1,2,G20PREDBID,327060
6303918247,671,886,18,0,0,3,8,G20PREDBID,327060
6304318212,646,577,31,7,0,3,1,G20PREDBID,327060
6304318241,714,579,28,4,2,1,5,G20PREDBID,327060
6303918265,767,897,17,0,1,3,3,G20PREDBID,327060
4304418245,909,969,23,5,5,6,4,G20PREDBID,327060
6304318225,1009,753,28,3,3,7,12,G20PREDBID,327060
6303918254,787,688,13,1,0,3,7,G20PREDBID,327060
6304318216,419,402,11,0,0,0,3,G20PREDBID,327060
6304318215,519,530,18,3,0,2,0,G20PREDBID,327060
6304318224,824,709,17,2,4,3,4,G20PREDBID,327060
6304318248,524,522,15,0,1,0,2,G20PREDBID,327060
4304418266,704,892,12,0,1,6,1,G20PREDBID,327060
6304318202,964,958,28,3,1,3,5,G20PREDBID,327060
6304318230,510,491,15,3,0,2,6,G20PREDBID,327060
4304418232,501,508,8,0,0,0,3,G20PREDBID,327060
6304318210,898,622,11,2,3,5,2,G20PREDBID,327060
6304318213,565,535,4,4,1,1,1,G20PREDBID,327060
6303918243,816,819,26,2,3,5,8,G20PREDBID,327060
6304318244,687,655,19,2,0,5,3,G20PREDBID,327060
6303918256,451,442,12,1,0,1,0,G20PREDBID,327060
6304318231,778,664,18,2,3,3,7,G20PREDBID,327060
6304318221,486,430,16,1,0,0,3,G20PREDBID,327060
6304318237,613,674,21,3,2,6,4,G20PREDBID,327060
4043918317,366,547,11,2,1,3,0,G20PREDBID,327060
6304318239,1017,822,23,2,2,7,8,G20PREDBID,327060
6303918249,665,731,20,2,1,3,7,G20PREDBID,327060
6304318242,518,428,21,6,2,1,5,G20PREDBID,327060
6304318218,517,511,7,0,2,1,3,G20PREDBID,327060
6304318238,586,610,13,2,3,5,7,G20PREDBID,327060
6304318219,495,411,13,3,0,1,2,G20PREDBID,327060
6304318229,633,486,16,1,2,4,2,G20PREDBID,327060
6303918252,770,684,24,5,3,2,9,G20PREDBID,327060
6304318228,463,461,14,0,1,1,3,G20PREDBID,327060
6304318234,482,453,10,1,1,1,7,G20PREDBID,327060
6303918250,636,517,12,3,0,2,4,G20PREDBID,327060
6304318211,956,750,27,7,4,4,4,G20PREDBID,327060
6304318246,800,738,19,2,1,3,6,G20PREDBID,327060
6304318214,312,349,5,0,0,2,1,G20PREDBID,327060
6043918310,282,424,12,1,0,3,3,G20PREDBID,327060
6304318220,599,385,18,4,1,4,0,G20PREDBID,327060
6304318223,877,769,29,3,2,3,10,G20PREDBID,327060
6304318217,642,563,17,0,1,5,6,G20PREDBID,327060
6303918253,522,371,12,1,1,0,3,G20PREDBID,327060
6304318222,745,637,25,4,1,2,5,G20PREDBID,327060
6303918251,851,709,16,1,1,2,4,G20PREDBID,327060
6304318270,496,358,8,3,3,4,3,G20PREDBID,327060
6304318201,864,752,8,2,4,0,2,G20PREDBID,327060
4303918101,1117,1328,35,5,0,6,11,G20PREDBID,327060
4304418208,853,477,35,6,1,0,9,G20PREDBID,327060
6304318205,858,718,22,4,1,3,8,G20PREDBID,327060
6304318204,620,445,27,5,2,5,1,G20PREDBID,327060
6304318203,656,577,20,1,1,4,4,G20PREDBID,327060
4044418304,803,813,32,5,4,3,5,G20PREDBID,327060
4044418302,1011,984,50,3,5,3,5,G20PREDBID,327060
4304418301,1099,640,37,11,1,10,9,G20PREDBID,327060
4043918306,319,676,25,1,2,1,10,G20PREDBID,327060
6043918305,1172,1323,21,5,8,5,4,G20PREDBID,327060
4304418206,432,521,11,1,5,4,12,G20PREDBID,327060
4016362314,655,783,42,3,6,7,7,G20PREDBID,327060
4016362342,201,670,8,0,3,2,2,G20PREDBID,327060
4136362304,452,768,16,0,3,0,4,G20PREDBID,327060
4016362327,786,984,48,7,7,3,9,G20PREDBID,327060
4016362345,188,813,9,2,1,0,3,G20PREDBID,327060
4236362305,362,720,22,3,3,2,4,G20PREDBID,327060
4136362300,370,821,12,2,1,3,1,G20PREDBID,327060
2233364037,654,463,15,4,1,3,6,G20PREDBID,327060
2233364036,1649,1017,38,4,1,9,19,G20PREDBID,327060
1162230006,731,810,21,3,1,4,4,G20PREDBID,327060
1162230009,802,803,23,5,1,2,5,G20PREDBID,327060
1162230008,750,710,28,4,1,1,4,G20PREDBID,327060
1162230012,754,891,20,4,2,2,13,G20PREDBID,327060
1162230002,618,523,9,3,2,1,2,G20PREDBID,327060
6243101159,419,355,17,1,0,2,2,G20PREDBID,327060
6243101256,584,572,20,1,2,4,3,G20PREDBID,327060
6245601259,353,322,6,1,2,2,1,G20PREDBID,327060
6245601073,544,557,15,2,1,2,2,G20PREDBID,327060
6253001240,719,264,10,0,1,2,10,G20PREDBID,327060
6253001258,653,186,9,2,4,4,4,G20PREDBID,327060
