resultspre,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREIPIE,G20PREIWES,G20PREIMCH,G20PREILAR,G20PREOWRI,Winner,Winner Votes
SLC035,337,567,10,6,2,0,4,1,2,14,G20PRERTRU,218423
SLC039,73,651,11,3,0,2,7,1,1,4,G20PRERTRU,218423
SLC040,82,424,10,2,1,2,3,0,0,1,G20PRERTRU,218423
SLC041,136,751,10,3,0,0,3,1,0,5,G20PRERTRU,218423
SLC042,92,569,9,5,2,1,0,0,0,3,G20PRERTRU,218423
SLC043,123,423,1,0,0,0,2,0,0,10,G20PRERTRU,218423
SLC045,120,334,13,2,0,0,0,0,0,6,G20PRERTRU,218423
SLC048,236,658,35,14,5,3,12,1,1,4,G20PRERTRU,218423
SLC049,228,504,8,2,1,2,5,3,1,4,G20PRERTRU,218423
SLC050,285,783,17,11,3,1,3,0,6,12,G20PRERTRU,218423
SLC051,179,425,6,4,4,0,5,0,1,1,G20PRERTRU,218423
SLC052,204,811,18,3,0,2,6,1,5,5,G20PRERTRU,218423
SLC054,404,900,24,6,4,2,6,3,4,14,G20PRERTRU,218423
SLC055,194,808,19,9,2,2,5,0,4,5,G20PRERTRU,218423
SLC057,160,880,29,2,2,1,5,5,4,4,G20PRERTRU,218423
SLC058,127,390,5,6,0,1,3,0,5,2,G20PRERTRU,218423
SLC059,162,910,17,10,1,0,6,2,4,4,G20PRERTRU,218423
SLC060,197,923,18,6,3,1,2,0,5,8,G20PRERTRU,218423
SLC062,220,958,26,10,3,1,9,1,0,10,G20PRERTRU,218423
SLC064,114,828,18,11,0,1,1,2,6,14,G20PRERTRU,218423
SLC065,135,785,27,3,1,1,5,0,1,5,G20PRERTRU,218423
SLC068,107,590,13,7,0,1,2,0,2,5,G20PRERTRU,218423
SLC069,35,164,1,2,1,0,1,1,0,0,G20PRERTRU,218423
SLC070,193,1063,26,9,2,2,2,2,3,5,G20PRERTRU,218423
SLC071,115,629,14,7,1,1,3,1,2,4,G20PRERTRU,218423
SLC072,191,856,21,6,1,0,3,0,6,5,G20PRERTRU,218423
SLC073,0,25,0,0,0,0,0,0,0,0,G20PRERTRU,218423
SLC074,32,70,4,0,0,1,1,0,0,0,G20PRERTRU,218423
SLC076,111,715,6,1,1,0,1,1,2,6,G20PRERTRU,218423
SLC078,93,545,6,3,0,0,4,1,0,1,G20PRERTRU,218423
SLC080,262,421,46,12,0,3,2,0,0,14,G20PRERTRU,218423
SLC083,301,738,16,1,3,3,9,2,0,4,G20PRERTRU,218423
SLC085,318,610,13,6,4,0,8,1,2,11,G20PRERTRU,218423
SLC086,305,531,18,4,4,5,7,1,3,3,G20PRERTRU,218423
SLC090,120,661,15,6,0,1,4,0,1,5,G20PRERTRU,218423
SLC091,126,548,17,4,1,1,2,1,1,3,G20PRERTRU,218423
SLC092,179,747,20,11,1,1,5,1,0,3,G20PRERTRU,218423
SLC093,111,688,13,4,1,1,7,0,0,6,G20PRERTRU,218423
SLC094,99,737,19,5,1,0,2,2,1,5,G20PRERTRU,218423
SLC097,153,946,16,5,1,1,8,0,2,8,G20PRERTRU,218423
SLC098,122,807,11,6,0,3,1,1,2,4,G20PRERTRU,218423
SLC099,112,549,12,2,1,1,2,0,0,1,G20PRERTRU,218423
SLC100,100,400,6,6,2,0,2,0,1,5,G20PRERTRU,218423
SLC101,87,560,6,2,1,2,1,0,0,2,G20PRERTRU,218423
SLC102,115,478,12,0,0,2,1,0,0,6,G20PRERTRU,218423
SLC103,110,866,15,8,0,0,5,2,3,4,G20PRERTRU,218423
SLC105,94,640,13,3,0,0,1,0,4,12,G20PRERTRU,218423
SLC106,123,589,14,2,0,1,2,0,1,7,G20PRERTRU,218423
SLC107,61,553,9,3,0,1,2,1,2,2,G20PRERTRU,218423
SLC108,62,631,7,1,0,0,1,0,0,3,G20PRERTRU,218423
SLC109,90,809,12,6,1,0,2,3,5,4,G20PRERTRU,218423
SLC110,103,704,14,2,1,2,4,0,1,4,G20PRERTRU,218423
SLC112,71,407,7,4,2,1,4,0,2,3,G20PRERTRU,218423
SLC114,132,858,14,5,1,1,3,2,1,5,G20PRERTRU,218423
SLC115,106,682,12,4,1,0,4,0,0,6,G20PRERTRU,218423
SLC116,80,523,5,1,1,0,3,0,1,8,G20PRERTRU,218423
SLC117,132,520,6,2,0,0,1,0,3,11,G20PRERTRU,218423
SLC118,115,551,11,1,0,0,2,2,0,11,G20PRERTRU,218423
SLC119,90,732,14,1,1,0,3,0,1,3,G20PRERTRU,218423
SLC121,135,826,5,3,1,0,5,1,1,2,G20PRERTRU,218423
SLC123,96,608,12,2,1,0,1,0,0,8,G20PRERTRU,218423
SLC125,105,642,13,2,2,0,2,0,1,10,G20PRERTRU,218423
SLC128,222,710,14,1,0,1,4,0,1,14,G20PRERTRU,218423
SLC129,101,494,15,1,1,0,2,2,1,6,G20PRERTRU,218423
SLC130,167,559,19,0,1,0,4,0,1,16,G20PRERTRU,218423
SLC131,140,511,12,1,1,0,1,0,1,9,G20PRERTRU,218423
SLC132,210,717,13,3,2,0,0,0,0,13,G20PRERTRU,218423
SLC134,108,420,5,1,0,0,1,0,0,4,G20PRERTRU,218423
SLC135,200,439,8,2,0,0,3,0,0,19,G20PRERTRU,218423
SLC136,172,459,7,2,1,1,4,1,0,10,G20PRERTRU,218423
SLC137,175,567,13,3,1,0,0,0,1,4,G20PRERTRU,218423
SLC138,193,693,20,3,1,3,2,1,0,8,G20PRERTRU,218423
SLC140,212,445,4,0,1,0,5,0,0,11,G20PRERTRU,218423
SLC141,166,549,12,7,2,0,3,0,0,7,G20PRERTRU,218423
SLC142,188,575,13,6,1,2,5,0,1,4,G20PRERTRU,218423
SLC143,123,518,5,1,0,0,6,2,1,6,G20PRERTRU,218423
SLC144,162,500,8,2,0,0,0,1,0,10,G20PRERTRU,218423
SLC147,176,863,24,6,0,1,2,0,2,5,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
SLC155,216,642,19,3,1,0,5,0,1,10,G20PRERTRU,218423
SLC156,162,523,13,3,0,1,2,0,0,6,G20PRERTRU,218423
SLC163,218,530,9,7,1,0,3,3,0,16,G20PRERTRU,218423
SLC164,150,583,11,3,0,0,3,0,1,4,G20PRERTRU,218423
SLC166,273,419,11,0,0,0,8,1,0,18,G20PRERTRU,218423
SSL002,98,441,16,3,1,1,3,0,1,3,G20PRERTRU,218423
SSL003,23,36,3,1,0,0,0,1,0,0,G20PRERTRU,218423
SSL005,193,565,10,4,0,0,4,0,0,3,G20PRERTRU,218423
SWT001,368,186,10,2,0,1,4,0,0,4,G20PRERTRU,218423
WBN001,452,440,20,6,3,1,6,6,0,7,G20PRERTRU,218423
WBN002,10,11,1,0,0,0,0,0,0,2,G20PRERTRU,218423
WBN004,4,2,0,0,0,0,0,0,0,0,G20PRERTRU,218423
WVC001,153,207,6,5,0,1,1,1,0,3,G20PRERTRU,218423
WVC002,576,621,27,4,4,4,4,1,2,13,G20PRERTRU,218423
WVC003,366,404,26,1,6,3,2,2,1,3,G20PRERTRU,218423
WVC004,343,395,21,3,1,2,4,0,3,4,G20PRERTRU,218423
WVC006,438,505,25,1,2,2,6,3,1,11,G20PRERTRU,218423
WVC007,243,221,4,7,5,0,2,0,0,4,G20PRERTRU,218423
WVC008,329,344,27,10,4,2,8,1,0,4,G20PRERTRU,218423
WVC009,307,276,14,1,7,1,3,3,2,2,G20PRERTRU,218423
WVC010,296,297,15,3,2,4,4,1,1,3,G20PRERTRU,218423
WVC011,296,264,15,2,4,2,2,0,0,7,G20PRERTRU,218423
WVC012,386,457,33,11,11,3,6,0,1,14,G20PRERTRU,218423
WVC013,246,248,12,5,4,0,3,1,0,8,G20PRERTRU,218423
WVC014,346,353,16,5,2,1,3,1,1,5,G20PRERTRU,218423
WVC015,420,595,30,4,3,1,6,0,0,8,G20PRERTRU,218423
WVC016,347,472,13,4,2,2,8,3,0,6,G20PRERTRU,218423
WVC017,184,181,10,1,0,4,7,0,0,2,G20PRERTRU,218423
WVC018,240,188,10,3,2,2,4,0,0,2,G20PRERTRU,218423
WVC019,285,298,13,3,4,3,3,3,0,8,G20PRERTRU,218423
WVC020,1,1,0,0,0,0,0,0,0,0,G20PRERTRU,218423
WVC021,248,395,9,9,5,0,3,3,1,4,G20PRERTRU,218423
WVC022,263,320,11,4,0,3,1,2,2,1,G20PRERTRU,218423
WVC023,132,233,10,0,2,1,2,1,0,2,G20PRERTRU,218423
WVC024,230,272,13,3,3,1,3,1,0,2,G20PRERTRU,218423
WVC025,285,345,20,6,3,1,3,2,1,8,G20PRERTRU,218423
WVC026,313,371,18,5,2,1,6,4,0,4,G20PRERTRU,218423
WVC027,212,271,12,3,3,1,1,1,0,3,G20PRERTRU,218423
WVC028,230,469,9,3,4,2,3,1,5,1,G20PRERTRU,218423
WVC029,141,177,5,5,1,3,2,0,1,1,G20PRERTRU,218423
WVC031,99,127,6,2,2,1,1,0,1,3,G20PRERTRU,218423
WVC035,190,303,10,2,0,0,1,0,3,1,G20PRERTRU,218423
WVC036,130,176,7,6,1,2,0,0,2,3,G20PRERTRU,218423
WVC041,94,160,7,3,0,0,1,0,2,1,G20PRERTRU,218423
WVC042,214,406,20,7,3,2,1,4,3,4,G20PRERTRU,218423
WVC051,355,461,21,6,5,4,4,1,0,5,G20PRERTRU,218423
WVC052,393,343,29,6,6,2,4,1,0,4,G20PRERTRU,218423
WVC053,239,332,19,4,7,2,1,1,2,8,G20PRERTRU,218423
WVC054,537,492,19,2,4,3,2,3,0,3,G20PRERTRU,218423
WVC055,413,388,22,2,8,3,3,2,0,8,G20PRERTRU,218423
WVC056,141,150,13,1,1,0,1,0,1,1,G20PRERTRU,218423
WVC074,145,138,10,1,1,0,1,0,2,3,G20PRERTRU,218423
WVC078,186,165,8,1,1,1,0,0,0,4,G20PRERTRU,218423
Precinct 11,250,860,10,5,7,4,15,2,0,2,G20PRERTRU,218423
Precinct 2,317,126,9,1,0,0,1,0,0,4,G20PRERTRU,218423
Axtell,163,19,2,0,1,0,0,0,0,0,G20PRERTRU,218423
Centerfield City,550,58,5,3,0,0,3,1,1,1,G20PRERTRU,218423
Centerfield-Sterling-Fayette,203,28,2,0,1,0,0,0,0,1,G20PRERTRU,218423
Ephraim City,1594,337,47,2,15,3,14,1,0,27,G20PRERTRU,218423
Ephraim unincorporated,125,13,1,0,0,1,0,0,0,1,G20PRERTRU,218423
Fayette Town,121,8,0,0,0,1,0,1,0,1,G20PRERTRU,218423
Gunnison City,763,92,10,2,2,2,3,1,0,7,G20PRERTRU,218423
Manti City,1471,209,32,3,12,2,2,4,2,16,G20PRERTRU,218423
Manti unincorporated,122,10,0,0,0,0,0,0,0,0,G20PRERTRU,218423
Mayfield City,248,53,6,1,0,0,1,0,0,2,G20PRERTRU,218423
Mount Pleasant City 3 unincorporated,113,14,4,0,0,0,0,0,0,0,G20PRERTRU,218423
Spring City unincorporated,174,23,2,0,0,0,0,0,0,4,G20PRERTRU,218423
Sterling Town,145,11,0,0,0,0,0,1,0,0,G20PRERTRU,218423
Wales-Chester-Fountain Green unincorporated,265,32,5,0,2,0,2,1,0,1,G20PRERTRU,218423
Annabella,446,36,6,1,2,0,1,0,0,0,G20PRERTRU,218423
Aurora,581,47,9,0,0,1,0,0,0,0,G20PRERTRU,218423
Central,378,35,4,1,0,0,5,0,0,0,G20PRERTRU,218423
Elsinore,485,58,6,0,2,0,3,0,0,0,G20PRERTRU,218423
Glenwood,331,19,5,0,1,1,0,0,0,0,G20PRERTRU,218423
Joseph 1.3,193,19,3,0,0,0,0,0,0,0,G20PRERTRU,218423
Joseph 2,114,4,0,0,0,0,0,0,0,0,G20PRERTRU,218423
Koosharem,126,17,4,0,2,0,1,0,1,0,G20PRERTRU,218423
Monroe 8,819,90,8,1,7,0,2,0,0,0,G20PRERTRU,218423
Monroe 9,628,101,9,0,3,2,3,1,0,0,G20PRERTRU,218423
Redmond,408,38,2,3,0,0,1,0,0,0,G20PRERTRU,218423
Richfield 11,399,50,10,1,3,2,1,0,0,0,G20PRERTRU,218423
Richfield 12,359,49,6,2,2,0,1,0,0,1,G20PRERTRU,218423
Richfield 13,387,46,10,0,5,3,3,1,0,0,G20PRERTRU,218423
Richfield 20,362,68,9,2,1,1,0,0,0,0,G20PRERTRU,218423
Richfield 21,314,59,5,0,1,2,3,0,0,0,G20PRERTRU,218423
Richfield 22,366,44,10,0,0,0,1,1,1,0,G20PRERTRU,218423
Richfield 23,510,46,7,0,0,0,1,0,0,0,G20PRERTRU,218423
Richfield 24,455,89,8,1,0,1,0,0,0,0,G20PRERTRU,218423
Salina 14,314,29,3,0,0,0,0,0,0,0,G20PRERTRU,218423
Salina 15,402,56,3,1,0,0,0,1,1,0,G20PRERTRU,218423
Salina 25,282,46,2,1,0,0,2,0,0,0,G20PRERTRU,218423
Sigurd,205,17,2,0,0,0,0,0,0,0,G20PRERTRU,218423
Venice,188,21,2,0,2,0,0,0,0,0,G20PRERTRU,218423
Moose Hollow,249,527,6,3,0,0,2,1,0,5,G20PRERTRU,218423
Summit Park East,167,733,15,3,0,1,2,3,0,7,G20PRERTRU,218423
Summit Park West,67,254,4,0,0,0,0,0,0,1,G20PRERTRU,218423
DUG-01,67,27,4,0,0,0,0,0,0,0,G20PRERTRU,218423
DUG-02,15,9,3,0,0,0,0,0,0,0,G20PRERTRU,218423
ERD-01:1,15,1,1,0,0,0,0,0,0,0,G20PRERTRU,218423
ERD-01:2,73,34,3,1,0,0,0,0,0,0,G20PRERTRU,218423
ERD-02:4,4,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
ERD-10:0,259,87,9,2,1,0,2,0,0,0,G20PRERTRU,218423
ERD-11:0,267,81,4,0,0,0,4,0,0,0,G20PRERTRU,218423
ERD-12:0,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
ERD-13:0,820,233,25,2,8,1,3,3,0,0,G20PRERTRU,218423
ERD-14:0,24,6,1,0,0,0,0,0,0,0,G20PRERTRU,218423
G-01:1,646,132,30,0,3,0,6,2,2,0,G20PRERTRU,218423
G-01:2,89,14,3,0,0,1,0,0,0,0,G20PRERTRU,218423
G-01:3,41,8,1,0,0,0,0,0,0,0,G20PRERTRU,218423
G-02:1,725,165,20,4,8,1,2,3,0,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
G-03:1,1132,246,22,4,9,1,6,2,1,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
G-04:1,720,202,36,1,2,1,5,2,2,0,G20PRERTRU,218423
G-04:2,8,1,0,0,0,0,0,0,0,0,G20PRERTRU,218423
G-05,650,207,17,2,5,1,1,4,2,0,G20PRERTRU,218423
G-06,665,162,24,3,9,3,4,2,1,0,G20PRERTRU,218423
G-15:0,2,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
G-16:0,73,14,1,0,0,0,0,0,0,0,G20PRERTRU,218423
IBA,28,4,0,0,0,0,0,0,0,0,G20PRERTRU,218423
LINC:1,222,91,5,2,1,0,1,0,1,0,G20PRERTRU,218423
LP-01:1,555,219,30,2,11,1,6,2,1,0,G20PRERTRU,218423
LP-02:1,231,60,19,1,8,1,0,2,0,0,G20PRERTRU,218423
LP-17:0,1,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
OPHIR,10,4,0,0,0,0,0,0,0,0,G20PRERTRU,218423
"RV-01:1, RV-01:2",230,41,1,0,3,0,1,0,0,0,G20PRERTRU,218423
SP-01,676,325,18,4,4,2,3,6,2,0,G20PRERTRU,218423
SP-02,542,342,21,0,4,2,6,3,2,0,G20PRERTRU,218423
SP-03,627,347,44,4,8,2,5,2,0,0,G20PRERTRU,218423
SP-04,552,285,29,4,4,5,8,3,0,0,G20PRERTRU,218423
SP-05,435,287,23,2,5,2,4,1,0,0,G20PRERTRU,218423
SP-06,259,130,18,2,7,0,4,2,0,0,G20PRERTRU,218423
SP-07,524,334,33,1,2,1,3,3,2,0,G20PRERTRU,218423
STK-01:1-01:2,151,66,10,0,2,1,2,0,0,0,G20PRERTRU,218423
STK-02:1-02:2,558,107,13,0,2,0,3,2,0,0,G20PRERTRU,218423
T-01,359,181,18,0,4,1,0,0,1,0,G20PRERTRU,218423
T-02,282,223,13,2,3,2,0,0,0,0,G20PRERTRU,218423
T-03:1-03:2,314,211,20,1,4,0,4,1,0,0,G20PRERTRU,218423
T-04:1-04:2,589,257,15,4,0,1,5,0,0,0,G20PRERTRU,218423
T-05,264,188,6,0,2,2,3,4,0,0,G20PRERTRU,218423
T-06,269,151,13,1,1,0,2,1,0,0,G20PRERTRU,218423
T-07,280,173,13,1,3,1,4,0,1,0,G20PRERTRU,218423
T-08,354,176,17,1,1,2,1,1,0,0,G20PRERTRU,218423
T-09,506,286,40,1,1,3,3,3,1,0,G20PRERTRU,218423
T-10,531,266,24,4,4,1,6,1,2,0,G20PRERTRU,218423
T-11,314,134,12,3,1,1,1,1,0,0,G20PRERTRU,218423
T-12,378,194,24,1,4,1,2,0,1,0,G20PRERTRU,218423
T-13,370,165,17,0,4,0,0,3,1,0,G20PRERTRU,218423
T-14,511,284,51,0,8,3,4,1,0,0,G20PRERTRU,218423
T-15,618,260,40,3,5,3,8,1,1,0,G20PRERTRU,218423
T-16,544,307,51,6,5,2,8,1,0,0,G20PRERTRU,218423
T-17,616,228,24,0,4,1,7,1,4,0,G20PRERTRU,218423
T-18,420,248,28,4,6,4,3,5,0,0,G20PRERTRU,218423
T-19,356,181,21,5,4,3,2,3,3,0,G20PRERTRU,218423
T-20,409,162,16,3,5,1,0,3,0,0,G20PRERTRU,218423
T-21,591,304,22,0,6,5,9,7,2,0,G20PRERTRU,218423
TERRA,45,13,0,0,0,0,0,0,0,0,G20PRERTRU,218423
VERN-01:1-01:2,121,16,1,0,0,0,1,0,0,0,G20PRERTRU,218423
WEND,77,64,4,0,0,0,0,0,0,0,G20PRERTRU,218423
(Unincorporated) EL2,77,5,3,0,1,0,1,0,0,0,G20PRERTRU,218423
(Unincorporated) FF,4,1,0,0,0,0,0,0,0,0,G20PRERTRU,218423
AV51,354,99,10,0,0,0,1,0,0,2,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
COCDSR,136,29,3,0,0,0,0,0,0,0,G20PRERTRU,218423
COCNBR,224,23,4,0,2,1,0,0,0,4,G20PRERTRU,218423
CODAV,446,169,10,2,1,1,1,0,1,8,G20PRERTRU,218423
CODIV,554,68,14,0,3,0,0,0,0,8,G20PRERTRU,218423
CODXDR,292,54,13,1,2,0,0,0,1,4,G20PRERTRU,218423
COGL,55,13,1,0,0,0,0,0,0,0,G20PRERTRU,218423
COGUBL,6,1,0,0,0,0,0,0,0,0,G20PRERTRU,218423
COHS74,20,10,0,1,0,0,0,0,0,0,G20PRERTRU,218423
COHV28,25,3,0,0,0,0,0,0,0,0,G20PRERTRU,218423
COHV29,7,1,0,0,0,0,0,0,0,0,G20PRERTRU,218423
COLEED,164,28,4,0,0,0,0,0,0,4,G20PRERTRU,218423
CONCF,111,9,0,0,0,0,0,0,0,4,G20PRERTRU,218423
CONH,605,96,16,1,6,0,2,1,0,0,G20PRERTRU,218423
COPINE,157,27,0,0,0,0,1,0,0,2,G20PRERTRU,218423
COSN28,9,21,0,1,0,0,0,0,0,2,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
COVE,256,33,2,0,1,0,0,0,0,2,G20PRERTRU,218423
COWH,539,94,11,1,0,1,1,0,0,14,G20PRERTRU,218423
EN82,877,47,18,0,1,0,4,2,0,16,G20PRERTRU,218423
HIL97,284,25,3,0,0,1,1,0,0,6,G20PRERTRU,218423
HU52,666,166,26,0,4,1,3,0,0,20,G20PRERTRU,218423
HU53,761,181,19,1,0,0,3,0,0,10,G20PRERTRU,218423
HU54,807,168,21,1,2,0,2,0,0,22,G20PRERTRU,218423
HU55,569,110,11,2,4,0,1,1,0,12,G20PRERTRU,218423
HU56,915,357,18,1,1,1,2,1,1,18,G20PRERTRU,218423
HU57,703,261,15,4,5,0,1,0,0,12,G20PRERTRU,218423
HU58,857,143,21,4,5,1,1,1,1,4,G20PRERTRU,218423
HU59,809,256,17,2,6,2,7,0,0,6,G20PRERTRU,218423
HU60,705,156,6,2,2,0,3,0,0,16,G20PRERTRU,218423
HU61,833,157,11,2,1,0,2,0,1,8,G20PRERTRU,218423
IV76,531,223,11,0,2,1,4,4,1,10,G20PRERTRU,218423
IV77,883,398,36,2,8,1,4,0,0,6,G20PRERTRU,218423
IV78,649,594,15,2,2,0,5,0,0,18,G20PRERTRU,218423
IV79,667,266,15,1,4,0,3,0,0,20,G20PRERTRU,218423
IV80,694,351,15,5,2,1,2,0,0,30,G20PRERTRU,218423
LA85,535,145,20,2,2,1,2,1,0,2,G20PRERTRU,218423
LA86,446,126,10,0,4,2,0,2,0,16,G20PRERTRU,218423
LA87,450,84,23,1,2,1,1,3,1,14,G20PRERTRU,218423
LE90,477,105,4,0,0,0,0,0,0,8,G20PRERTRU,218423
NH93,134,16,3,0,0,0,0,0,0,0,G20PRERTRU,218423
RC94,58,95,2,2,1,0,2,0,0,2,G20PRERTRU,218423
SC71,1056,181,26,5,3,0,5,1,0,18,G20PRERTRU,218423
SC72,525,137,24,1,0,2,2,1,0,10,G20PRERTRU,218423
SC73,723,193,24,1,2,1,5,0,1,20,G20PRERTRU,218423
SC74,868,269,29,1,1,0,7,2,0,20,G20PRERTRU,218423
SG01,485,203,13,1,1,1,2,0,1,2,G20PRERTRU,218423
SG02,542,178,17,2,1,2,4,0,1,0,G20PRERTRU,218423
SG03,409,160,19,1,3,0,6,1,1,10,G20PRERTRU,218423
SG04,374,148,15,1,4,3,2,2,1,8,G20PRERTRU,218423
SG05,412,125,16,5,0,1,2,0,0,8,G20PRERTRU,218423
SG06,434,197,11,3,4,1,6,0,0,18,G20PRERTRU,218423
SG07,485,179,25,3,1,2,2,2,0,12,G20PRERTRU,218423
SG08,534,210,14,3,4,0,2,1,0,10,G20PRERTRU,218423
SG09,660,323,25,1,0,0,2,3,0,16,G20PRERTRU,218423
SG10,323,98,10,0,1,0,2,1,0,4,G20PRERTRU,218423
SG11,664,249,21,4,0,1,4,0,0,8,G20PRERTRU,218423
SG12,565,251,32,2,2,1,0,0,0,14,G20PRERTRU,218423
SG13,479,287,17,3,1,2,4,1,1,6,G20PRERTRU,218423
SG14,388,219,5,0,0,0,4,0,0,10,G20PRERTRU,218423
SG15,642,203,16,3,3,1,5,0,0,8,G20PRERTRU,218423
SG16,592,188,13,2,2,0,1,0,1,6,G20PRERTRU,218423
SG17,898,271,16,0,2,1,2,1,0,34,G20PRERTRU,218423
SG18,629,214,25,3,3,1,2,1,1,6,G20PRERTRU,218423
SG19,782,254,21,5,9,0,7,0,1,26,G20PRERTRU,218423
SG20,743,308,21,4,1,2,5,0,0,22,G20PRERTRU,218423
SG21,859,311,19,1,1,2,3,1,1,20,G20PRERTRU,218423
SG22,514,172,7,1,3,1,3,0,0,14,G20PRERTRU,218423
SG23,708,275,20,4,1,1,4,2,0,18,G20PRERTRU,218423
SG24,422,110,8,6,1,0,5,1,1,12,G20PRERTRU,218423
SG25,487,151,19,0,1,0,1,1,0,12,G20PRERTRU,218423
SG26,623,134,18,1,1,1,1,0,0,8,G20PRERTRU,218423
SG27,776,252,26,1,3,1,3,2,0,30,G20PRERTRU,218423
SG28,781,242,21,3,2,4,3,1,0,12,G20PRERTRU,218423
SG29,699,208,20,3,2,3,5,0,2,20,G20PRERTRU,218423
SG30,835,262,24,4,1,0,3,2,0,8,G20PRERTRU,218423
SG31,702,151,10,1,2,1,2,0,0,8,G20PRERTRU,218423
SG32,743,163,20,1,0,1,8,1,0,6,G20PRERTRU,218423
SG33,477,102,14,1,1,1,2,0,0,8,G20PRERTRU,218423
SG34,943,313,32,8,4,3,6,0,0,12,G20PRERTRU,218423
SG35,724,314,37,2,3,1,4,0,1,16,G20PRERTRU,218423
SG36,660,250,15,1,1,0,1,0,0,24,G20PRERTRU,218423
SG37,602,229,18,1,3,1,10,3,0,4,G20PRERTRU,218423
SG38,648,279,31,4,5,1,4,2,0,10,G20PRERTRU,218423
SG39,573,311,8,0,0,1,0,0,0,8,G20PRERTRU,218423
SG40,696,123,12,0,2,0,4,0,0,28,G20PRERTRU,218423
SG41,450,232,4,0,1,1,1,0,0,4,G20PRERTRU,218423
SG42,833,181,19,3,1,0,6,0,0,30,G20PRERTRU,218423
SG43,787,159,15,2,4,0,4,0,2,16,G20PRERTRU,218423
SG44,1452,253,24,3,5,2,2,3,1,25,G20PRERTRU,218423
SG45,982,179,27,3,4,0,3,0,0,26,G20PRERTRU,218423
SG46,585,307,3,0,0,0,0,0,0,10,G20PRERTRU,218423
SG47,680,304,8,0,1,2,4,0,0,12,G20PRERTRU,218423
SG48,531,164,9,1,2,0,2,0,0,22,G20PRERTRU,218423
SG49,1006,153,27,2,4,0,7,4,0,19,G20PRERTRU,218423
SG50,1043,191,23,2,1,1,4,1,1,9,G20PRERTRU,218423
SG51,690,273,3,0,2,2,1,2,0,10,G20PRERTRU,218423
,0,0,0,0,0,0,0,0,0,0,G20PRERTRU,218423
SP95,126,235,3,1,2,0,2,0,0,2,G20PRERTRU,218423
TQ96,825,212,21,2,4,0,3,1,0,8,G20PRERTRU,218423
VI89,243,164,13,0,1,0,3,3,2,4,G20PRERTRU,218423
WA60,706,176,11,0,2,1,2,0,0,10,G20PRERTRU,218423
WA61,635,245,23,1,4,0,5,0,1,22,G20PRERTRU,218423
WA62,649,190,29,1,2,0,8,0,0,14,G20PRERTRU,218423
WA63,646,176,21,4,2,3,1,0,0,6,G20PRERTRU,218423
WA64,768,247,14,1,2,2,0,2,1,8,G20PRERTRU,218423
WA65,645,124,18,3,1,0,1,0,0,26,G20PRERTRU,218423
WA66,802,288,14,6,2,0,2,0,1,14,G20PRERTRU,218423
WA67,968,181,34,5,1,1,3,1,2,22,G20PRERTRU,218423
WA68,1197,164,32,0,0,0,7,0,0,14,G20PRERTRU,218423
WA69,961,204,20,2,5,0,6,1,0,16,G20PRERTRU,218423
WA70,715,129,17,1,4,0,1,0,0,10,G20PRERTRU,218423
WA71,1164,394,21,1,3,2,5,3,1,15,G20PRERTRU,218423
WA72,585,129,22,3,0,0,1,1,0,24,G20PRERTRU,218423
WA73,666,271,5,2,2,3,0,1,0,16,G20PRERTRU,218423
Bicknell Inside/Outside,227,38,1,0,1,0,2,0,0,0,G20PRERTRU,218423
Fremont,130,18,1,0,0,0,0,0,0,0,G20PRERTRU,218423
Hanksville Inside/Outside,117,21,1,0,1,1,1,0,0,1,G20PRERTRU,218423
Loa Inside/Outside,338,35,3,0,1,0,2,0,0,1,G20PRERTRU,218423
Lyman Inside/Outside,165,8,0,0,0,1,1,0,1,2,G20PRERTRU,218423
Teasdale,118,91,1,2,0,0,1,1,1,3,G20PRERTRU,218423
Torrey Inside/Outside,134,154,2,1,0,0,0,0,0,2,G20PRERTRU,218423
Hooper 001,767,127,10,2,3,1,3,1,1,0,G20PRERTRU,218423
