PRECINCT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,Winner,Winner Votes
7243401040,515,440,17,7,4,2,9,G20PREDBID,324828
7243401041,609,342,18,2,2,3,8,G20PREDBID,324828
7213401042,610,289,20,5,0,2,8,G20PREDBID,324828
7213401035,528,307,11,2,1,2,4,G20PREDBID,324828
7243401037,491,237,6,1,1,6,3,G20PREDBID,324828
7213401036,411,368,6,1,3,2,4,G20PREDBID,324828
7213401030,510,319,9,4,8,6,7,G20PREDBID,324828
7253401028,534,264,12,4,1,4,7,G20PREDBID,324828
7213201023,623,257,10,4,1,3,5,G20PREDBID,324828
7213501012,653,375,11,3,5,3,8,G20PREDBID,324828
7213501020,735,272,25,4,1,3,2,G20PREDBID,324828
7213501019,453,228,7,9,1,2,3,G20PREDBID,324828
7213501025,759,356,15,2,1,7,5,G20PREDBID,324828
7213501018,583,316,15,4,3,2,7,G20PREDBID,324828
7213501026,1058,474,22,8,2,4,6,G20PREDBID,324828
7213501017,568,325,19,3,1,2,6,G20PREDBID,324828
7243501031,787,494,23,4,3,3,6,G20PREDBID,324828
7213201004,531,243,11,5,1,0,1,G20PREDBID,324828
7243101105,100,52,5,0,1,0,0,G20PREDBID,324828
7253101113,659,377,16,3,4,5,6,G20PREDBID,324828
7253101111,642,388,13,10,2,4,9,G20PREDBID,324828
7253101110,512,285,13,1,2,2,4,G20PREDBID,324828
7253101109,684,407,17,7,1,2,6,G20PREDBID,324828
7253101106,966,530,31,7,1,5,5,G20PREDBID,324828
7253101107,760,496,23,0,4,9,1,G20PREDBID,324828
7253001132,907,428,32,8,3,4,12,G20PREDBID,324828
7213001140,372,255,9,1,0,3,7,G20PREDBID,324828
7213201128,852,432,17,0,4,5,11,G20PREDBID,324828
7213201126,855,387,18,6,2,5,12,G20PREDBID,324828
7243501060,559,500,14,4,0,2,8,G20PREDBID,324828
7243501061,728,432,15,4,2,3,4,G20PREDBID,324828
7243501062,623,501,16,2,1,2,3,G20PREDBID,324828
7243501064,865,467,33,3,2,3,6,G20PREDBID,324828
7243401104,599,397,16,2,2,2,7,G20PREDBID,324828
7213201120,727,348,23,3,3,9,4,G20PREDBID,324828
7213201119,702,359,18,6,2,9,6,G20PREDBID,324828
7213201022,774,378,20,5,1,7,5,G20PREDBID,324828
7213501024,782,358,15,7,3,0,6,G20PREDBID,324828
7213201021,820,370,25,3,1,1,5,G20PREDBID,324828
7213201121,613,341,13,4,2,3,6,G20PREDBID,324828
7243501045,404,268,10,1,0,1,7,G20PREDBID,324828
7243501034,674,416,22,2,1,0,4,G20PREDBID,324828
7243501046,392,329,4,2,0,0,2,G20PREDBID,324828
7253001142,464,526,14,1,0,0,5,G20PREDBID,324828
7213101117,939,422,29,4,1,5,10,G20PREDBID,324828
7253101114,597,311,12,7,5,5,1,G20PREDBID,324828
7253101115,606,353,13,3,0,3,9,G20PREDBID,324828
7243501059,668,364,16,3,2,1,3,G20PREDBID,324828
7243501055,448,355,9,1,1,3,0,G20PREDBID,324828
7243501049,621,449,17,2,1,1,7,G20PREDBID,324828
7243501050,526,354,16,6,3,2,3,G20PREDBID,324828
7243501043,611,349,11,2,1,3,2,G20PREDBID,324828
7243501044,585,345,12,2,2,2,5,G20PREDBID,324828
7243401101,721,419,28,2,2,2,5,G20PREDBID,324828
6253001154,14,39,0,0,0,0,0,G20PREDBID,324828
7213001200,26,84,4,0,0,0,0,G20PREDBID,324828
7213201209,504,339,17,4,2,4,4,G20PREDBID,324828
7213001210,924,716,31,6,3,1,12,G20PREDBID,324828
7213001207,353,290,10,5,1,3,3,G20PREDBID,324828
7213001205,618,569,15,7,0,5,6,G20PREDBID,324828
7253001131,386,238,14,3,1,0,3,G20PREDBID,324828
7213001212,346,308,14,0,1,0,3,G20PREDBID,324828
7213201216,825,612,17,2,2,12,9,G20PREDBID,324828
6253001152,579,514,20,3,1,6,2,G20PREDBID,324828
7253001148,492,361,15,3,3,2,7,G20PREDBID,324828
7243101145,789,602,21,5,2,6,5,G20PREDBID,324828
7243101136,512,471,21,2,3,2,7,G20PREDBID,324828
7243101135,688,604,22,3,1,7,10,G20PREDBID,324828
7213201006,668,237,7,4,2,1,4,G20PREDBID,324828
7213201005,968,360,18,4,3,5,9,G20PREDBID,324828
7213501011,983,424,28,5,3,4,8,G20PREDBID,324828
7243501066,223,155,4,3,1,0,4,G20PREDBID,324828
7243501067,316,247,3,0,0,2,1,G20PREDBID,324828
7243501054,481,331,10,2,0,2,3,G20PREDBID,324828
7243401081,545,412,17,6,2,2,7,G20PREDBID,324828
7243101146,593,386,27,2,1,8,7,G20PREDBID,324828
7243101137,773,625,20,2,6,3,13,G20PREDBID,324828
7243101097,555,476,12,3,5,3,5,G20PREDBID,324828
7253101108,802,475,21,8,4,4,6,G20PREDBID,324828
7213001130,146,106,5,0,0,1,2,G20PREDBID,324828
7213201208,304,194,15,5,1,3,3,G20PREDBID,324828
7253001144,666,569,34,1,4,1,7,G20PREDBID,324828
7253001139,188,148,6,1,2,1,2,G20PREDBID,324828
7213001141,654,423,21,6,1,9,7,G20PREDBID,324828
7213001206,613,619,19,3,1,3,8,G20PREDBID,324828
7213201127,505,279,13,7,4,3,4,G20PREDBID,324828
6243101151,687,581,24,1,0,1,4,G20PREDBID,324828
7213001204,344,297,8,2,1,4,0,G20PREDBID,324828
7213001199,347,409,7,3,1,3,3,G20PREDBID,324828
7213001201,224,211,6,0,0,1,0,G20PREDBID,324828
7213001202,286,295,7,2,0,4,3,G20PREDBID,324828
7213001203,296,335,8,1,1,1,3,G20PREDBID,324828
7213001211,181,198,4,0,0,0,0,G20PREDBID,324828
7213001213,521,313,26,0,1,3,2,G20PREDBID,324828
7213001215,503,592,26,4,1,3,1,G20PREDBID,324828
7213001214,580,432,16,3,2,5,0,G20PREDBID,324828
7213201217,494,348,10,1,1,2,4,G20PREDBID,324828
7213201218,408,361,15,2,1,5,1,G20PREDBID,324828
7213201219,337,202,7,0,0,0,2,G20PREDBID,324828
7213201222,210,156,6,2,0,0,3,G20PREDBID,324828
7213201221,270,182,3,3,2,1,8,G20PREDBID,324828
7213201220,136,86,4,0,0,0,0,G20PREDBID,324828
7213101118,522,282,15,3,1,6,7,G20PREDBID,324828
7243101078,276,242,10,1,2,3,3,G20PREDBID,324828
7243401084,338,319,11,1,0,0,7,G20PREDBID,324828
7243101149,541,490,25,3,2,1,7,G20PREDBID,324828
6253001153,376,427,20,0,5,3,1,G20PREDBID,324828
7253101133,738,518,13,8,2,4,2,G20PREDBID,324828
7243401038,773,491,41,4,2,4,6,G20PREDBID,324828
7253401029,805,325,22,9,1,7,7,G20PREDBID,324828
7213401027,450,191,11,1,0,2,4,G20PREDBID,324828
6243401077,431,371,16,1,0,1,4,G20PREDBID,324828
7253101116,367,231,11,3,2,2,3,G20PREDBID,324828
6243401075,279,297,16,2,1,0,4,G20PREDBID,324828
7253101112,649,270,18,6,4,6,6,G20PREDBID,324828
7253101250,450,175,13,11,2,2,2,G20PREDBID,324828
7213201125,483,230,7,5,2,2,2,G20PREDBID,324828
7213201254,451,231,5,2,1,2,1,G20PREDBID,324828
7213201255,347,169,6,2,1,6,1,G20PREDBID,324828
7213201224,12,24,2,0,0,2,0,G20PREDBID,324828
7213201223,0,0,0,0,0,0,0,G20PREDBID,324828
7213201129,700,400,10,1,3,5,10,G20PREDBID,324828
7213201124,818,309,5,4,4,1,5,G20PREDBID,324828
7213201123,792,334,10,2,2,6,5,G20PREDBID,324828
7213201122,399,204,7,4,1,4,3,G20PREDBID,324828
7213201002,1097,350,18,6,2,3,6,G20PREDBID,324828
6253001243,258,655,4,0,1,1,4,G20PREDBID,324828
7213001225,70,122,5,0,0,2,4,G20PREDBID,324828
7213201009,565,278,7,2,0,1,4,G20PREDBID,324828
7213201008,615,292,18,0,0,1,6,G20PREDBID,324828
7213201007,678,404,11,2,0,3,6,G20PREDBID,324828
7213501014,653,366,19,2,0,5,6,G20PREDBID,324828
7213501013,940,465,20,4,4,2,9,G20PREDBID,324828
7243501065,636,358,18,4,4,6,6,G20PREDBID,324828
7243501056,776,485,26,5,2,2,9,G20PREDBID,324828
7243501057,573,355,12,4,1,2,2,G20PREDBID,324828
7243501058,822,273,27,5,1,1,8,G20PREDBID,324828
7243501063,670,456,21,1,1,0,4,G20PREDBID,324828
7243501068,745,437,33,3,1,7,3,G20PREDBID,324828
7243501069,658,559,17,1,0,6,3,G20PREDBID,324828
7243501070,437,472,12,2,2,0,2,G20PREDBID,324828
7213201001,900,268,15,4,3,4,4,G20PREDBID,324828
7213501010,808,376,19,2,3,7,6,G20PREDBID,324828
7213501015,771,397,17,3,4,7,8,G20PREDBID,324828
7213501016,666,358,16,15,4,4,3,G20PREDBID,324828
7243501032,618,367,16,5,4,4,5,G20PREDBID,324828
7243501033,957,514,33,4,0,1,2,G20PREDBID,324828
7243501047,648,399,18,1,0,1,8,G20PREDBID,324828
7243501048,484,353,10,0,1,1,6,G20PREDBID,324828
2163307101,964,290,28,2,0,0,3,G20PREDBID,324828
2163307100,997,355,19,1,1,1,2,G20PREDBID,324828
2161307900,409,60,2,2,0,1,0,G20PREDBID,324828
2161307901,434,195,12,3,2,2,0,G20PREDBID,324828
1340516502,649,110,8,4,0,3,7,G20PREDBID,324828
1330716744,1474,317,19,1,0,4,6,G20PREDBID,324828
1330716701,876,93,9,6,0,5,5,G20PREDBID,324828
1330716745,1374,285,24,0,0,4,4,G20PREDBID,324828
1330716742,759,179,20,2,1,6,4,G20PREDBID,324828
1330716746,1768,386,28,2,0,1,3,G20PREDBID,324828
1340516503,754,130,8,3,2,2,9,G20PREDBID,324828
1340516504,755,132,6,0,0,1,6,G20PREDBID,324828
1330816807,1161,88,15,1,2,11,5,G20PREDBID,324828
1340416402,1133,183,13,2,2,5,5,G20PREDBID,324828
1340416403,996,215,12,7,1,4,2,G20PREDBID,324828
1340416401,966,311,8,3,1,2,0,G20PREDBID,324828
1160116122,696,420,10,3,2,1,8,G20PREDBID,324828
1160116123,625,528,11,2,0,4,5,G20PREDBID,324828
1340416433,872,230,13,5,2,6,7,G20PREDBID,324828
1340416431,1018,244,13,10,1,1,4,G20PREDBID,324828
1340416412,1252,147,14,3,0,4,3,G20PREDBID,324828
1340416407,1180,213,27,3,0,0,7,G20PREDBID,324828
1340416413,1220,195,13,8,0,1,3,G20PREDBID,324828
1340416435,718,177,14,4,2,3,3,G20PREDBID,324828
1340416428,852,208,17,4,2,0,8,G20PREDBID,324828
1340416423,944,302,10,4,1,6,6,G20PREDBID,324828
1340416419,1094,215,17,5,0,2,5,G20PREDBID,324828
1320116107,967,391,26,4,0,4,13,G20PREDBID,324828
1320116105,937,338,17,5,6,6,7,G20PREDBID,324828
1320116103,886,274,14,7,1,3,8,G20PREDBID,324828
1340116101,962,219,10,6,2,5,7,G20PREDBID,324828
1160116112,669,346,16,3,0,1,13,G20PREDBID,324828
1320116110,895,330,18,2,4,3,12,G20PREDBID,324828
1160116125,686,483,20,3,1,2,1,G20PREDBID,324828
1160116124,594,469,24,2,3,2,6,G20PREDBID,324828
1160116126,836,490,27,4,0,1,4,G20PREDBID,324828
1160116120,867,392,22,3,2,6,6,G20PREDBID,324828
1160116128,505,390,11,0,1,3,2,G20PREDBID,324828
1160116132,672,534,16,0,0,2,2,G20PREDBID,324828
1160116127,924,528,16,2,7,4,7,G20PREDBID,324828
1340416404,1207,205,23,3,2,4,4,G20PREDBID,324828
2233364001,1030,483,17,5,3,6,7,G20PREDBID,324828
2233364002,1496,506,51,3,2,9,7,G20PREDBID,324828
2233364006,1468,441,54,9,1,7,11,G20PREDBID,324828
2233364032,1294,753,38,1,5,0,7,G20PREDBID,324828
2233364033,1023,540,22,3,1,1,5,G20PREDBID,324828
2233364034,230,368,7,0,2,2,1,G20PREDBID,324828
2233364013,574,259,17,3,2,2,6,G20PREDBID,324828
2233364036,1649,1017,38,4,1,9,19,G20PREDBID,324828
2233364021,1080,549,30,6,2,5,9,G20PREDBID,324828
2233364027,881,480,26,2,3,4,2,G20PREDBID,324828
2233364018,498,265,16,1,2,1,8,G20PREDBID,324828
2233364022,774,449,13,2,4,1,6,G20PREDBID,324828
2202530073,583,547,13,3,2,5,9,G20PREDBID,324828
2202530072,903,723,58,7,5,6,8,G20PREDBID,324828
2222230081,719,714,20,4,1,0,3,G20PREDBID,324828
2202530070,952,727,33,5,3,4,7,G20PREDBID,324828
7192930127,979,615,46,6,4,3,4,G20PREDBID,324828
7192930260,828,439,29,5,2,3,4,G20PREDBID,324828
7192930129,654,505,27,12,3,1,4,G20PREDBID,324828
7192930134,804,432,16,2,2,3,6,G20PREDBID,324828
7162530096,72,59,1,0,0,1,0,G20PREDBID,324828
7192930140,828,523,23,6,2,0,8,G20PREDBID,324828
7222830303,329,210,9,0,0,4,0,G20PREDBID,324828
7222830280,566,288,10,1,0,1,2,G20PREDBID,324828
7222830256,571,360,12,4,1,2,4,G20PREDBID,324828
7222830255,857,409,12,5,3,3,1,G20PREDBID,324828
2162530036,950,787,43,2,1,3,7,G20PREDBID,324828
7202830286,662,531,12,3,4,2,2,G20PREDBID,324828
7222830306,501,235,10,2,1,2,6,G20PREDBID,324828
7222830250,836,430,13,5,1,1,3,G20PREDBID,324828
7222830249,828,196,34,3,1,2,4,G20PREDBID,324828
7222830248,803,404,26,7,1,6,4,G20PREDBID,324828
7222830246,567,388,15,3,0,1,4,G20PREDBID,324828
7222830254,994,563,25,4,1,1,10,G20PREDBID,324828
7222830253,603,396,28,6,2,1,11,G20PREDBID,324828
7222830252,1094,593,34,3,3,5,12,G20PREDBID,324828
7222830251,675,242,15,4,0,1,7,G20PREDBID,324828
7202330179,1060,601,46,7,4,8,3,G20PREDBID,324828
7202330178,549,292,24,2,1,6,3,G20PREDBID,324828
7202330177,558,382,16,1,3,4,4,G20PREDBID,324828
7222830244,745,488,19,6,1,1,7,G20PREDBID,324828
7222830240,899,563,36,4,3,9,9,G20PREDBID,324828
7222830238,932,448,50,5,1,2,6,G20PREDBID,324828
7202330172,1056,597,15,7,5,6,10,G20PREDBID,324828
7202330171,619,382,20,2,1,2,1,G20PREDBID,324828
7202330170,786,662,19,5,1,2,9,G20PREDBID,324828
7202330169,714,609,14,2,4,3,3,G20PREDBID,324828
7202330176,807,531,22,0,2,2,4,G20PREDBID,324828
7202330175,556,322,17,3,2,0,3,G20PREDBID,324828
7202330174,970,671,25,5,3,1,8,G20PREDBID,324828
7202330173,1167,487,49,19,1,5,15,G20PREDBID,324828
7202330164,1017,595,29,2,0,4,4,G20PREDBID,324828
7202330163,555,241,10,2,1,2,3,G20PREDBID,324828
7202330162,882,421,19,4,3,3,4,G20PREDBID,324828
7222330229,983,559,33,7,4,6,5,G20PREDBID,324828
7202330168,514,414,10,4,2,3,7,G20PREDBID,324828
7202330167,675,293,25,2,3,3,0,G20PREDBID,324828
7202330166,1045,594,22,5,2,3,14,G20PREDBID,324828
7202330165,1102,571,16,5,3,6,8,G20PREDBID,324828
7222330224,940,365,28,12,1,2,10,G20PREDBID,324828
7222330223,845,578,23,5,3,2,5,G20PREDBID,324828
7222330222,703,385,17,5,2,8,8,G20PREDBID,324828
7222330221,510,386,19,4,3,2,10,G20PREDBID,324828
7222330228,574,379,16,3,2,2,0,G20PREDBID,324828
7222330227,738,217,12,1,2,1,4,G20PREDBID,324828
7222330226,882,285,19,7,3,3,10,G20PREDBID,324828
7222330225,725,360,16,4,0,5,8,G20PREDBID,324828
7202830216,910,543,35,7,3,0,11,G20PREDBID,324828
7202830215,781,456,16,1,0,3,4,G20PREDBID,324828
7202830214,1004,749,27,3,0,4,5,G20PREDBID,324828
7202830213,822,443,16,0,1,1,1,G20PREDBID,324828
7222330220,761,270,20,9,1,7,8,G20PREDBID,324828
7222230219,423,409,9,3,3,4,2,G20PREDBID,324828
7222230218,510,504,12,5,5,2,1,G20PREDBID,324828
7202830217,628,497,16,7,1,1,2,G20PREDBID,324828
7202730290,710,515,20,4,2,4,2,G20PREDBID,324828
7202730211,865,746,45,3,3,3,2,G20PREDBID,324828
7202730210,664,536,14,1,3,2,9,G20PREDBID,324828
7202730209,726,813,34,4,3,1,8,G20PREDBID,324828
7202830212,878,585,21,1,4,3,1,G20PREDBID,324828
7202730297,741,606,32,3,1,5,2,G20PREDBID,324828
7202730296,957,761,26,1,0,6,5,G20PREDBID,324828
7202730295,839,538,27,3,0,1,4,G20PREDBID,324828
7202530204,915,445,23,2,6,0,7,G20PREDBID,324828
7202530202,736,488,15,1,1,2,3,G20PREDBID,324828
7202730208,882,785,29,1,4,4,6,G20PREDBID,324828
7202730207,942,721,25,1,2,2,6,G20PREDBID,324828
7202730206,561,705,23,2,1,4,4,G20PREDBID,324828
7202730205,913,716,24,0,2,2,7,G20PREDBID,324828
7202430272,524,238,12,6,1,1,7,G20PREDBID,324828
7202430201,999,586,21,5,2,4,6,G20PREDBID,324828
7202430199,616,562,18,5,1,2,4,G20PREDBID,324828
7202430198,634,383,13,6,3,6,3,G20PREDBID,324828
7202430305,516,221,11,2,0,0,3,G20PREDBID,324828
7202430300,591,456,18,2,1,1,5,G20PREDBID,324828
7202430289,545,355,13,1,0,3,6,G20PREDBID,324828
7202430273,499,377,17,4,5,1,3,G20PREDBID,324828
7202430191,1256,547,19,8,3,4,6,G20PREDBID,324828
7202430190,600,435,17,6,1,1,3,G20PREDBID,324828
7202430189,649,337,17,3,2,2,10,G20PREDBID,324828
7202430188,919,360,18,3,3,7,5,G20PREDBID,324828
7202430196,1017,368,18,4,2,4,5,G20PREDBID,324828
7202430195,555,326,17,4,2,11,6,G20PREDBID,324828
7202430193,896,483,26,3,3,2,2,G20PREDBID,324828
7202430192,974,532,13,6,4,6,5,G20PREDBID,324828
7202430183,618,688,16,1,4,3,2,G20PREDBID,324828
7202430187,696,506,10,2,1,1,1,G20PREDBID,324828
7202430186,1116,494,37,2,2,2,6,G20PREDBID,324828
7202430185,844,526,29,2,0,5,8,G20PREDBID,324828
7202430184,474,312,12,1,1,2,6,G20PREDBID,324828
7202330309,440,268,10,1,1,1,1,G20PREDBID,324828
7202330307,495,311,16,1,1,1,6,G20PREDBID,324828
7202330302,336,147,15,3,1,1,6,G20PREDBID,324828
7202330301,305,160,12,1,0,0,3,G20PREDBID,324828
7222830235,872,589,20,4,1,7,4,G20PREDBID,324828
7222430231,1129,290,23,6,3,3,4,G20PREDBID,324828
7222330304,455,321,18,4,2,1,2,G20PREDBID,324828
7222330279,568,358,13,0,3,3,6,G20PREDBID,324828
7202330180,886,402,36,8,1,5,7,G20PREDBID,324828
7162430093,1193,384,42,8,1,0,0,G20PREDBID,324828
7202330288,672,326,20,4,1,2,3,G20PREDBID,324828
7202330287,464,288,13,5,3,4,4,G20PREDBID,324828
7202330275,429,200,10,6,0,6,4,G20PREDBID,324828
7202330181,861,584,24,4,5,1,3,G20PREDBID,324828
7162430087,659,261,16,3,0,3,0,G20PREDBID,324828
7162430086,1003,425,20,4,0,5,3,G20PREDBID,324828
7162430085,968,547,44,10,4,6,11,G20PREDBID,324828
7162430084,840,587,35,15,2,2,7,G20PREDBID,324828
7162430091,910,524,14,1,3,2,1,G20PREDBID,324828
7162430090,850,257,28,2,2,0,6,G20PREDBID,324828
7162430089,892,320,23,4,2,4,7,G20PREDBID,324828
7162430088,923,611,48,5,2,4,17,G20PREDBID,324828
7192930261,426,218,13,2,4,3,1,G20PREDBID,324828
7192930157,839,544,19,8,2,3,9,G20PREDBID,324828
7192930153,627,427,16,4,1,1,10,G20PREDBID,324828
7192930152,921,594,17,4,2,2,2,G20PREDBID,324828
7192930267,495,352,10,1,0,1,11,G20PREDBID,324828
7192930266,536,423,18,1,3,1,4,G20PREDBID,324828
7192930262,421,209,5,4,0,2,6,G20PREDBID,324828
7192930141,563,434,21,2,3,4,2,G20PREDBID,324828
7192930138,763,537,18,4,3,3,7,G20PREDBID,324828
7192930136,885,692,25,3,7,2,6,G20PREDBID,324828
7192930135,542,349,16,3,0,2,3,G20PREDBID,324828
7192930151,398,318,11,2,2,2,2,G20PREDBID,324828
7192930150,688,619,26,5,5,0,5,G20PREDBID,324828
7192930148,523,329,24,6,2,2,3,G20PREDBID,324828
7192930142,877,484,26,2,4,5,4,G20PREDBID,324828
7192930128,612,424,20,2,1,3,2,G20PREDBID,324828
7192730308,605,273,8,3,6,4,0,G20PREDBID,324828
7192730294,505,377,16,2,2,0,2,G20PREDBID,324828
7192730293,455,302,15,5,1,5,7,G20PREDBID,324828
7192930133,436,346,16,6,3,1,4,G20PREDBID,324828
7192930132,772,463,14,3,1,2,3,G20PREDBID,324828
7192930131,751,496,37,3,2,8,9,G20PREDBID,324828
7192930130,700,484,28,3,2,1,2,G20PREDBID,324828
7192730265,372,300,6,4,0,1,2,G20PREDBID,324828
7192730264,627,470,12,2,0,6,2,G20PREDBID,324828
7192730263,392,269,21,0,4,4,3,G20PREDBID,324828
7192730126,677,482,30,2,2,2,5,G20PREDBID,324828
7192730292,706,395,30,1,0,1,3,G20PREDBID,324828
7192730291,405,347,12,2,1,1,1,G20PREDBID,324828
7192730270,506,264,15,5,0,1,11,G20PREDBID,324828
7192730269,471,244,10,2,0,4,3,G20PREDBID,324828
7192730121,907,587,41,7,4,1,7,G20PREDBID,324828
7192730120,955,358,29,2,5,2,11,G20PREDBID,324828
7192730119,694,356,19,4,7,6,10,G20PREDBID,324828
7192730118,953,651,18,5,3,5,4,G20PREDBID,324828
7192730125,763,453,21,3,4,3,8,G20PREDBID,324828
7192730124,561,275,16,3,4,2,5,G20PREDBID,324828
7192730123,909,704,36,7,2,1,1,G20PREDBID,324828
7192730122,608,424,15,2,1,3,4,G20PREDBID,324828
7192730113,730,834,20,6,1,1,6,G20PREDBID,324828
7192730112,853,593,14,5,3,2,8,G20PREDBID,324828
7192730111,706,421,12,2,3,5,9,G20PREDBID,324828
7192730110,760,663,24,1,2,4,5,G20PREDBID,324828
7192730117,908,641,23,3,4,7,3,G20PREDBID,324828
7192730116,680,785,21,1,6,4,6,G20PREDBID,324828
7192730115,888,817,30,3,3,6,10,G20PREDBID,324828
7192730114,862,656,21,0,2,6,3,G20PREDBID,324828
7192730105,776,593,18,5,2,3,5,G20PREDBID,324828
7192730104,628,513,20,7,1,2,7,G20PREDBID,324828
7192730103,1009,668,21,3,2,6,9,G20PREDBID,324828
7192730102,682,538,20,2,4,4,8,G20PREDBID,324828
7192730109,732,587,23,1,4,5,8,G20PREDBID,324828
7192730108,649,563,23,2,1,2,6,G20PREDBID,324828
7192730107,861,737,29,7,3,6,8,G20PREDBID,324828
7192730106,476,406,10,4,1,2,2,G20PREDBID,324828
7192930299,488,274,11,1,1,1,4,G20PREDBID,324828
7192930298,741,328,27,2,0,5,5,G20PREDBID,324828
7192730101,627,491,26,5,1,4,15,G20PREDBID,324828
7192730100,612,493,12,4,5,4,3,G20PREDBID,324828
7202330161,564,358,22,2,3,3,8,G20PREDBID,324828
7202330160,661,292,15,6,1,5,9,G20PREDBID,324828
7202330159,749,330,19,3,1,3,4,G20PREDBID,324828
7202330158,960,557,20,6,3,6,5,G20PREDBID,324828
7162430094,941,238,19,4,0,4,6,G20PREDBID,324828
7192730099,431,399,7,1,1,0,4,G20PREDBID,324828
7192430098,400,535,13,1,0,2,3,G20PREDBID,324828
7162530097,201,159,7,0,1,0,0,G20PREDBID,324828
7162430095,949,300,25,4,4,2,4,G20PREDBID,324828
2162530055,346,225,8,2,0,2,4,G20PREDBID,324828
2162530037,701,370,8,1,1,2,2,G20PREDBID,324828
2162530043,458,348,29,4,6,1,1,G20PREDBID,324828
2162530042,629,482,16,3,3,6,4,G20PREDBID,324828
7222830239,740,459,25,1,2,1,7,G20PREDBID,324828
7222230283,486,426,7,2,0,1,0,G20PREDBID,324828
7222830257,936,735,23,5,3,2,7,G20PREDBID,324828
7222830232,539,394,15,1,2,3,7,G20PREDBID,324828
7222830282,611,362,20,2,2,4,1,G20PREDBID,324828
7222830258,782,628,31,2,2,4,3,G20PREDBID,324828
1222230017,521,412,10,4,2,2,3,G20PREDBID,324828
7202430194,783,220,14,4,2,3,6,G20PREDBID,324828
7202430274,715,171,18,4,2,4,1,G20PREDBID,324828
7222830243,792,474,24,0,4,2,9,G20PREDBID,324828
7222330276,616,168,8,3,1,4,2,G20PREDBID,324828
7222330277,678,244,8,4,3,4,3,G20PREDBID,324828
7222830242,805,411,25,7,1,4,10,G20PREDBID,324828
7192930268,603,326,15,3,2,4,4,G20PREDBID,324828
7222830278,594,277,9,6,3,6,3,G20PREDBID,324828
7222830247,536,317,19,1,2,3,7,G20PREDBID,324828
7222830245,1113,501,33,7,2,3,7,G20PREDBID,324828
7202430271,326,177,8,1,0,2,2,G20PREDBID,324828
7202430200,794,422,17,4,3,3,3,G20PREDBID,324828
7222830241,802,405,22,3,2,5,7,G20PREDBID,324828
7222830281,431,247,6,1,1,5,4,G20PREDBID,324828
7222830234,682,450,14,4,0,4,4,G20PREDBID,324828
7222830233,597,314,10,3,2,5,1,G20PREDBID,324828
7222830237,843,392,21,6,5,3,3,G20PREDBID,324828
7222830236,838,564,19,2,0,1,2,G20PREDBID,324828
7192930144,789,461,24,2,0,6,3,G20PREDBID,324828
7192930137,939,694,31,4,3,2,7,G20PREDBID,324828
7192930259,527,230,25,1,0,3,7,G20PREDBID,324828
7192930139,1101,621,41,8,4,5,6,G20PREDBID,324828
7192930143,942,577,15,1,7,3,6,G20PREDBID,324828
7192930155,960,620,32,8,2,2,8,G20PREDBID,324828
7192930154,889,713,34,11,2,5,8,G20PREDBID,324828
7192930145,766,433,36,3,2,2,6,G20PREDBID,324828
7222430230,1007,237,14,2,0,2,1,G20PREDBID,324828
