SRPREC,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,Winner,Winner Votes
8038,4,0,0,0,0,0,G20PREDBID,275018
6410,60,30,1,0,2,0,G20PREDBID,275018
6413,7,2,0,0,0,0,G20PREDBID,275018
6419,21,36,1,0,0,0,G20PREDBID,275018
6418,501,238,9,4,3,1,G20PREDBID,275018
9219,143,33,6,2,1,1,G20PREDBID,275018
8023,628,165,7,5,1,7,G20PREDBID,275018
8022,742,58,11,2,0,1,G20PREDBID,275018
8028,240,42,5,4,2,1,G20PREDBID,275018
8026,643,187,4,3,5,7,G20PREDBID,275018
8029,98,32,1,1,0,0,G20PREDBID,275018
6404,1725,715,26,9,12,5,G20PREDBID,275018
6405,4,6,0,0,0,0,G20PREDBID,275018
8133,9,6,0,0,0,0,G20PREDBID,275018
8013,66,16,0,1,0,0,G20PREDBID,275018
8011,311,115,2,1,1,1,G20PREDBID,275018
8017,1266,262,21,11,5,4,G20PREDBID,275018
8016,3107,589,47,28,8,12,G20PREDBID,275018
8264,1032,613,13,3,4,4,G20PREDBID,275018
8122,1615,556,24,9,6,9,G20PREDBID,275018
8002,302,63,4,2,1,1,G20PREDBID,275018
8001,184,41,2,2,0,1,G20PREDBID,275018
8005,2746,663,53,19,16,4,G20PREDBID,275018
8262,939,742,5,2,7,2,G20PREDBID,275018
8007,523,97,8,9,3,0,G20PREDBID,275018
8254,1536,578,10,8,9,15,G20PREDBID,275018
8486,2502,1107,38,20,6,7,G20PREDBID,275018
6510,28,6,0,0,0,0,G20PREDBID,275018
6511,77,48,1,0,2,0,G20PREDBID,275018
8117,1296,395,18,5,5,3,G20PREDBID,275018
6515,65,41,0,0,0,0,G20PREDBID,275018
6509,6,9,0,0,0,0,G20PREDBID,275018
8246,1553,649,12,11,5,12,G20PREDBID,275018
8101,850,295,12,5,5,3,G20PREDBID,275018
8105,277,105,7,1,3,2,G20PREDBID,275018
8104,110,29,1,0,2,1,G20PREDBID,275018
8472,1973,920,23,8,8,7,G20PREDBID,275018
6502,211,68,3,0,1,0,G20PREDBID,275018
8232,1968,1516,7,8,6,9,G20PREDBID,275018
8231,1075,806,9,6,5,5,G20PREDBID,275018
8230,2028,959,25,9,10,6,G20PREDBID,275018
8236,2206,1474,26,11,14,13,G20PREDBID,275018
8470,2637,836,23,30,6,11,G20PREDBID,275018
8464,2432,976,15,10,10,11,G20PREDBID,275018
8228,1413,536,20,8,2,0,G20PREDBID,275018
8227,1839,1064,15,13,11,6,G20PREDBID,275018
8676,1818,722,23,17,11,6,G20PREDBID,275018
8675,916,348,18,10,5,4,G20PREDBID,275018
8457,2506,1190,15,11,14,12,G20PREDBID,275018
8456,2744,1036,30,10,8,5,G20PREDBID,275018
8214,178,146,2,1,0,1,G20PREDBID,275018
5454,5,3,0,0,0,0,G20PREDBID,275018
8212,886,208,13,6,3,10,G20PREDBID,275018
5451,12,3,0,0,0,0,G20PREDBID,275018
5458,0,0,0,0,0,0,G20PREDBID,275018
5456,3,0,0,0,0,0,G20PREDBID,275018
5455,0,0,0,0,0,0,G20PREDBID,275018
8447,9,0,0,0,0,0,G20PREDBID,275018
8203,1488,660,10,9,10,12,G20PREDBID,275018
8201,1172,1042,14,7,3,5,G20PREDBID,275018
8208,1714,446,11,6,8,12,G20PREDBID,275018
8205,1745,1016,18,10,6,11,G20PREDBID,275018
7298,801,359,14,7,3,1,G20PREDBID,275018
7295,1189,457,43,15,7,7,G20PREDBID,275018
5449,77,60,0,0,0,0,G20PREDBID,275018
5894,143,72,4,1,0,0,G20PREDBID,275018
7299,648,288,12,9,1,0,G20PREDBID,275018
8430,2088,1072,15,6,6,12,G20PREDBID,275018
8435,2520,1037,21,11,11,10,G20PREDBID,275018
8898,1735,658,22,15,5,4,G20PREDBID,275018
5896,3,0,0,0,0,0,G20PREDBID,275018
8439,2145,958,9,9,8,10,G20PREDBID,275018
8438,2547,1327,13,11,9,11,G20PREDBID,275018
5556,1037,218,15,9,13,11,G20PREDBID,275018
7294,447,190,3,2,2,1,G20PREDBID,275018
8885,1977,743,41,12,7,2,G20PREDBID,275018
5886,13,3,0,0,0,0,G20PREDBID,275018
5888,0,0,0,0,0,0,G20PREDBID,275018
8423,2,0,0,0,0,0,G20PREDBID,275018
8421,26,15,0,2,0,0,G20PREDBID,275018
7282,1260,499,22,12,13,2,G20PREDBID,275018
7273,2219,855,42,16,21,7,G20PREDBID,275018
8874,11,4,2,0,0,0,G20PREDBID,275018
8873,640,265,12,5,4,1,G20PREDBID,275018
5879,16,6,0,0,0,0,G20PREDBID,275018
5756,59,21,2,2,1,0,G20PREDBID,275018
7483,1958,330,17,13,10,12,G20PREDBID,275018
7271,1935,728,32,24,8,5,G20PREDBID,275018
8414,279,113,5,0,0,2,G20PREDBID,275018
7264,1553,613,37,12,8,5,G20PREDBID,275018
8418,296,142,4,5,1,0,G20PREDBID,275018
8862,1487,687,31,9,7,5,G20PREDBID,275018
8868,80,37,1,0,0,0,G20PREDBID,275018
5988,0,0,0,0,0,0,G20PREDBID,275018
8648,1812,741,32,7,14,2,G20PREDBID,275018
8645,2011,908,55,8,9,6,G20PREDBID,275018
8401,1381,528,6,5,2,5,G20PREDBID,275018
7261,1377,571,29,15,8,1,G20PREDBID,275018
7471,2400,555,32,23,11,17,G20PREDBID,275018
8404,2439,1396,11,11,12,10,G20PREDBID,275018
7252,2151,679,31,20,6,7,G20PREDBID,275018
8409,884,364,8,5,5,6,G20PREDBID,275018
8408,858,415,10,4,4,3,G20PREDBID,275018
5975,28,8,0,0,0,0,G20PREDBID,275018
8853,1379,594,17,9,4,4,G20PREDBID,275018
7479,957,347,9,11,2,4,G20PREDBID,275018
7257,1000,393,14,6,3,3,G20PREDBID,275018
7255,1949,932,27,8,5,8,G20PREDBID,275018
5854,0,2,0,0,0,0,G20PREDBID,275018
8631,1085,355,16,9,6,5,G20PREDBID,275018
8630,1804,633,34,7,10,4,G20PREDBID,275018
8636,218,179,1,0,2,1,G20PREDBID,275018
8634,305,91,4,0,1,0,G20PREDBID,275018
7470,1767,315,28,13,12,6,G20PREDBID,275018
5507,0,0,0,0,0,0,G20PREDBID,275018
7246,963,364,14,14,4,2,G20PREDBID,275018
7245,161,95,0,2,0,0,G20PREDBID,275018
5966,111,71,4,0,1,2,G20PREDBID,275018
5965,637,419,12,3,4,0,G20PREDBID,275018
7248,1640,567,30,20,13,2,G20PREDBID,275018
8844,2021,871,45,16,5,12,G20PREDBID,275018
5959,26,54,1,0,0,0,G20PREDBID,275018
5958,442,323,16,5,1,2,G20PREDBID,275018
8848,1100,421,24,2,1,3,G20PREDBID,275018
8625,77,14,1,1,0,2,G20PREDBID,275018
5502,262,136,1,4,0,0,G20PREDBID,275018
8502,170,51,2,0,0,0,G20PREDBID,275018
5505,193,111,6,1,4,0,G20PREDBID,275018
5503,226,66,2,0,3,1,G20PREDBID,275018
7231,470,217,8,6,3,3,G20PREDBID,275018
5950,84,51,0,0,1,0,G20PREDBID,275018
5957,57,63,2,0,0,1,G20PREDBID,275018
5955,606,514,8,2,6,1,G20PREDBID,275018
8834,715,264,4,6,5,2,G20PREDBID,275018
7237,1546,680,17,8,6,6,G20PREDBID,275018
8610,1149,333,37,3,12,4,G20PREDBID,275018
5949,329,192,1,1,0,2,G20PREDBID,275018
8839,1995,681,30,10,7,5,G20PREDBID,275018
8838,187,63,1,2,1,0,G20PREDBID,275018
5947,230,249,14,0,4,1,G20PREDBID,275018
8615,1494,554,17,2,5,1,G20PREDBID,275018
7459,2171,389,32,14,9,12,G20PREDBID,275018
7458,1430,326,26,21,12,15,G20PREDBID,275018
8612,1699,522,26,12,4,3,G20PREDBID,275018
8619,545,142,9,10,0,0,G20PREDBID,275018
8829,438,158,3,4,1,2,G20PREDBID,275018
8609,0,2,0,0,0,0,G20PREDBID,275018
7221,1106,408,15,6,3,6,G20PREDBID,275018
7224,526,287,3,3,3,2,G20PREDBID,275018
8820,1235,597,14,5,4,3,G20PREDBID,275018
5940,31,21,1,0,0,0,G20PREDBID,275018
7441,1022,795,7,5,5,8,G20PREDBID,275018
8822,1345,551,14,9,5,5,G20PREDBID,275018
8828,479,191,7,1,3,0,G20PREDBID,275018
5936,270,141,6,1,3,0,G20PREDBID,275018
7442,193,58,0,4,0,1,G20PREDBID,275018
8603,1665,576,43,11,5,11,G20PREDBID,275018
7447,1575,352,25,13,5,17,G20PREDBID,275018
7670,68,33,0,0,0,2,G20PREDBID,275018
4876,2091,1118,49,17,8,7,G20PREDBID,275018
7674,0,0,0,0,0,0,G20PREDBID,275018
5931,81,53,3,1,0,0,G20PREDBID,275018
7677,2373,1040,20,10,9,15,G20PREDBID,275018
7430,2077,402,30,20,11,9,G20PREDBID,275018
8812,1142,370,8,6,7,4,G20PREDBID,275018
8817,642,246,7,3,3,3,G20PREDBID,275018
5925,35,44,0,1,0,0,G20PREDBID,275018
7438,241,90,0,2,1,1,G20PREDBID,275018
7436,2852,740,32,17,18,16,G20PREDBID,275018
7214,1111,601,11,8,1,4,G20PREDBID,275018
8809,1969,672,32,10,6,15,G20PREDBID,275018
5929,63,66,2,0,0,0,G20PREDBID,275018
7435,1911,366,27,24,7,24,G20PREDBID,275018
7217,2199,791,14,6,13,25,G20PREDBID,275018
7219,683,273,12,1,3,1,G20PREDBID,275018
8920,0,1,0,0,0,0,G20PREDBID,275018
5922,285,226,8,1,1,1,G20PREDBID,275018
8801,1369,588,16,8,5,8,G20PREDBID,275018
5916,38,37,1,1,0,0,G20PREDBID,275018
5915,507,375,14,3,2,1,G20PREDBID,275018
8805,1121,493,21,10,10,6,G20PREDBID,275018
4974,692,201,10,4,4,3,G20PREDBID,275018
5914,616,443,26,4,0,2,G20PREDBID,275018
4971,555,243,8,3,3,2,G20PREDBID,275018
5919,190,139,7,3,2,0,G20PREDBID,275018
7203,334,183,0,2,1,2,G20PREDBID,275018
7202,473,325,5,0,1,3,G20PREDBID,275018
7201,259,149,5,0,1,1,G20PREDBID,275018
4851,644,346,16,2,3,3,G20PREDBID,275018
7205,1842,702,22,6,10,5,G20PREDBID,275018
4969,1460,426,23,9,4,4,G20PREDBID,275018
8916,6,9,0,0,0,0,G20PREDBID,275018
8915,12,6,0,0,0,0,G20PREDBID,275018
5912,101,57,1,0,0,0,G20PREDBID,275018
5911,1042,672,27,9,8,5,G20PREDBID,275018
5906,261,126,2,2,2,2,G20PREDBID,275018
7411,22,5,0,0,0,0,G20PREDBID,275018
7410,4,1,0,0,0,0,G20PREDBID,275018
5903,357,206,14,5,0,0,G20PREDBID,275018
7416,144,22,2,0,0,1,G20PREDBID,275018
7415,39,7,0,0,0,0,G20PREDBID,275018
7414,261,60,8,0,0,0,G20PREDBID,275018
5907,5,2,1,0,0,0,G20PREDBID,275018
7419,958,161,20,5,1,1,G20PREDBID,275018
7418,1314,326,15,6,5,11,G20PREDBID,275018
7417,2442,400,31,21,10,7,G20PREDBID,275018
5902,279,157,11,3,1,0,G20PREDBID,275018
7648,2140,762,18,15,9,10,G20PREDBID,275018
7401,1,0,0,0,0,0,G20PREDBID,275018
7306,0,0,0,0,0,0,G20PREDBID,275018
7403,824,564,8,6,3,3,G20PREDBID,275018
4956,151,44,6,1,0,2,G20PREDBID,275018
7402,427,72,4,4,2,3,G20PREDBID,275018
7409,231,114,0,1,2,0,G20PREDBID,275018
4954,1186,438,19,5,4,7,G20PREDBID,275018
7408,627,129,9,3,2,1,G20PREDBID,275018
4833,1205,582,28,11,11,3,G20PREDBID,275018
4827,1880,758,38,10,13,9,G20PREDBID,275018
4826,876,463,16,7,4,3,G20PREDBID,275018
7880,3,4,0,0,0,0,G20PREDBID,275018
4941,1729,718,21,6,8,7,G20PREDBID,275018
4945,876,330,13,5,7,4,G20PREDBID,275018
4943,71,19,2,0,0,0,G20PREDBID,275018
4942,1229,629,17,8,1,4,G20PREDBID,275018
7874,282,82,1,4,0,3,G20PREDBID,275018
6048,16,5,0,0,0,0,G20PREDBID,275018
4811,971,591,25,6,4,2,G20PREDBID,275018
4806,1651,948,47,8,18,5,G20PREDBID,275018
7615,725,326,3,3,1,6,G20PREDBID,275018
7861,1195,333,14,1,3,10,G20PREDBID,275018
6031,16,11,0,0,1,0,G20PREDBID,275018
7867,2085,707,13,6,6,18,G20PREDBID,275018
6036,0,0,0,0,0,0,G20PREDBID,275018
6035,0,0,0,0,0,0,G20PREDBID,275018
4801,873,356,17,10,5,5,G20PREDBID,275018
7851,779,377,11,5,4,3,G20PREDBID,275018
7850,1342,422,19,10,4,13,G20PREDBID,275018
6023,10,3,0,0,0,0,G20PREDBID,275018
6028,18,41,0,0,0,0,G20PREDBID,275018
8053,1874,567,27,10,18,7,G20PREDBID,275018
7235,1631,455,22,12,5,11,G20PREDBID,275018
8445,1498,596,6,5,4,4,G20PREDBID,275018
8492,2835,1104,26,15,12,6,G20PREDBID,275018
4946,1870,822,35,6,2,12,G20PREDBID,275018
4965,1675,900,37,13,21,7,G20PREDBID,275018
4853,1202,639,30,11,4,4,G20PREDBID,275018
4858,1610,826,46,12,8,7,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
9000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
5000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
4800,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
7000,0,0,0,0,0,0,G20PREDBID,275018
4950,1204,762,29,4,4,5,G20PREDBID,275018
4949,1453,814,25,13,9,4,G20PREDBID,275018
5956,577,437,17,2,6,1,G20PREDBID,275018
5917,137,113,2,0,1,1,G20PREDBID,275018
4973,1310,845,35,8,5,6,G20PREDBID,275018
4881,2549,1330,73,9,8,6,G20PREDBID,275018
4944,597,183,5,0,2,6,G20PREDBID,275018
40230,39,19,0,0,0,0,G20PREDBID,275018
10551,11,6,0,0,0,0,G20PREDBID,275018
40211,653,201,4,1,2,3,G20PREDBID,275018
40262,446,236,9,2,3,3,G20PREDBID,275018
40270,365,214,9,1,2,3,G20PREDBID,275018
10381,1374,416,32,15,9,2,G20PREDBID,275018
20041,1451,624,32,16,3,6,G20PREDBID,275018
108002,446,473,11,2,4,3,G20PREDBID,275018
108005,62,186,3,1,0,3,G20PREDBID,275018
109002,681,794,14,3,4,5,G20PREDBID,275018
